date, pm25, o3, no2, co
2023/3/5, 45, 34, 19, 4
2023/3/6, 46, 29, 13, 4
2023/3/7, 20, 31, 12, 3
2023/3/8, 23, 29, 13, 4
2023/3/9, 29, 28, 13, 2
2023/3/10, 29, 26, 14, 3
2023/3/11, 26, 28, 6, 2
2023/3/12, 22, 31, 7, 2
2023/3/13, 31, 26, 18, 3
2023/3/14, 25, 41, 22, 6
2023/3/15, 47, 33, 9, 2
2023/3/16, 50, 29, 10, 3
2023/3/17, 40, 25, 7, 2
2023/3/18, 29, 29, 7, 3
2023/3/19, 22, 35, 8, 2
2023/3/20, 23, 30, 17, 3
2023/3/21, 35, 31, 8, 2
2023/3/22, 34, 30, 9, 3
2023/3/23, 44, 31, 15, 3
2023/3/24, 33, 36, 21, 4
2023/3/25, 41, 40, 14, 3
2023/3/26, 40, 35, 10, 3
2023/3/27, 41, 36, 16, 3
2023/3/28, 35, 41, 9, 3
2023/3/29, 35, 33, 13, 3
2023/3/30, 36, 27, 20, 3
2023/3/31, 48, 35, 10, 3
2023/4/1, 33, 35, 8, 3
2022/10/2, 29, 30, 4, 3
2022/10/3, 30, 29, 6, 3
2022/10/4, 36, 32, 9, 3
2022/10/5, 48, 24, 13, 4
2022/10/6, 49, 15, 7, 3
2022/10/7, 36, 10, 12, 4
2022/10/8, 15, 25, 7, 2
2022/10/9, 26, 21, 14, 4
2022/10/10, 48, 29, 12, 3
2022/10/11, 40, 37, 4, 3
2022/10/12, 57, 16, 9, 3
2022/10/13, 36, 13, 8, 3
2022/10/14, 32, 10, 10, 4
2022/10/15, 20, 13, 7, 3
2022/10/16, 16, 21, 5, 3
2022/10/17, 9, 17, 7, 2
2022/10/18, 9, 14, 13, 3
2022/10/19, 14, 14, 20, 4
2022/10/20, 23, 14, 23, 6
2022/10/21, 64, 18, 23, 9
2022/10/22, 85, 36, 18, 8
2022/10/23, 82, 31, 3, 4
2022/10/24, 53, 19, 5, 4
2022/10/25, 45, 9, 11, 5
2022/10/26, 28, 16, 18, 5
2022/10/27, 35, 17, 11, 4
2022/10/28, 44, 25, 9, 4
2022/10/29, 47, 31, 11, 5
2022/10/30, 55, 19, 20, 8
2022/10/31, 68, 22, 28, 10
2022/11/1, 65, 26, 21, 7
2022/11/2, 66, 40, 7, 5
2022/11/3, 43, , 6, 4
2022/11/4, 63, , 9, 5
2022/11/5, 33, , 8, 5
2022/11/6, 27, , 5, 4
2022/11/7, 26, , 10, 4
2022/11/8, 21, , 4, 4
2022/11/9, 27, , 10, 6
2022/11/10, 51, , 6, 7
2022/11/11, 30, , 7, 4
2022/11/12, 11, , 6, 4
2022/11/13, 8, , 6, 4
2022/11/14, 15, , 8, 4
2022/11/15, 36, , 9, 4
2022/11/16, 58, , 12, 5
2022/11/17, 52, , 10, 5
2022/11/18, 31, , 7, 4
2022/11/19, 27, , 7, 5
2022/11/20, 24, , 12, 4
2022/11/21, 33, , 18, 4
2022/11/22, 47, , 21, 4
2022/11/23, 68, , 22, 6
2022/11/24, 85, , 15, 4
2022/11/25, 67, , 10, 2
2022/11/26, 37, , 7, 2
2022/11/27, 31, , 12, 4
2022/11/28, 30, , 15, 4
2022/11/29, 42, , 9, 2
2022/11/30, 29, , 9, 2
2022/12/1, 19, , 12, 2
2022/12/2, 28, , 8, 2
2022/12/3, 34, , 9, 2
2022/12/4, 26, , 14, 3
2022/12/5, 30, , 16, 3
2022/12/6, 38, , 18, 3
2022/12/7, 41, , 16, 4
2022/12/8, 42, , 20, 4
2022/12/9, 54, , 12, 3
2022/12/10, 55, , 8, 3
2022/12/11, 49, , 11, 3
2022/12/12, 60, , 5, 2
2022/12/13, 45, , 5, 2
2022/12/14, 54, , 7, 3
2022/12/15, 23, , 17, 3
2022/12/16, 31, , 12, 3
2022/12/17, 33, , 7, 3
2022/12/18, 21, , 8, 3
2022/12/19, 29, , 18, 3
2022/12/20, 41, , 12, 3
2022/12/21, 28, , 17, 3
2022/12/22, 38, , 8, 2
2022/12/23, 22, , 6, 2
2022/12/24, 16, , 7, 2
2022/12/25, 12, , 14, 3
2022/12/26, 26, , 14, 3
2022/12/27, 18, , 10, 3
2022/12/28, 25, , 13, 3
2022/12/29, 42, , 19, 5
2022/12/30, 61, , 12, 4
2022/12/31, 36, , 8, 3
2023/1/1, 48, , 8, 4
2023/1/2, 50, , 16, 4
2022/7/2, 15, 37, 11, 4
2022/7/3, 40, 37, 5, 3
2022/7/4, 27, 36, 3, 3
2022/7/5, 35, 24, 9, 4
2022/7/6, 24, 28, 7, 3
2022/7/7, 16, 31, 9, 4
2022/7/8, 18, 26, 8, 4
2022/7/9, 17, 34, 4, 3
2022/7/10, 15, 27, 5, 3
2022/7/11, 20, 30, 9, 3
2022/7/12, 17, 25, 9, 3
2022/7/13, 13, 23, 13, 4
2022/7/14, 16, 37, 6, 3
2022/7/15, 17, 42, 5, 3
2022/7/26, 16, 23, 6, 3
2022/7/27, 27, 21, 9, 3
2022/7/28, 33, 13, 10, 3
2022/7/29, 15, 20, 10, 3
2022/7/30, 20, 33, 6, 3
2022/7/31, 31, 30, 2, 2
2022/8/1, 31, 25, 11, 3
2022/8/2, 26, 35, 4, 2
2022/8/3, 37, 25, 8, 3
2022/8/4, 29, 36, 8, 3
2022/8/5, 25, 34, 4, 3
2022/8/6, 28, 23, 7, 4
2022/8/7, 36, 11, 4, 3
2022/8/8, 23, 20, 10, 3
2022/8/9, 24, 27, 8, 3
2022/8/10, 43, 21, 12, 4
2022/8/11, 31, 25, 7, 2
2022/8/12, 24, 20, 4, 2
2022/8/13, 22, 17, 5, 3
2022/8/14, 21, 18, 4, 3
2022/8/15, 29, 24, 7, 3
2022/8/16, 29, 29, 10, 3
2022/8/17, 38, 28, 8, 3
2022/8/18, 31, 24, 9, 3
2022/8/19, 31, 22, 6, 3
2022/8/20, 23, 19, 7, 4
2022/8/21, 33, 22, 10, 4
2022/8/22, 38, 34, 14, 4
2022/8/23, 38, 36, 11, 4
2022/8/24, 45, 28, 7, 3
2022/8/25, 46, 15, 10, 4
2022/8/26, 30, 29, 9, 3
2022/8/27, 44, 29, 2, 3
2022/8/28, 36, 25, 2, 3
2022/8/29, 23, 19, 7, 3
2022/8/30, 35, 16, 9, 3
2022/8/31, 44, 27, 11, 3
2022/9/1, 30, 40, 11, 4
2022/9/2, 40, 31, 5, 3
2022/9/3, 30, 13, 5, 2
2022/9/4, 16, 21, 3, 2
2022/9/5, 15, 22, 3, 2
2022/9/6, 26, 23, 6, 3
2022/9/7, 39, 33, 9, 4
2022/9/8, 55, 31, 2, 2
2022/9/9, 53, 25, 9, 3
2022/9/10, 41, 17, 10, 4
2022/9/11, 34, 22, 11, 3
2022/9/12, 35, 19, 18, 4
2022/9/13, 29, 28, 18, 5
2022/9/14, 44, 30, 13, 4
2022/9/15, 48, 36, 4, 2
2022/9/16, 52, 26, 6, 3
2022/9/17, 56, 33, 4, 3
2022/9/18, 50, 18, 5, 3
2022/9/19, 32, 31, 8, 4
2022/9/20, 45, 29, 7, 3
2022/9/21, 45, 17, 8, 2
2022/9/22, 19, 17, 8, 2
2022/9/23, 15, 17, 4, 2
2022/9/24, 23, 13, 4, 3
2022/9/25, 28, 20, 5, 2
2022/9/26, 17, 17, 11, 2
2022/9/27, 14, 16, 15, 3
2022/9/28, 16, 19, 11, 3
2022/9/29, 26, 26, 5, 2
2022/9/30, 26, 29, 6, 2
2022/10/1, 31, 26, 7, 3
2022/4/2, 19, 26, 10, 3
2022/4/3, 20, 24, 9, 3
2022/4/4, 14, 21, 10, 2
2022/4/5, 18, 23, 4, 2
2022/4/6, 20, 21, 7, 3
2022/4/7, 10, 25, 8, 2
2022/4/8, 10, 29, 8, 2
2022/4/9, 12, 32, 11, 3
2022/4/10, 19, 36, 5, 2
2022/4/11, 26, 30, 6, 3
2022/4/12, 14, 32, 11, 3
2022/4/13, 27, 26, 7, 3
2022/4/14, 20, 26, 3, 2
2022/4/15, 16, 25, 6, 2
2022/4/16, 16, 32, 7, 2
2022/4/17, 20, 31, 11, 3
2022/4/18, 27, 29, 8, 2
2022/4/19, 17, 32, 11, 3
2022/4/20, 18, 28, 9, 3
2022/4/21, 29, 24, 14, 4
2022/4/22, 26, 26, 5, 3
2022/4/23, 21, 38, 3, 3
2022/4/24, 43, 25, 2, 2
2022/4/25, 14, 22, 9, 3
2022/4/26, 15, 24, 9, 3
2022/4/27, 11, 32, 7, 2
2022/4/28, 18, 27, 5, 2
2022/4/29, 20, 37, 5, 3
2022/4/30, 42, 33, 6, 3
2022/5/1, 37, 23, 7, 4
2022/5/2, 17, 24, 11, 4
2022/5/3, 12, 24, 11, 4
2022/5/4, 11, 34, 10, 3
2022/5/5, 19, 30, 19, 5
2022/5/6, 41, 39, 12, 4
2022/5/7, 34, 39, 4, 3
2022/5/8, 29, 34, 2, 3
2022/5/9, 21, 30, 3, 3
2022/5/10, 28, 30, 14, 4
2022/5/11, 17, 29, 10, 4
2022/5/12, 34, 31, 9, 4
2022/5/13, 23, 34, 8, 4
2022/5/14, 24, 35, 9, 4
2022/5/15, 21, 35, 7, 3
2022/5/16, 14, 24, 11, 3
2022/5/17, 18, 25, 7, 3
2022/5/18, 21, 32, 7, 3
2022/5/19, 23, 29, 10, 3
2022/5/20, 18, 27, 6, 3
2022/5/21, 14, 23, 5, 3
2022/5/22, 10, 28, 7, 3
2022/5/23, 17, 37, 7, 3
2022/5/24, 21, 36, 6, 2
2022/5/25, 23, 29, 9, 3
2022/5/26, 16, 22, 11, 4
2022/5/27, 12, 38, 11, 5
2022/5/28, 27, 45, 4, 3
2022/5/29, 22, 30, 3, 3
2022/5/30, 25, 40, 5, 3
2022/5/31, 30, 31, 3, 3
2022/6/1, 11, 29, 10, 4
2022/6/2, 13, 35, 9, 3
2022/6/3, 12, 29, 13, 4
2022/6/4, 14, 39, 6, 4
2022/6/5, 28, 34, 4, 3
2022/6/6, 28, 32, 11, 4
2022/6/7, 22, 27, 13, 4
2022/6/8, 22, 30, 19, 5
2022/6/9, 26, 36, 17, 4
2022/6/10, 23, 42, 18, 5
2022/6/11, 37, 37, 6, 3
2022/6/12, 15, 27, 3, 3
2022/6/13, 17, 26, 5, 3
2022/6/14, 19, 39, 4, 4
2022/6/15, 48, 31, 11, 4
2022/6/16, 27, 25, 7, 3
2022/6/17, 14, 29, 14, 4
2022/6/18, 17, 35, 3, 2
2022/6/19, 13, 40, 2, 3
2022/6/20, 26, 41, 2, 3
2022/6/21, 34, 37, 8, 3
2022/6/22, 15, 32, 10, 3
2022/6/23, 14, 46, 5, 3
2022/6/24, 17, 42, 4, 3
2022/6/25, 16, 33, 4, 3
2022/6/26, 13, 28, 5, 2
2022/6/27, 11, 35, 9, 3
2022/6/28, 30, 39, 7, 3
2022/6/29, 22, 46, 5, 2
2022/6/30, 15, 41, 8, 3
2022/7/1, 18, 31, 11, 3
2022/1/4, 48, , 17, 3
2022/1/5, 48, , 9, 2
2022/1/6, 20, , 13, 2
2022/1/7, 22, , 14, 2
2022/1/8, 37, , 8, 2
2022/1/9, 36, , 7, 2
2022/1/10, 45, , 17, 3
2022/1/11, 48, , 14, 2
2022/1/12, 26, , 29, 5
2022/1/13, 42, , 22, 5
2022/1/14, 55, , 8, 2
2022/1/15, 18, , 14, 3
2022/1/16, 38, , 13, 3
2022/1/17, 35, , 16, 3
2022/1/18, 19, , 10, 3
2022/1/19, 38, , 13, 3
2022/1/20, 32, , 18, 4
2022/1/21, 38, , 16, 3
2022/1/22, 37, , 8, 3
2022/1/23, 25, , 11, 3
2022/1/24, 44, , 15, 4
2022/1/25, 33, , 16, 4
2022/1/26, 35, , 15, 4
2022/1/27, 34, , 15, 4
2022/1/28, 24, , 19, 4
2022/1/29, 34, , 19, 5
2022/1/30, 44, , 12, 4
2022/1/31, 46, , 12, 4
2022/2/1, 63, , 9, 4
2022/2/2, 40, , 12, 4
2022/2/3, 31, , 21, 5
2022/2/4, 48, , 17, 5
2022/2/5, 52, , 16, 5
2022/2/6, 52, , 17, 5
2022/2/7, 48, , 18, 5
2022/2/8, 50, , 16, 5
2022/2/9, 41, , 11, 4
2022/2/10, 12, 19, 8, 4
2022/2/11, 16, 23, 10, 3
2022/2/12, 20, , 9, 2
2022/2/13, 20, , 11, 2
2022/2/14, 34, , 18, 3
2022/2/15, 48, , 18, 3
2022/2/16, 55, , 20, 4
2022/2/17, 63, , 14, 3
2022/2/18, 29, , 12, 2
2022/2/19, 28, , 7, 2
2022/2/20, 16, , 8, 3
2022/2/21, 22, , 7, 2
2022/2/22, 19, 23, 7, 2
2022/2/23, 20, 17, 15, 3
2022/2/24, 39, 18, 21, 4
2022/2/25, 45, 28, 17, 3
2022/2/26, 33, 33, 10, 3
2022/2/27, 30, 33, 14, 3
2022/2/28, 34, 27, 18, 4
2022/3/1, 42, 24, 20, 4
2022/3/2, 41, 25, 27, 5
2022/3/3, 41, 24, 16, 4
2022/3/4, 21, 30, 14, 3
2022/3/5, 32, 25, 12, 5
2022/3/6, 38, 28, 9, 3
2022/3/7, 27, 27, 16, 4
2022/3/8, 27, 26, 12, 3
2022/3/9, 27, 27, 10, 3
2022/3/10, 17, 28, 13, 3
2022/3/11, 17, 27, 8, 3
2022/3/12, 23, 28, 7, 3
2022/3/13, 18, 30, 13, 4
2022/3/14, 25, 21, 19, 6
2022/3/15, 33, 31, 23, 8
2022/3/16, 39, 26, 14, 5
2022/3/17, 45, 28, 16, 5
2022/3/18, 32, 23, 15, 5
2022/3/19, 23, 26, 14, 5
2022/3/20, 30, 34, 14, 5
2022/3/21, 38, 28, 7, 4
2022/3/22, 29, 21, 13, 5
2022/3/23, 27, 28, 8, 4
2022/3/24, 13, 25, 14, 5
2022/3/25, 20, 25, 10, 4
2022/3/26, 14, 26, 4, 3
2022/3/27, 13, 25, 6, 4
2022/3/28, 14, 29, 10, 4
2022/3/29, 14, 28, 5, 4
2022/3/30, 25, 30, 12, 5
2022/3/31, 25, 24, 12, 4
2022/4/1, 18, 28, 17, 3
2021/10/2, 38, 13, 5, 5
2021/10/3, 19, 19, 7, 5
2021/10/4, 36, 15, 15, 7
2021/10/5, 37, 27, 10, 5
2021/10/6, 22, 24, 8, 4
2021/10/7, 21, 20, 5, 3
2021/10/8, 19, 17, 8, 3
2021/10/9, 27, 32, 4, 3
2021/10/10, 19, 22, 2, 2
2021/10/11, 25, 21, 11, 3
2021/10/12, 25, 14, 11, 4
2021/10/13, 18, 22, 5, 2
2021/10/14, 15, 13, 5, 3
2021/10/15, 13, 15, 10, 3
2021/10/16, 15, 21, 10, 3
2021/10/17, 24, 25, 14, 4
2021/10/18, 29, 29, 13, 3
2021/10/19, 31, 33, 15, 4
2021/10/20, 33, 13, 14, 4
2021/10/21, 32, 15, 9, 3
2021/10/22, 11, 12, 15, 4
2021/10/23, 18, 16, 14, 4
2021/10/24, 29, 15, 10, 3
2021/10/25, 22, 16, 12, 4
2021/10/26, 11, 19, 7, 2
2021/10/27, 12, 19, 5, 2
2021/10/28, 11, 12, 11, 4
2021/10/29, 26, 14, 11, 4
2021/10/30, 16, 18, 13, 7
2021/10/31, 37, 19, 6, 3
2021/11/1, 12, 14, 11, 4
2021/11/2, 16, 12, 13, 4
2021/11/3, 13, , 15, 3
2021/11/4, 20, , 14, 4
2021/11/5, 40, , 6, 3
2021/11/6, 24, , 11, 7
2021/11/7, 42, , 13, 6
2021/11/8, 50, , 15, 5
2021/11/9, 31, , 22, 7
2021/11/10, 32, , 15, 5
2021/11/11, 24, , 8, 4
2021/11/12, 19, , 7, 4
2021/11/13, 11, , 6, 3
2021/11/14, 9, , 6, 3
2021/11/15, 14, , 10, 3
2021/11/16, 19, , 6, 4
2021/11/17, 28, , 9, 4
2021/11/18, 23, , 10, 4
2021/11/19, 14, , 12, 4
2021/11/20, 10, , 17, 6
2021/11/21, 11, , 11, 6
2021/11/22, 10, , 12, 4
2021/11/23, 16, , 10, 4
2021/11/24, 26, , 8, 4
2021/11/25, 25, , 8, 4
2021/11/26, 19, , 9, 4
2021/11/27, 22, , 11, 5
2021/11/28, 33, , 13, 5
2021/11/29, 22, , 12, 5
2021/11/30, 21, , 19, 6
2021/12/1, 19, , 11, 5
2021/12/2, 15, , 14, 6
2021/12/3, 14, , 14, 6
2021/12/4, 26, , 9, 5
2021/12/5, 13, , 4, 4
2021/12/6, 19, , 9, 5
2021/12/7, 19, , 12, 5
2021/12/8, 21, , 21, 6
2021/12/9, 56, , 9, 2
2021/12/10, 41, , 18, 3
2021/12/11, 34, , 9, 2
2021/12/12, 24, , 12, 2
2021/12/13, 16, , 29, 6
2021/12/14, 42, , 15, 3
2021/12/15, 44, , 10, 3
2021/12/16, 49, , 7, 2
2021/12/17, 32, , 13, 3
2021/12/18, 30, , 12, 3
2021/12/19, 32, , 12, 3
2021/12/20, 36, , 15, 3
2021/12/21, 35, , 12, 3
2021/12/22, 35, , 19, 3
2021/12/23, 40, , 16, 5
2021/12/24, 49, , 11, 4
2021/12/25, 35, , 8, 3
2021/12/26, 34, , 8, 3
2021/12/27, 25, , 6, 3
2021/12/28, 24, , 17, 3
2021/12/29, 33, , 18, 4
2021/12/30, 34, , 18, 4
2021/12/31, 50, , 13, 4
2022/1/1, 54, , 10, 3
2022/1/2, 53, , 19, 4
2022/1/3, 60, , 22, 5
2021/7/2, 53, 32, 5, 3
2021/7/3, 20, 36, 6, 3
2021/7/4, 34, 41, 3, 3
2021/7/5, 46, 42, 7, 4
2021/7/6, 44, 11, 12, 5
2021/7/7, 41, 11, 7, 4
2021/7/8, 18, 20, 9, 4
2021/7/9, 22, 24, 6, 3
2021/7/10, 16, 34, 6, 3
2021/7/11, 24, 33, 10, 5
2021/7/12, 76, 37, 8, 4
2021/7/13, 35, 42, 7, 4
2021/7/14, 43, 25, 11, 4
2021/7/15, 31, 20, 11, 5
2021/7/16, 55, 35, 15, 6
2021/7/17, 68, 35, 10, 5
2021/7/18, 48, 42, 9, 5
2021/7/19, 50, 41, 9, 4
2021/7/20, 36, 34, 12, 7
2021/7/21, 84, 33, 6, 6
2021/7/22, 98, 37, 3, 4
2021/7/23, 61, 40, 3, 4
2021/7/24, 61, 42, 9, 5
2021/7/25, 44, 34, 6, 4
2021/7/26, 52, 39, 5, 4
2021/7/27, 48, 41, 6, 4
2021/7/28, 52, 39, 5, 4
2021/7/29, 41, 24, 11, 8
2021/7/30, 126, 30, 10, 7
2021/7/31, 144, 31, 7, 6
2021/8/1, 126, 19, 6, 4
2021/8/2, 64, 28, 10, 5
2021/8/3, 61, 41, 6, 4
2021/8/4, 83, 31, 5, 3
2021/8/5, 52, 31, 2, 3
2021/8/6, 41, 48, 11, 7
2021/8/7, 66, 26, 6, 5
2021/8/8, 41, 27, 6, 4
2021/8/9, 25, 36, 10, 5
2021/8/10, 22, 32, 7, 4
2021/8/11, 32, 27, 9, 4
2021/8/12, 24, 21, 9, 3
2021/8/13, 17, 28, 11, 4
2021/8/14, 18, 31, 7, 3
2021/8/15, 20, 34, 2, 2
2021/8/16, 15, 32, 4, 3
2021/8/17, 28, 33, 4, 3
2021/8/18, 26, 35, 5, 3
2021/8/19, 34, 32, 5, 3
2021/8/20, 33, 32, 3, 3
2021/8/21, 42, 25, 6, 4
2021/8/22, 18, 29, 8, 5
2021/8/23, 35, 42, 11, 5
2021/8/24, 22, 28, 9, 4
2021/8/25, 17, 27, 15, 5
2021/8/26, 22, 20, 11, 5
2021/8/27, 53, 21, 6, 4
2021/8/28, 16, 30, 5, 4
2021/8/29, 18, 33, 5, 4
2021/8/30, 21, 30, 13, 5
2021/8/31, 17, 24, 14, 5
2021/9/1, 28, 30, 7, 4
2021/9/2, 29, 21, 5, 4
2021/9/3, 21, 27, 6, 4
2021/9/4, 7, 29, 8, 4
2021/9/5, 13, 28, 7, 4
2021/9/6, 12, 34, 8, 4
2021/9/7, 25, 23, 12, 4
2021/9/8, 24, 18, 11, 4
2021/9/9, 13, 22, 14, 4
2021/9/10, 16, 33, 9, 4
2021/9/11, 20, 22, 7, 4
2021/9/12, 19, 23, 10, 4
2021/9/13, 17, 30, 11, 5
2021/9/14, 29, 21, 10, 4
2021/9/15, 13, 32, 7, 3
2021/9/16, 12, 39, 2, 3
2021/9/17, 22, 25, 11, 4
2021/9/18, 19, 30, 8, 6
2021/9/19, 38, 36, 2, 3
2021/9/20, 23, 26, 4, 3
2021/9/21, 16, 16, 9, 4
2021/9/22, 14, 21, 15, 5
2021/9/23, 21, 29, 16, 6
2021/9/24, 32, 20, 11, 4
2021/9/25, 21, 23, 11, 5
2021/9/26, 30, 28, 16, 7
2021/9/27, 41, 20, 18, 6
2021/9/28, 30, 31, 9, 4
2021/9/29, 19, 42, 8, 4
2021/9/30, 27, 36, 12, 5
2021/10/1, 43, 24, 10, 5
2021/4/2, 22, 37, 4, 2
2021/4/3, 51, 34, 16, 5
2021/4/4, 59, 42, 18, 6
2021/4/5, 71, 38, 15, 4
2021/4/6, 50, 25, 10, 4
2021/4/7, 38, 21, 8, 4
2021/4/8, 31, 20, 7, 4
2021/4/9, 27, 12, 12, 4
2021/4/10, 26, 22, 7, 3
2021/4/11, 11, 22, 4, 3
2021/4/12, 11, 16, 4, 3
2021/4/13, 10, 18, 6, 2
2021/4/14, 8, 13, 9, 3
2021/4/15, 14, 15, 10, 3
2021/4/16, 11, 29, 17, 4
2021/4/17, 25, 28, 17, 4
2021/4/18, 31, 35, 8, 3
2021/4/19, 22, 23, 11, 3
2021/4/20, 10, 25, 14, 3
2021/4/21, 17, 25, 12, 3
2021/4/22, 18, 40, 13, 3
2021/4/23, 37, 32, 9, 3
2021/4/24, 36, 23, 7, 3
2021/4/25, 21, 25, 8, 3
2021/4/26, 20, 19, 7, 3
2021/4/27, 25, 18, 9, 4
2021/4/28, 26, 22, 15, 5
2021/4/29, 28, 29, 16, 5
2021/4/30, 24, 31, 8, 3
2021/5/1, 20, 35, 7, 4
2021/5/2, 29, 25, 11, 4
2021/5/3, 26, 25, 7, 3
2021/5/4, 21, 22, 9, 3
2021/5/5, 14, 22, 15, 4
2021/5/6, 17, 30, 12, 4
2021/5/7, 24, 24, 12, 4
2021/5/8, 16, 31, 9, 3
2021/5/9, 22, 29, 10, 4
2021/5/10, 21, 22, 11, 4
2021/5/11, 13, 27, 15, 4
2021/5/12, 20, 35, 16, 5
2021/5/13, 36, 38, 10, 3
2021/5/14, 30, 34, 4, 3
2021/5/15, 20, 37, 6, 3
2021/5/16, 27, 35, 6, 4
2021/5/17, 47, 45, 8, 4
2021/5/18, 38, 34, 5, 4
2021/5/19, 33, 21, 3, 4
2021/5/20, 17, 20, 4, 4
2021/5/21, 10, 29, 4, 4
2021/5/22, 13, 30, 2, 3
2021/5/23, 11, 13, 3, 4
2021/5/24, 18, 43, 4, 4
2021/5/25, 19, 37, 4, 3
2021/5/26, 18, 24, 8, 4
2021/5/27, 13, 20, 6, 3
2021/5/28, 16, 26, 10, 4
2021/5/29, 19, 34, 6, 3
2021/5/30, 25, 28, 2, 3
2021/5/31, 25, 36, 6, 3
2021/6/1, 14, 41, 18, 5
2021/6/2, 31, 41, 11, 4
2021/6/3, 25, 41, 12, 4
2021/6/4, 24, 45, 4, 3
2021/6/5, 19, 47, 2, 3
2021/6/6, 26, 38, 1, 3
2021/6/7, 23, 45, 4, 3
2021/6/8, 21, 48, 7, 4
2021/6/9, 26, 45, 6, 4
2021/6/10, 19, 47, 6, 4
2021/6/11, 27, 42, 7, 4
2021/6/12, 26, 37, 9, 3
2021/6/13, 17, 51, 8, 4
2021/6/14, 26, 29, 11, 4
2021/6/15, 18, 23, 7, 3
2021/6/16, 19, 41, 5, 3
2021/6/17, 29, 37, 10, 4
2021/6/18, 48, 38, 12, 4
2021/6/19, 31, 30, 4, 4
2021/6/20, 18, 25, 2, 3
2021/6/21, 25, 17, 6, 3
2021/6/22, 10, 39, 6, 3
2021/6/23, 13, 48, 2, 3
2021/6/24, 23, 33, 8, 4
2021/6/25, 36, 26, 8, 4
2021/6/26, 25, 18, 5, 5
2021/6/27, 36, 29, 4, 4
2021/6/28, 28, 30, 6, 4
2021/6/29, 17, 33, 9, 4
2021/6/30, 10, 34, 13, 5
2021/7/1, 35, 26, 10, 6
2021/1/5, 51, , 22, 7
2021/1/6, 44, , 17, 5
2021/1/7, 71, , 12, 4
2021/1/8, 80, , 16, 5
2021/1/9, 66, , 12, 5
2021/1/10, 72, , 13, 5
2021/1/11, 62, , 9, 5
2021/1/12, 21, , 13, 5
2021/1/13, 39, , 19, 5
2021/1/14, 43, , 11, 3
2021/1/15, 57, , , 2
2021/1/16, 28, , , 2
2021/1/17, 16, , , 2
2021/1/18, 33, , , 2
2021/1/19, 25, , 14, 2
2021/1/20, 28, , 10, 2
2021/1/21, 24, , 10, 2
2021/1/22, 20, , 18, 3
2021/1/23, 28, , 15, 2
2021/1/24, 32, , 15, 3
2021/1/25, 43, , 13, 3
2021/1/26, 39, , 14, 3
2021/1/27, 35, , 19, 4
2021/1/28, 37, , 12, 2
2021/1/29, 37, , 9, 2
2021/1/30, 62, , 9, 3
2021/1/31, 61, , 10, 3
2021/2/1, 29, , 13, 4
2021/2/2, 51, , 14, 3
2021/2/3, 61, , 10, 3
2021/2/4, 53, , 10, 3
