date, pm25, pm10, o3, no2
2015/4/8, , 18, , 17
2015/4/9, , 20, , 24
2015/4/10, , 31, , 18
2015/4/11, , 32, , 7
2015/4/12, , 15, , 9
2015/4/13, , 17, , 17
2015/4/14, , 21, , 18
2015/4/15, , 32, , 14
2015/4/16, , 24, , 15
2015/4/17, , 32, , 6
2015/4/18, , 23, , 9
2015/4/19, , 21, , 2
2015/4/20, , 11, , 11
2015/4/21, , 15, , 18
2015/4/22, , 17, , 16
2015/4/23, , 19, , 6
2015/4/24, , 24, , 15
2015/4/25, , 18, , 11
2015/4/26, , 11, , 3
2015/4/27, , 9, , 3
2015/4/28, , 13, , 6
2015/4/29, , 11, , 7
2015/4/30, , 14, , 10
2015/5/1, , 15, , 4
2015/5/2, , 6, , 6
2015/5/3, , 11, , 3
2015/5/4, , 7, , 9
2015/5/5, , 17, , 2
2015/5/6, , 21, , 7
2015/5/7, , 18, , 13
2015/5/8, , 16, , 2
2015/5/9, , 13, , 1
2015/5/10, , 9, , 8
2015/5/11, , 13, , 12
2015/5/12, , 25, , 6
2015/5/13, , 21, , 6
2015/5/14, , 30, , 2
2015/5/15, , 16, , 2
2015/5/16, , 11, , 2
2015/5/17, , 14, , 1
2015/5/18, , 17, , 3
2015/5/19, , 22, , 2
2015/5/20, , 18, , 4
2015/5/21, , 13, , 7
2015/5/22, , 16, , 4
2015/5/23, , 21, , 1
2015/5/24, , 14, , 1
2015/5/25, , 15, , 1
2015/5/26, , 14, , 3
2015/5/27, , 21, , 6
2015/5/28, , 25, , 5
2015/5/29, , 19, , 2
2015/5/30, , 16, , 5
2015/5/31, , 14, , 4
2015/6/1, , 13, , 8
2015/6/2, , 16, , 9
2015/6/3, , 17, , 4
2015/6/4, , 17, , 16
2015/6/5, , 23, , 8
2015/6/6, , 29, , 2
2015/6/7, , 17, , 3
2015/6/8, , 16, , 6
2015/6/9, , 34, , 4
2015/6/10, , 35, , 14
2015/6/11, , 21, , 15
2015/6/12, , 23, , 6
2015/6/13, , 23, , 5
2015/6/14, , 15, , 2
2015/6/15, , 16, , 3
2015/6/16, , 13, , 4
2015/6/17, , 25, , 6
2015/6/18, , 36, , 6
2015/6/19, , 24, , 2
2015/6/20, , 15, , 5
2015/6/21, , 18, , 3
2015/6/22, , 17, , 7
2015/6/23, , 19, , 3
2015/6/24, , 16, , 7
2015/6/25, , 17, , 13
2015/6/26, , 22, , 14
2015/6/27, , 27, , 3
2015/6/28, , 11, , 2
2015/6/29, , 13, , 10
2015/6/30, , 17, , 17
2015/7/1, , 25, , 10
2014/10/2, , 18, , 15
2014/10/3, , 20, , 22
2014/10/4, , 24, , 12
2014/10/5, , 25, , 7
2014/10/6, , 11, , 16
2014/10/7, , 15, , 13
2014/10/8, , 20, , 12
2014/10/9, , 17, , 13
2014/10/10, , 14, , 16
2014/10/11, , 26, , 12
2014/10/12, , 15, , 6
2014/10/13, , 13, , 18
2014/10/14, , 16, , 12
2014/10/15, , 15, , 13
2014/10/16, , 20, , 14
2014/10/17, , 14, , 19
2014/10/18, , 19, , 10
2014/10/19, , 18, , 7
2014/10/20, , 21, , 15
2014/10/21, , 37, , 5
2014/10/22, , 19, , 11
2014/10/23, , 32, , 21
2014/10/24, , 32, , 24
2014/10/25, , 40, , 18
2014/10/26, , 41, , 11
2014/10/27, , 18, , 16
2014/10/28, , 25, , 17
2014/10/29, , 29, , 18
2014/10/30, , 30, , 20
2014/10/31, , 29, , 19
2014/11/1, , 32, , 11
2014/11/2, , 31, , 9
2014/11/3, , 26, , 14
2014/11/4, , 16, , 19
2014/11/5, , 15, , 18
2014/11/6, , 26, , 17
2014/11/7, , 22, , 14
2014/11/8, , 22, , 11
2014/11/9, , 18, , 14
2014/11/10, , 18, , 11
2014/11/11, , 16, , 7
2014/11/12, , 14, , 19
2014/11/13, , 13, , 11
2014/11/14, , 16, , 19
2014/11/15, , 23, , 14
2014/11/16, , 14, , 9
2014/11/17, , 13, , 17
2014/11/18, , 12, , 22
2014/11/19, , 27, , 19
2014/11/20, , 34, , 17
2014/11/21, , 29, , 15
2014/11/22, , 28, , 13
2014/11/23, , 31, , 10
2014/11/24, , 36, , 21
2014/11/25, , 48, , 15
2014/11/26, , 24, , 22
2014/11/27, , 31, , 16
2014/11/28, , 22, , 15
2014/11/29, , 28, , 10
2014/11/30, , 30, , 5
2014/12/1, , 18, , 10
2014/12/2, , 24, , 12
2014/12/3, , 21, , 11
2014/12/4, , 15, , 14
2014/12/5, , 23, , 13
2014/12/6, , 28, , 7
2014/12/7, , 23, , 14
2014/12/8, , 26, , 16
2014/12/9, , 23, , 19
2014/12/10, , 29, , 18
2014/12/11, , 22, , 18
2014/12/12, , 18, , 18
2014/12/13, , 24, , 14
2014/12/14, , 26, , 6
2014/12/15, , 39, , 18
2014/12/16, , 22, , 15
2014/12/17, , 16, , 11
2014/12/18, , 13, , 8
2014/12/19, , 6, , 20
2014/12/20, , 13, , 8
2014/12/21, , 12, , 23
2014/12/22, , 34, , 21
2014/12/23, , 50, , 19
2014/12/24, , 48, , 6
2014/12/25, , 23, , 3
2014/12/26, , 23, , 8
2014/12/27, , 29, , 2
2014/12/28, , 16, , 1
2014/12/29, , 11, , 
2014/7/2, , 21, , 10
2014/7/3, , 28, , 12
2014/7/4, , 33, , 14
2014/7/5, , 24, , 4
2014/7/6, , 17, , 5
2014/7/7, , 15, , 12
2014/7/8, , 17, , 12
2014/7/9, , 14, , 13
2014/7/10, , 14, , 14
2014/7/11, , 21, , 10
2014/7/12, , 17, , 10
2014/7/13, , 14, , 8
2014/7/14, , 11, , 8
2014/7/15, , 15, , 15
2014/7/16, , 21, , 15
2014/7/17, , 24, , 15
2014/7/18, , 27, , 10
2014/7/19, , 31, , 7
2014/7/20, , 23, , 4
2014/7/21, , 11, , 2
2014/7/22, , 14, , 5
2014/7/23, , 21, , 8
2014/7/24, , 28, , 11
2014/7/25, , 39, , 13
2014/7/26, , 30, , 5
2014/7/27, , 27, , 3
2014/7/28, , 21, , 4
2014/7/29, , 16, , 4
2014/7/30, , 17, , 3
2014/7/31, , 22, , 7
2014/8/1, , 22, , 9
2014/8/2, , 19, , 6
2014/8/3, , 18, , 5
2014/8/4, , 15, , 4
2014/8/5, , 14, , 7
2014/8/6, , 15, , 7
2014/8/7, , 18, , 5
2014/8/8, , 15, , 8
2014/8/9, , 16, , 10
2014/8/10, , 14, , 2
2014/8/11, , 17, , 5
2014/8/12, , 17, , 11
2014/8/13, , 21, , 3
2014/8/14, , 15, , 9
2014/8/15, , 15, , 4
2014/8/16, , 11, , 6
2014/8/17, , 14, , 4
2014/8/18, , 13, , 8
2014/8/19, , 15, , 5
2014/8/20, , 15, , 4
2014/8/21, , 15, , 12
2014/8/22, , 18, , 6
2014/8/23, , 12, , 6
2014/8/24, , 12, , 10
2014/8/25, , 12, , 9
2014/8/26, , 15, , 11
2014/8/27, , 13, , 11
2014/8/28, , 15, , 9
2014/8/29, , 20, , 9
2014/8/30, , 15, , 5
2014/8/31, , 15, , 2
2014/9/1, , 13, , 10
2014/9/2, , 19, , 14
2014/9/3, , 27, , 15
2014/9/4, , 19, , 17
2014/9/5, , 35, , 10
2014/9/6, , 25, , 12
2014/9/7, , 23, , 11
2014/9/8, , 21, , 12
2014/9/9, , 28, , 12
2014/9/10, , 29, , 13
2014/9/11, , 26, , 9
2014/9/12, , 36, , 14
2014/9/13, , 29, , 9
2014/9/14, , 17, , 12
2014/9/15, , 20, , 19
2014/9/16, , 38, , 15
2014/9/17, , 22, , 15
2014/9/20, , 15, , 6
2014/9/21, , 14, , 1
2014/9/22, , 13, , 7
2014/9/23, , 16, , 14
2014/9/24, , 28, , 9
2014/9/25, , 39, , 13
2014/9/26, , 41, , 16
2014/9/27, , 22, , 17
2014/9/28, , 22, , 11
2014/9/29, , 22, , 15
2014/9/30, , 24, , 8
2014/10/1, , 20, , 7
2014/6/1, , 14, , 5
2014/6/2, , 21, , 7
2014/6/3, , 20, , 13
2014/6/4, , 21, , 10
2014/6/5, , 19, , 14
2014/6/6, , 20, , 11
2014/6/7, , 28, , 7
2014/6/8, , 27, , 5
2014/6/9, , 17, , 7
2014/6/10, , 21, , 7
2014/6/11, , 16, , 7
2014/6/12, , 23, , 8
2014/6/13, , 27, , 8
2014/6/14, , 31, , 7
2014/6/15, , 22, , 6
2014/6/16, , 14, , 9
2014/6/17, , 28, , 9
2014/6/18, , 26, , 9
2014/6/19, , 32, , 14
2014/6/20, , 24, , 16
2014/6/21, , 23, , 9
2014/6/22, , 22, , 7
2014/6/23, , 27, , 11
2014/6/24, , 17, , 8
2014/6/25, , 24, , 10
2014/6/26, , 32, , 11
2014/6/27, , 27, , 13
2014/6/28, , 24, , 9
2014/6/29, , 16, , 7
2014/6/30, , 12, , 14
2014/7/1, , 25, , 14
2018/1/1, , , , 3
2018/2/5, , , , 6
2017/12/26, , , , 13
2016/12/2, , , , 17
2016/12/19, , , , 7
2016/12/23, , , , 16
2016/7/20, , , , 3
2016/8/3, , , , 7
2016/8/16, , , , 10
2016/9/5, , , , 5
2016/5/2, , , , 
2016/5/3, , , , 3
2016/1/4, , , , 17
2015/10/2, , , , 24
2015/12/8, , , , 19
2015/7/29, , , , 3
2015/9/10, , , , 14
2015/9/11, , , , 20
2015/9/12, , , , 8
2015/9/13, , , , 7
2015/9/14, , , , 7
2015/9/15, , , , 13
2015/9/16, , , , 7
2015/9/17, , , , 8
2015/9/18, , , , 9
2015/4/1, , , , 6
2014/9/18, , , , 13
2014/9/19, , , , 14
2014/5/31, , , , 6
