date, pm25, pm10, o3, no2, co
2022/12/6, , 18, 7, 11, 
2022/12/7, , 24, 1, 17, 
2022/12/8, , 51, 4, 16, 
2022/12/9, , 46, 1, 18, 
2022/12/10, , 46, 7, 11, 
2022/12/11, , 37, 15, 5, 
2022/12/12, , 11, 7, 11, 
2022/12/13, , 25, 14, 11, 
2022/12/14, , 23, 9, 16, 
2022/12/15, , 28, 8, 18, 
2022/12/16, , 49, 1, 20, 
2022/12/17, , 65, 7, 14, 
2022/12/18, , 29, 15, 5, 
2022/12/19, , 22, 15, 10, 
2022/12/20, , 29, 15, 15, 
2022/12/21, , 27, 2, 29, 
2022/12/22, , 68, 1, 37, 
2022/12/23, , 105, 2, 30, 
2022/12/24, , 110, 8, 19, 
2022/12/25, , 61, 18, 6, 
2022/12/26, , 16, 4, 19, 
2022/12/27, , 49, 13, 15, 
2022/12/28, , 59, 13, 12, 
2022/12/29, , 30, 2, 18, 
2022/12/30, , 59, 2, 22, 
2022/12/31, , 77, 2, 22, 
2023/1/1, , 73, 3, 19, 
2023/1/2, , 165, 1, 20, 
2022/7/2, , 37, 22, 15, 
2022/7/3, , 36, 22, 12, 
2022/7/4, , 29, 23, 14, 
2022/7/5, , 29, 24, 15, 
2022/7/6, , 30, 22, 9, 
2022/7/7, , 22, 20, 11, 
2022/7/8, , 13, 18, 15, 
2022/7/9, , 21, 13, 8, 
2022/7/10, , 14, 17, 8, 
2022/7/11, , 19, 16, 8, 
2022/7/12, , 15, 18, 9, 
2022/7/13, , 20, 18, 9, 
2022/7/14, , 18, 24, 15, 
2022/7/15, , 23, 26, 19, 
2022/7/16, , 32, 29, 13, 
2022/7/17, , 29, 26, 10, 
2022/7/18, , 24, 23, 11, 
2022/7/19, , 20, 21, 13, 
2022/7/20, , 22, 24, 16, 
2022/7/21, , 28, 26, 14, 
2022/7/22, , 26, 29, 15, 
2022/7/23, , 31, 29, 17, 
2022/7/24, , 38, 33, 13, 
2022/7/25, , 43, 29, 10, 
2022/7/26, , 25, 34, 15, 
2022/7/27, , 38, 33, 12, 
2022/7/28, , 34, 22, 12, 
2022/7/29, , 24, 24, 10, 
2022/7/30, , 24, 28, 9, 
2022/7/31, , 22, 15, 7, 
2022/8/1, , 2, 35, 7, 
2022/8/2, , 35, 23, 10, 
2022/8/3, , 16, 22, 14, 
2022/8/4, , 17, 25, 17, 
2022/8/5, , 31, 28, 17, 
2022/8/6, , 29, 29, 17, 
2022/8/7, , 28, 26, 11, 
2022/8/8, , 21, 23, 12, 
2022/8/9, , 23, 25, 14, 
2022/8/10, , 25, 24, 9, 
2022/8/11, , 27, 24, 9, 
2022/8/12, , 16, 21, 13, 
2022/8/13, , 20, 10, 15, 
2022/8/14, , 25, 17, 10, 
2022/8/15, , 21, 24, 8, 
2022/8/16, , 22, 21, 12, 
2022/8/17, , 21, 26, 11, 
2022/8/18, , 23, 32, 11, 
2022/8/19, , 26, 34, 19, 
2022/8/20, , 30, 25, 10, 
2022/8/21, , 22, 19, 8, 
2022/8/22, , 22, 19, 11, 
2022/8/23, , 19, 17, 13, 
2022/8/24, , 25, 21, 10, 
2022/8/25, , 26, 19, 12, 
2022/8/26, , 53, 21, 14, 
2022/8/27, , 52, 31, 17, 
2022/8/28, , 41, 31, 14, 
2022/8/29, , 41, 21, 17, 
2022/8/30, , 40, 16, 15, 
2022/8/31, , 40, 23, 13, 
2022/9/1, , 34, 21, 15, 
2022/9/2, , 35, 16, 12, 
2022/9/3, , 21, 17, 6, 
2022/9/4, , 13, 17, 9, 
2022/9/5, , 18, 18, 9, 
2022/9/6, , 16, 20, 12, 
2022/9/7, , 18, 22, 13, 
2022/9/8, , 21, 22, 16, 
2022/9/9, , 31, 17, 21, 
2022/9/10, , 42, 14, 15, 
2022/9/11, , 27, 19, 6, 
2022/9/12, , 22, 17, 6, 
2022/9/13, , 16, 20, 7, 
2022/9/14, , 18, 17, 18, 
2022/9/15, , 27, 16, 22, 
2022/9/16, , 37, 15, 17, 
2022/9/17, , 27, 8, 15, 
2022/9/18, , 19, 14, 7, 
2022/9/19, , 13, 19, 14, 
2022/9/20, , 17, 16, 6, 
2022/9/21, , 9, 16, 9, 
2022/9/22, , 15, 16, 5, 
2022/9/23, , 12, 17, 7, 
2022/9/24, , 14, 17, 15, 
2022/9/25, , 20, 21, 15, 
2022/9/26, , 25, 18, 19, 
2022/9/27, , 27, 12, 15, 
2022/9/28, , 22, 16, 16, 
2022/9/29, , 20, 12, 16, 
2022/9/30, , 23, 14, 15, 
2022/10/1, , 22, 5, 17, 
2022/4/2, , 57, 21, 7, 
2022/4/3, , 14, 21, 5, 
2022/4/4, , 7, 22, 7, 
2022/4/5, , 12, 22, 13, 
2022/4/6, , 16, 20, 21, 
2022/4/7, , 25, 17, 15, 
2022/4/8, , 24, 23, 6, 
2022/4/9, , 9, 22, 9, 
2022/4/10, , 12, 17, 10, 
2022/4/11, , 15, 20, 7, 
2022/4/12, , 9, 23, 12, 
2022/4/13, , 14, 26, 18, 
2022/4/14, , 21, 24, 23, 
2022/4/15, , 25, 24, 25, 
2022/4/16, , 31, 29, 15, 
2022/4/17, , 26, 16, 7, 
2022/4/18, , 15, 15, 7, 
2022/4/19, , 5, 20, 10, 
2022/4/20, , 7, 19, 18, 
2022/4/21, , 21, 13, 20, 
2022/4/22, , 20, 21, 12, 
2022/4/23, , 19, 23, 7, 
2022/4/24, , 13, 26, 11, 
2022/4/25, , 19, 25, 10, 
2022/4/26, , 31, 25, 11, 
2022/4/27, , 18, 24, 11, 
2022/4/28, , 19, 19, 7, 
2022/4/29, , 17, 20, 7, 
2022/4/30, , 14, 22, 9, 
2022/5/1, , 14, 25, 7, 
2022/5/2, , 13, 24, 6, 
2022/5/3, , 15, 19, 9, 
2022/5/4, , 13, 23, 12, 
2022/5/5, , 16, 23, 17, 
2022/5/6, , 17, 25, 12, 
2022/5/7, , 16, 28, 5, 
2022/5/8, , 16, 23, 7, 
2022/5/9, , 17, 23, 13, 
2022/5/10, , 19, 23, 14, 
2022/5/11, , 23, 23, 14, 
2022/5/12, , 32, 26, 17, 
2022/5/13, , 21, 28, 18, 
2022/5/14, , 23, 23, 14, 
2022/5/15, , 28, 25, 9, 
2022/5/16, , 20, 27, 15, 
2022/5/17, , 23, 25, 14, 
2022/5/18, , 22, 16, 8, 
2022/5/19, , 19, 19, 11, 
2022/5/20, , 11, 19, 16, 
2022/5/21, , 15, 25, 13, 
2022/5/22, , 18, 23, 6, 
2022/5/23, , 16, 23, 7, 
2022/5/24, , 14, 25, 10, 
2022/5/25, , 23, 21, 13, 
2022/5/26, , 36, 23, 11, 
2022/5/27, , 37, 23, 10, 
2022/5/28, , 19, 18, 13, 
2022/5/29, , 27, 17, 7, 
2022/5/30, , 36, 19, 10, 
2022/6/1, , 333, 19, 13, 
2022/6/2, , 85, 20, 15, 
2022/6/3, , 31, 19, 13, 
2022/6/4, , 34, 28, 11, 
2022/6/5, , 37, 21, 10, 
2022/6/6, , 23, 11, 11, 
2022/6/7, , 24, 20, 10, 
2022/6/8, , 23, 23, 12, 
2022/6/9, , 22, 18, 10, 
2022/6/10, , 18, 11, 11, 
2022/6/11, , 17, 14, 9, 
2022/6/12, , 12, 11, 7, 
2022/6/13, , 16, 21, 8, 
2022/6/14, , 23, 22, 7, 
2022/6/15, , 25, 20, 8, 
2022/6/16, , 28, 24, 11, 
2022/6/17, , 38, 20, 12, 
2022/6/18, , 26, 20, 9, 
2022/6/19, , 21, 18, 11, 
2022/6/20, , 20, 23, 14, 
2022/6/21, , 21, 24, 13, 
2022/6/22, , 27, 21, 10, 
2022/6/23, , 38, 17, 12, 
2022/6/24, , 27, 19, 11, 
2022/6/25, , 16, 18, 12, 
2022/6/26, , 24, 19, 9, 
2022/6/27, , 5, 19, 13, 
2022/6/28, , 17, 20, 14, 
2022/6/29, , 24, 21, 13, 
2022/6/30, , 21, 26, 15, 
2022/7/1, , 31, 25, 16, 
2022/1/4, , 38, 3, 26, 
2022/1/5, , 42, 4, 26, 
2022/1/6, , 53, 12, 17, 
2022/1/7, , 33, 10, 11, 
2022/1/8, , 15, 10, 8, 
2022/1/9, , 8, 9, 12, 
2022/1/10, , 18, 8, 10, 
2022/1/11, , 10, 14, 7, 
2022/1/12, , 6, 14, 7, 
2022/1/13, , 7, 16, 6, 
2022/1/14, , 21, 21, 7, 
2022/1/15, , 21, 18, 5, 
2022/1/16, , 16, 15, 14, 
2022/1/17, , 29, 21, 14, 
2022/1/18, , 42, 17, 5, 
2022/1/19, , 9, 17, 9, 
2022/1/20, , 19, 17, 19, 
2022/1/21, , 32, 18, 11, 
2022/1/22, , 14, 18, 4, 
2022/1/23, , 8, 18, 5, 
2022/1/24, , 11, 18, 11, 
2022/1/25, , 17, 19, 8, 
2022/1/26, , 23, 17, 8, 
2022/1/27, , 25, 13, 10, 
2022/1/28, , 17, 17, 19, 
2022/1/29, , 28, 18, 6, 
2022/1/30, , 12, 20, 10, 
2022/1/31, , 18, 19, 15, 
2022/2/1, , 27, 16, 23, 
2022/2/2, , 39, 18, 9, 
2022/2/3, , 18, 17, 8, 
2022/2/4, , 13, 15, 26, 
2022/2/5, , 35, 18, 27, 
2022/2/6, , 53, 19, 16, 
2022/2/7, , 22, 19, 16, 
2022/2/8, , 21, 17, 7, 
2022/2/9, , 10, 17, 6, 
2022/2/10, , 11, 7, 27, 
2022/2/11, , 40, 5, 35, 
2022/2/12, , 57, 18, 14, 
2022/2/13, , 30, 19, 6, 
2022/2/14, , 16, 14, 21, 
2022/2/15, , 37, 9, 24, 
2022/2/16, , 43, 9, 26, 
2022/2/17, , 43, 19, 19, 
2022/2/18, , 39, 20, 10, 
2022/2/19, , 13, 15, 25, 
2022/2/20, , 37, 17, 18, 
2022/2/21, , 40, 16, 15, 
2022/2/22, , 19, 13, 12, 
2022/2/23, , 21, 17, 7, 
2022/2/24, , 14, 18, 11, 
2022/2/25, , 12, 13, 25, 
2022/2/26, , 35, 22, 15, 
2022/2/27, , 37, 22, 9, 
2022/2/28, , 18, 17, 11, 
2022/3/1, , 18, 16, 12, 
2022/3/2, , 16, 17, 8, 
2022/3/3, , 21, 21, 6, 
2022/3/4, , 21, 19, 24, 
2022/3/5, , 43, 19, 16, 
2022/3/6, , 36, 20, 8, 
2022/3/7, , 11, 17, 11, 
2022/3/8, , 12, 18, 8, 
2022/3/9, , 21, 19, 7, 
2022/3/10, , 21, 21, 8, 
2022/3/11, , 13, 18, 10, 
2022/3/12, , 17, 21, 9, 
2022/3/13, , 16, 18, 19, 
2022/3/14, , 30, 20, 27, 
2022/3/15, , 41, 20, 27, 
2022/3/16, , 41, 18, 32, 
2022/3/17, , 53, 16, 14, 
2022/3/18, , 19, 21, 10, 
2022/3/19, , 14, 23, 13, 
2022/3/20, , 24, 24, 9, 
2022/3/21, , 17, 26, 19, 
2022/3/22, , 30, 23, 18, 
2022/3/23, , 31, 24, 12, 
2022/3/24, , 21, 28, 20, 
2022/3/25, , 38, 27, 9, 
2022/3/26, , 27, 26, 16, 
2022/3/27, , 31, 30, 12, 
2022/3/28, , 31, 24, 17, 
2022/3/29, , 32, 24, 16, 
2022/3/30, , 32, 23, 16, 
2022/3/31, , 37, 22, 10, 
2022/4/1, , 42, 21, 9, 
2021/10/2, , 17, 21, 12, 
2021/10/3, , 16, 17, 18, 
2021/10/4, , 18, 13, 27, 
2021/10/5, , 27, 22, 18, 
2021/10/6, , 29, 19, 11, 
2021/10/7, , 28, 15, 12, 
2021/10/8, , 21, 9, 12, 
2021/10/9, , 8, 5, 10, 
2021/10/10, , 5, 7, 9, 
2021/10/11, , 6, 9, 12, 
2021/10/12, , 8, 10, 9, 
2021/10/13, , 9, 14, 9, 
2021/10/14, , 17, 9, 12, 
2021/10/15, , 12, 8, 15, 
2021/10/16, , 8, 6, 8, 
2021/10/17, , 8, 10, 9, 
2021/10/18, , 14, 16, 10, 
2021/10/19, , 19, 19, 15, 
2021/10/20, , 23, 8, 22, 
2021/10/21, , 36, 15, 20, 
2021/10/22, , 34, 9, 24, 
2021/10/23, , 35, 13, 15, 
2021/10/24, , 34, 16, 11, 
2021/10/25, , 12, 18, 10, 
2021/10/26, , 14, 14, 11, 
2021/10/27, , 19, 11, 19, 
2021/10/28, , 31, 13, 18, 
2021/10/29, , 29, 19, 15, 
2021/10/30, , 21, 21, 8, 
2021/10/31, , 19, 16, 13, 
2021/11/1, , 24, 8, 23, 
2021/11/2, , 41, 3, 20, 
2021/11/3, , 42, 1, 22, 
2021/11/4, , 54, 6, 18, 
2021/11/5, , 32, 5, 19, 
2021/11/6, , 38, 6, 15, 
2021/11/7, , 43, 7, 14, 
2021/11/8, , 45, 6, 17, 
2021/11/9, , 43, 8, 10, 
2021/11/10, , 15, 12, 11, 
2021/11/11, , 10, 9, 20, 
2021/11/12, , 26, 2, 32, 
2021/11/13, , 51, 4, 29, 
2021/11/14, , 55, 6, 22, 
2021/11/15, , 58, 16, 17, 
2021/11/16, , 40, 16, 11, 
2021/11/17, , 15, 16, 13, 
2021/11/18, , 17, 9, 14, 
2021/11/19, , 36, 16, 8, 
2021/11/20, , 15, 17, 7, 
2021/11/21, , 14, 7, 20, 
2021/11/22, , 33, 1, 29, 
2021/11/23, , 64, 7, 15, 
2021/11/24, , 41, 8, 12, 
2021/11/25, , 17, 9, 13, 
2021/11/26, , 18, 8, 17, 
2021/11/27, , 25, 23, 8, 
2021/11/28, , 10, 17, 15, 
2021/11/29, , 17, 11, 18, 
2021/11/30, , 17, 15, 10, 
2021/12/1, , 11, 12, 18, 
2021/12/2, , 15, 4, 27, 
2021/12/3, , 36, 19, 10, 
2021/12/4, , 14, 9, 10, 
2021/12/5, , 11, 8, 13, 
2021/12/6, , 26, 3, 17, 
2021/12/7, , 30, 5, 7, 
2021/12/8, , 6, 10, 12, 
2021/12/9, , 16, 2, 30, 
2021/12/10, , 66, 4, 27, 
2021/12/11, , 35, 9, 18, 
2021/12/12, , 14, 11, 6, 
2021/12/13, , 11, 12, 7, 
2021/12/14, , 9, 12, 11, 
2021/12/15, , 18, 10, 8, 
2021/12/16, , 18, 12, 8, 
2021/12/17, , 17, 10, 8, 
2021/12/18, , 12, 10, 10, 
2021/12/19, , 12, 17, 6, 
2021/12/20, , 12, 15, 7, 
2021/12/21, , 9, 13, 8, 
2021/12/22, , 9, 12, 18, 
2021/12/23, , 27, 8, 23, 
2021/12/24, , 35, 20, 15, 
2021/12/25, , 26, 9, 19, 
2021/12/26, , 28, 6, 21, 
2021/12/27, , 33, 12, 15, 
2021/12/28, , 21, 5, 19, 
2021/12/29, , 24, 8, 17, 
2021/12/30, , 45, 11, 10, 
2021/12/31, , 10, 12, 9, 
2022/1/1, , 15, 14, 9, 
2022/1/2, , 45, 14, 10, 
2022/1/3, , 17, 4, 20, 
2021/7/2, , 36, 25, 6, 
2021/7/3, , 18, 22, 5, 
2021/7/4, , 13, 26, 5, 
2021/7/5, , 13, 23, 12, 
2021/7/6, , 20, 24, 10, 
2021/7/7, , 20, 28, 13, 
2021/7/8, , 19, 23, 13, 
2021/7/9, , 22, 25, 9, 
2021/7/10, , 15, 26, 7, 
2021/7/11, , 17, 27, 8, 
2021/7/12, , 18, 29, 12, 
2021/7/13, , 21, 35, 15, 
2021/7/14, , 27, 32, 12, 
2021/7/15, , 27, 30, 8, 
2021/7/16, , 29, 23, 10, 
2021/7/17, , 26, , , 
2021/7/20, , 26, 24, 5, 
2021/7/21, , 19, 25, 5, 
2021/7/22, , 18, 21, 7, 
2021/7/23, , 14, 26, 12, 
2021/7/24, , 17, 25, 10, 
2021/7/25, , 18, 29, 10, 
2021/7/26, , 17, 35, 13, 
2021/7/27, , 22, 33, 17, 
2021/7/28, , 34, 33, 21, 
2021/7/29, , 44, 28, 20, 
2021/7/30, , 48, 29, 20, 
2021/7/31, , 50, 35, 15, 
2021/8/1, , 46, 34, 12, 
2021/8/2, , 34, 26, 16, 
2021/8/3, , 42, 31, 6, 
2021/8/4, , 23, 31, 16, 
2021/8/5, , 27, 29, 12, 
2021/8/6, , 41, 25, 5, 
2021/8/7, , 26, 28, 5, 
2021/8/8, , 10, 38, 12, 
2021/8/9, , 14, 29, 14, 
2021/8/10, , 22, 31, 13, 
2021/8/11, , 26, 32, 10, 
2021/8/12, , 22, 28, 11, 
2021/8/13, , 20, 31, 10, 
2021/8/14, , 17, 31, 8, 
2021/8/15, , 19, 32, 11, 
2021/8/16, , 19, 36, 14, 
2021/8/17, , 20, 42, 12, 
2021/8/18, , 25, 26, 4, 
2021/8/19, , 18, 26, 6, 
2021/8/20, , 11, 33, 11, 
2021/8/21, , 19, 31, 9, 
2021/8/22, , 21, 35, 8, 
2021/8/23, , 18, 29, 9, 
2021/8/24, , 20, 32, 10, 
2021/8/25, , 21, 19, 12, 
2021/8/26, , 29, 13, 10, 
2021/8/27, , 16, 24, 10, 
2021/8/28, , 18, 24, 7, 
2021/8/29, , 23, 18, 5, 
2021/8/30, , 16, 18, 6, 
2021/8/31, , 10, 20, 14, 
2021/9/1, , 15, 20, 7, 
2021/9/2, , 14, 20, 4, 
2021/9/3, , 12, 23, 11, 
2021/9/4, , 15, 5, 13, 
2021/9/5, , 17, , , 
2021/9/7, , 18, 21, 7, 
2021/9/8, , 15, 21, 8, 
2021/9/9, , 14, 18, 11, 
2021/9/10, , 17, 24, 14, 
2021/9/11, , 18, 26, 18, 
2021/9/12, , 18, 28, 18, 
2021/9/13, , 22, 27, 25, 
2021/9/14, , 35, 27, 24, 
2021/9/15, , 29, 25, 23, 
2021/9/16, , 30, 24, 23, 
2021/9/17, , 30, 16, 22, 
2021/9/18, , 39, 12, 7, 
2021/9/19, , 24, 14, 8, 
2021/9/20, , 16, 17, 10, 
2021/9/21, , 20, 17, 6, 
2021/9/22, , 9, 17, 6, 
2021/9/23, , 12, 18, 6, 
2021/9/24, , 9, 20, 13, 
2021/9/25, , 13, 24, 15, 
2021/9/26, , 15, 22, 21, 
2021/9/27, , 19, 15, 27, 
2021/9/28, , 26, 13, 16, 
2021/9/29, , 27, 9, 13, 
2021/9/30, , 17, 13, 12, 
2021/10/1, , 15, 16, 13, 
2021/4/2, , 30, 29, 18, 
2021/4/3, , 33, 20, 13, 
2021/4/4, , 25, 21, 5, 
2021/4/5, , 13, 26, 11, 
2021/4/6, , 17, 26, 13, 
2021/4/7, , 22, 26, 6, 
2021/4/8, , 11, 27, 6, 
2021/4/9, , 12, 31, 11, 
2021/4/10, , 16, 27, 20, 
2021/4/11, , 30, 36, 16, 
2021/4/12, , 26, 29, 19, 
2021/4/13, , 33, 22, 16, 
2021/4/14, , 29, 19, 7, 
2021/4/15, , 10, 21, 7, 
2021/4/16, , 11, 26, 7, 
2021/4/17, , 14, 21, 10, 
2021/4/18, , 16, 20, 10, 
2021/4/19, , 24, 12, 14, 
2021/4/20, , 17, 23, 10, 
2021/4/21, , 16, 27, 10, 
2021/4/22, , 16, 32, 14, 
2021/4/23, , 20, 25, 9, 
2021/4/24, , 15, 28, 10, 
2021/4/25, , 17, 32, 12, 
2021/4/26, , 21, 30, 13, 
2021/4/27, , 20, 23, 14, 
2021/4/28, , 21, 27, 15, 
2021/4/29, , 27, 22, 15, 
2021/4/30, , 27, 25, 11, 
2021/5/1, , 39, 22, 12, 
2021/5/2, , 43, 23, 7, 
2021/5/3, , 36, 28, 5, 
2021/5/4, , 18, 30, 6, 
2021/5/5, , 13, 23, 10, 
2021/5/6, , 19, 26, 8, 
2021/5/7, , 14, 27, 12, 
2021/5/8, , 18, 26, 5, 
2021/5/9, , 13, 31, 8, 
2021/5/10, , 12, 27, 9, 
2021/5/11, , 17, 27, 13, 
2021/5/12, , 20, 21, 14, 
2021/5/13, , 25, 20, 11, 
2021/5/14, , 24, 22, 10, 
2021/5/15, , 10, 15, 15, 
2021/5/16, , 27, 17, 9, 
2021/5/17, , 15, 4, 18, 
2021/5/18, , 20, 21, 8, 
2021/5/19, , 7, 21, 15, 
2021/5/20, , 14, 21, 5, 
2021/5/21, , 10, 18, 7, 
2021/5/22, , 9, 24, 12, 
2021/5/23, , 16, 26, 15, 
2021/5/24, , 21, 28, 10, 
2021/5/25, , 24, 24, 9, 
2021/5/26, , 29, 19, 9, 
2021/5/27, , 27, 18, 12, 
2021/5/28, , 22, 20, 8, 
2021/5/29, , 17, 25, 4, 
2021/5/30, , 11, 23, 4, 
2021/5/31, , 12, 21, 5, 
2021/6/1, , 10, 18, 6, 
2021/6/2, , 21, 20, 8, 
2021/6/3, , 15, 26, 7, 
2021/6/4, , 17, 25, 10, 
2021/6/5, , 19, 27, 13, 
2021/6/6, , 21, 29, 12, 
2021/6/7, , 24, 22, 12, 
2021/6/8, , 28, 22, 11, 
2021/6/9, , 17, 19, 14, 
2021/6/10, , 15, 23, 12, 
2021/6/11, , 18, 23, 11, 
2021/6/12, , 15, 21, 9, 
2021/6/13, , 14, 20, 8, 
2021/6/14, , 14, 19, 7, 
2021/6/15, , 10, 20, 5, 
2021/6/16, , 10, 21, 7, 
2021/6/17, , 14, 24, 11, 
2021/6/18, , 16, 18, 11, 
2021/6/19, , 16, 16, 8, 
2021/6/20, , 13, 20, 11, 
2021/6/21, , 10, 23, 13, 
2021/6/22, , 17, 20, 12, 
2021/6/23, , 34, 21, 14, 
2021/6/24, , 52, 28, 15, 
2021/6/25, , 50, 21, 14, 
2021/6/26, , 50, 20, 11, 
2021/6/27, , 44, 26, 7, 
2021/6/28, , 12, 28, 11, 
2021/6/29, , 18, 32, 15, 
2021/6/30, , 28, 33, 13, 
2021/7/1, , 36, 30, 11, 
2021/1/5, , 17, 21, 10, 
2021/1/6, , 12, 10, 21, 
2021/1/7, , 30, 20, 14, 
2021/1/8, , 17, 14, 15, 
2021/1/9, , 19, 17, 9, 
2021/1/10, , 12, 12, 9, 
2021/1/11, , 6, 12, 10, 
2021/1/12, , 17, 12, 8, 
2021/1/13, , 11, 21, 6, 
2021/1/14, , 21, 20, 10, 
2021/1/15, , 14, 20, 7, 
2021/1/16, , 13, 22, 5, 
2021/1/17, , 15, 21, 5, 
2021/1/18, , 20, 21, 6, 
2021/1/19, , 21, 22, 9, 
2021/1/20, , 23, 6, 27, 
2021/1/21, , 40, 4, 30, 
2021/1/22, , 56, 12, 30, 
2021/1/23, , 51, 14, 20, 
2021/1/24, , 27, 23, 10, 
2021/1/25, , 13, 21, 14, 
2021/1/26, , 13, 23, 8, 
2021/1/27, , 11, 22, 6, 
2021/1/28, , 11, 25, 6, 
2021/1/29, , 10, 13, 28, 
2021/1/30, , 33, 19, 17, 
2021/1/31, , 31, 12, 24, 
2021/2/1, , 40, 18, 19, 
2021/2/2, , 18, 4, 24, 
2021/2/3, , 35, 6, 25, 
2021/2/4, , 45, 16, 17, 
2021/2/5, , 32, 9, 23, 
2021/2/6, , 33, 3, 29, 
2021/2/7, , 55, 10, 24, 
2021/2/8, , 58, 27, 10, 
2021/2/9, , 20, 26, 9, 
2021/2/10, , 8, 26, 14, 
2021/2/11, , 10, 26, 6, 
2021/2/12, , 20, 24, 6, 
2021/2/13, , 11, 24, 5, 
2021/2/14, , 15, 26, 8, 
2021/2/15, , 14, 26, 15, 
2021/2/16, , 29, 28, 16, 
2021/2/17, , 23, 19, 42, 
2021/2/18, , 68, 23, 8, 
2021/2/19, , 15, 14, 19, 
2021/2/20, , 35, 14, 19, 
2021/2/21, , 40, 12, 14, 
2021/2/22, , 26, 3, 31, 
2021/2/23, , 70, 19, 25, 
2021/2/24, , 57, 27, 16, 
2021/2/25, , 39, 13, 31, 
2021/2/26, , 59, 11, 33, 
2021/2/27, , 63, 27, 17, 
2021/2/28, , 60, 25, 6, 
2021/3/1, , 17, 24, 12, 
2021/3/2, , 18, 26, 17, 
2021/3/3, , 32, 28, 11, 
2021/3/4, , 22, 14, 32, 
2021/3/5, , 44, 28, 26, 
2021/3/6, , 37, 24, 9, 
2021/3/7, , 22, 24, 12, 
2021/3/8, , 20, 23, 22, 
2021/3/9, , 39, 21, 23, 
2021/3/10, , 32, 22, 14, 
2021/3/11, , 28, 21, 14, 
2021/3/12, , 13, 12, 27, 
2021/3/13, , 44, 19, 23, 
2021/3/14, , 45, 26, 18, 
2021/3/15, , 38, 17, 14, 
2021/3/16, , 27, 24, 6, 
2021/3/17, , 5, 22, 6, 
2021/3/18, , 12, 22, 7, 
2021/3/19, , 14, 26, 9, 
2021/3/20, , 17, 22, 13, 
2021/3/21, , 19, 22, 10, 
2021/3/22, , 7, 22, 11, 
2021/3/23, , 5, 24, 10, 
2021/3/24, , 14, 27, 10, 
2021/3/25, , 13, 30, 12, 
2021/3/26, , 23, 32, 17, 
2021/3/27, , 36, 31, 23, 
2021/3/28, , 42, 29, 18, 
2021/3/29, , 43, 32, 9, 
2021/3/30, , 13, 33, 11, 
2021/3/31, , 18, 33, 16, 
2021/4/1, , 27, 32, 18, 
2020/10/2, , 14, 8, 10, 
2020/10/3, , 22, 11, 10, 
2020/10/4, , 22, 8, 9, 
2020/10/5, , 27, 8, 8, 
2020/10/6, , 33, 8, 6, 
2020/10/7, , 26, 9, 8, 
2020/10/8, , 27, 7, 3, 
2020/10/9, , 7, 11, 3, 
2020/10/10, , 10, 11, 6, 
2020/10/11, , 17, 7, 8, 
2020/10/12, , 24, 7, 7, 
2020/10/13, , 23, 6, 6, 
2020/10/14, , 13, 7, 8, 
2020/10/15, , 16, 7, 9, 
2020/10/16, , 18, 7, 8, 
2020/10/17, , 20, 9, 5, 
2020/10/18, , 14, 9, 2, 
2020/10/19, , 9, 10, 6, 
2020/10/20, , 15, 8, 9, 
2020/10/21, , 19, 6, 10, 
2020/10/22, , 28, 1, 12, 
2020/10/23, , 40, 1, 14, 
2020/10/24, , 45, , 13, 
2020/10/25, , 53, 3, 8, 
2020/10/26, , 38, 5, 8, 
2020/10/27, , 27, 1, 10, 
2020/10/28, , 33, 3, 8, 
2020/10/29, , 35, 5, 8, 
2020/10/30, , 31, 9, 4, 
2020/10/31, , 16, 8, 2, 
2020/11/1, , 9, 8, 4, 
2020/11/2, , 9, 1, 13, 
2020/11/3, , 37, 7, 6, 
2020/11/4, , 29, 5, 7, 
2020/11/5, , 22, 8, 6, 
2020/11/6, , 12, 6, 6, 
2020/11/7, , 17, 5, 5, 
2020/11/8, , 24, 6, 8, 
2020/11/9, , 37, , 11, 
2020/11/10, , 51, 2, 7, 
2020/11/11, , 32, 5, 6, 
2020/11/12, , 16, 5, 8, 
2020/11/13, , 26, , 11, 
2020/11/14, , 54, 6, 9, 
2020/11/15, , 42, 3, 11, 
2020/11/16, , 42, , 15, 
2020/11/17, , 64, 4, 15, 
2020/11/18, , 70, 3, 5, 
2020/11/19, , 23, 6, 6, 
2020/11/20, , 13, 4, 7, 
2020/11/21, , 19, 3, 5, 
2020/11/22, , 17, 4, 7, 
2020/11/23, , 27, , 15, 
2020/11/24, , 61, 5, 7, 
2020/11/25, , 39, , 12, 
2020/11/26, , 64, , 16, 
2020/11/27, , 83, , 24, 
2020/11/28, , 91, , 20, 
2020/11/29, , 93, 2, 11, 
2020/11/30, , 63, 5, 5, 
2020/12/1, , 21, 2, 15, 
2020/12/2, , 71, 1, 17, 
2020/12/3, , 69, 3, 12, 
2020/12/4, , 37, 5, 7, 
2020/12/5, , 22, 8, 6, 
2020/12/6, , 28, 7, 3, 
2020/12/7, , 17, 7, 5, 
2020/12/8, , 9, 2, 7, 
2020/12/9, , 26, 3, 6, 
2020/12/10, , 20, 5, 10, 
2020/12/11, , 31, 6, 9, 
2020/12/12, , 26, 4, 6, 
2020/12/13, , 24, 3, 6, 
2020/12/14, , 29, 3, 4, 
2020/12/15, , 16, 3, 6, 
2020/12/16, , 22, 2, 13, 
2020/12/17, , 25, 3, 14, 
2020/12/18, , 33, 7, 16, 
