date, pm25
2021/5/30, 118
2021/5/31, 111
2021/6/1, 165
2021/6/2, 154
2021/6/3, 131
2021/6/4, 102
2021/6/5, 123
2021/6/6, 96
2021/6/7, 123
2021/6/8, 122
2021/6/9, 127
2021/6/10, 132
2021/6/11, 139
2021/6/12, 140
2021/6/13, 87
2021/6/14, 85
2021/6/15, 79
2021/6/16, 94
2021/6/17, 113
2021/6/18, 121
2021/6/19, 83
2021/6/20, 87
2021/6/21, 70
2021/6/22, 137
2021/6/23, 148
2021/6/24, 106
2021/6/25, 105
2021/6/26, 96
2021/6/27, 89
2021/6/28, 103
2021/6/29, 97
2021/6/30, 109
2021/7/1, 116
2021/1/5, 246
2021/1/6, 170
2021/1/7, 173
2021/1/8, 158
2021/1/9, 187
2021/1/10, 214
2021/1/11, 130
2021/1/12, 124
2021/1/13, 109
2021/1/14, 139
2021/1/15, 127
2021/1/16, 129
2021/1/17, 97
2021/1/18, 129
2021/1/19, 140
2021/1/20, 93
2021/1/21, 109
2021/1/22, 91
2021/1/23, 98
2021/1/24, 205
2021/1/25, 317
2021/1/26, 196
2021/1/27, 206
2021/1/28, 169
2021/1/29, 129
2021/1/30, 102
2021/1/31, 114
2021/2/1, 105
2021/2/2, 110
2021/2/3, 123
2021/2/4, 141
2021/2/5, 134
2021/2/6, 101
2021/2/7, 122
2021/2/8, 86
2021/2/9, 119
2021/2/10, 104
2021/2/11, 121
2021/2/12, 112
2021/2/13, 74
2021/2/14, 91
2021/2/15, 81
2021/2/16, 86
2021/2/17, 74
2021/2/18, 70
2021/2/19, 74
2021/2/20, 96
2021/2/21, 190
2021/2/22, 166
2021/2/23, 102
2021/2/24, 101
2021/2/25, 99
2021/2/26, 129
2021/2/27, 145
2021/2/28, 158
2021/3/1, 141
2021/3/2, 72
2021/3/3, 95
2021/3/4, 89
2021/3/5, 104
2021/3/6, 87
2021/3/7, 69
2021/3/8, 89
2021/3/9, 148
2021/3/10, 105
2021/3/11, 95
2021/3/12, 104
2021/3/13, 99
2021/3/14, 81
2021/3/15, 122
2021/3/16, 174
2021/3/17, 212
2021/3/18, 114
2021/3/19, 96
2021/3/20, 86
2021/3/21, 80
2021/3/22, 64
2021/3/23, 72
2021/3/24, 102
2021/3/25, 84
2021/3/26, 79
2021/3/27, 67
2021/3/28, 94
2021/3/29, 100
2021/3/30, 72
2021/3/31, 108
2021/4/1, 102
2020/10/2, 85
2020/10/3, 98
2020/10/4, 111
2020/10/5, 94
2020/10/6, 98
2020/10/7, 124
2020/10/8, 95
2020/10/9, 129
2020/10/10, 113
2020/10/11, 111
2020/10/12, 127
2020/10/13, 102
2020/10/14, 105
2020/10/15, 121
2020/10/16, 108
2020/10/17, 123
2020/10/18, 122
2020/10/19, 126
2020/10/20, 135
2020/10/21, 128
2020/10/22, 122
2020/10/23, 136
2020/10/24, 131
2020/10/25, 111
2020/10/26, 113
2020/10/27, 144
2020/10/28, 125
2020/10/29, 145
2020/10/30, 184
2020/10/31, 150
2020/11/1, 165
2020/11/2, 177
2020/11/3, 139
2020/11/4, 162
2020/11/5, 144
2020/11/6, 183
2020/11/7, 141
2020/11/8, 155
2020/11/9, 127
2020/11/10, 328
2020/11/11, 292
2020/11/12, 269
2020/11/13, 134
2020/11/14, 120
2020/11/15, 100
2020/11/16, 155
2020/11/17, 153
2020/11/18, 149
2020/11/19, 158
2020/11/20, 125
2020/11/21, 171
2020/11/22, 178
2020/11/23, 134
2020/11/24, 183
2020/11/25, 195
2020/11/26, 206
2020/11/27, 132
2020/11/28, 133
2020/11/29, 158
2020/11/30, 189
2020/12/1, 155
2020/12/2, 163
2020/12/3, 171
2020/12/4, 190
2020/12/5, 166
2020/12/6, 179
2020/12/7, 180
2020/12/8, 194
2020/12/9, 171
2020/12/10, 233
2020/12/11, 234
2020/12/12, 176
2020/12/13, 187
2020/12/14, 171
2020/12/15, 127
2020/12/16, 186
2020/12/17, 186
2020/12/18, 122
2020/12/19, 121
2020/12/20, 142
2020/12/21, 143
2020/12/22, 180
2020/12/23, 185
2020/12/24, 175
2020/12/25, 185
2020/12/28, 267
2020/12/29, 295
2020/12/30, 257
2020/12/31, 198
2021/1/1, 289
2021/1/2, 338
2021/1/3, 305
2021/1/4, 333
2020/7/2, 83
2020/7/3, 116
2020/7/4, 94
2020/7/5, 105
2020/7/6, 106
2020/7/7, 104
2020/7/8, 113
2020/7/9, 115
2020/7/10, 104
2020/7/11, 96
2020/7/12, 99
2020/7/13, 123
2020/7/14, 89
2020/7/15, 84
2020/7/16, 86
2020/7/17, 81
2020/7/18, 72
2020/7/19, 73
2020/7/20, 67
2020/7/21, 72
2020/7/22, 60
2020/7/23, 69
2020/7/24, 83
2020/7/25, 83
2020/7/26, 84
2020/7/27, 100
2020/7/28, 96
2020/7/29, 92
2020/7/30, 90
2020/7/31, 87
2020/8/1, 80
2020/8/2, 93
2020/8/3, 85
2020/8/4, 95
2020/8/5, 84
2020/8/6, 93
2020/8/7, 92
2020/8/8, 96
2020/8/9, 104
2020/8/10, 133
2020/8/11, 107
2020/8/12, 134
2020/8/13, 138
2020/8/14, 135
2020/8/15, 117
2020/8/16, 126
2020/8/17, 142
2020/8/18, 165
