date, pm25, o3, no2, so2
2018/8/28, 38, 26, , 
2018/8/29, 20, 26, , 
2018/8/30, 22, 36, , 
2018/8/31, 21, 37, , 
2018/9/1, 25, 38, , 
2018/9/2, 31, 31, , 
2018/9/3, 22, 19, , 
2018/9/4, 13, 23, , 
2018/9/5, 13, 29, , 
2018/9/6, 24, 35, , 
2018/9/7, 33, 41, , 
2018/9/8, 30, 21, , 
2018/9/9, 15, 20, , 
2018/9/10, 9, 17, , 
2018/9/11, 18, 17, , 
2018/9/12, 34, 25, , 
2018/9/13, 28, 30, , 
2018/9/14, 31, 27, , 
2018/9/15, 27, 29, , 
2018/9/16, 31, 39, , 
2018/9/17, 47, 30, , 
2018/9/18, 39, 37, , 
2018/9/19, 35, 42, , 
2018/9/20, 55, 28, , 
2018/9/21, 42, 20, , 
2018/9/22, 36, 18, , 
2018/9/23, 16, 12, , 
2018/9/24, 16, 19, , 
2018/9/25, 19, 27, , 
2018/9/26, 33, 21, , 
2018/9/27, 28, 25, , 
2018/9/29, 28, 18, , 
2018/9/30, 40, 24, , 
2018/10/1, 27, 27, , 
2018/4/2, 19, 36, 1, 
2018/4/3, 19, 33, 1, 
2018/4/4, 36, 37, 2, 
2018/4/5, 17, 33, 2, 
2018/4/6, 27, 26, 1, 
2018/4/7, 34, 28, , 
2018/4/8, 18, 33, 1, 
2018/4/9, 25, 34, 5, 
2018/4/10, 41, 40, 4, 
2018/4/11, 47, 45, 4, 
2018/4/12, 36, 42, 1, 
2018/4/13, 26, 32, 1, 
2018/4/14, 38, 41, 1, 
2018/4/15, 22, 42, 1, 
2018/4/16, 16, 46, 4, 1
2018/4/17, 27, 43, 1, 
2018/4/18, 22, 47, 1, 
2018/4/19, 26, 43, 3, 
2018/4/20, 20, 41, 2, 
2018/4/21, 22, 29, 1, 
2018/4/22, 40, 40, 1, 
2018/4/23, 14, 39, 4, 
2018/4/24, 25, 55, 4, 
2018/4/25, 33, 24, 4, 
2018/4/26, 28, 42, 4, 
2018/4/27, 13, 53, 4, 
2018/4/28, 24, 59, 4, 
2018/4/29, 39, 46, 1, 
2018/4/30, 40, 43, 2, 
2018/5/1, 33, 38, , 
2018/5/2, 36, 31, , 
2018/5/3, 40, 22, , 
2018/5/4, 41, 29, , 
2018/5/5, 28, 44, , 
2018/5/6, 20, 49, , 
2018/5/7, 29, 53, , 
2018/5/8, 35, 51, , 
2018/5/9, 36, 43, , 
2018/5/10, 31, 46, , 
2018/5/11, 36, 37, , 
2018/5/12, 35, 33, , 
2018/5/13, 44, 28, , 
2018/5/14, 43, 27, , 
2018/5/15, 37, 31, , 
2018/5/16, 34, 51, , 
2018/5/17, 29, 45, , 
2018/5/18, 19, 38, , 
2018/5/24, 26, 34, , 
2018/5/25, 15, 39, , 
2018/5/26, 16, 47, , 
2018/5/27, 25, 42, , 
2018/5/28, 36, 41, , 
2018/5/29, 35, 46, , 
2018/5/30, 44, 34, , 
2018/5/31, 22, 36, , 
2018/6/1, 24, 37, , 
2018/6/2, 50, 30, , 
2018/6/3, 52, 41, , 
2018/6/4, 29, 34, , 
2018/6/5, 34, 32, , 
2018/6/6, 43, 29, , 
2018/6/7, 32, 34, , 
2018/6/8, 32, 31, , 
2018/6/9, 22, 32, , 
2018/6/10, 29, 22, , 
2018/6/11, 48, 24, , 
2018/6/12, 54, 25, , 
2018/6/13, 40, 24, , 
2018/6/14, 22, 29, , 
2018/6/15, 21, 36, , 
2018/6/16, 20, 25, , 
2018/6/17, 33, 20, , 
2018/6/18, 32, 23, , 
2018/6/19, 23, 19, , 
2018/6/20, 43, 17, , 
2018/6/21, 29, 43, , 
2018/6/22, 33, 43, , 
2018/6/23, 40, 26, , 
2018/6/24, 45, 26, , 
2018/6/25, 35, 25, , 
2018/6/26, 30, 25, , 
2018/6/27, 33, 28, , 
2018/6/28, 28, 28, , 
2018/6/29, 25, 26, , 
2018/6/30, 47, 23, , 
2018/7/1, 82, 23, , 
2018/1/4, 23, 22, 9, 
2018/1/5, 24, 30, 11, 
2018/1/6, 36, 32, 8, 2
2018/1/7, 42, 38, 5, 3
2018/1/8, 31, 31, 3, 2
2018/1/9, 26, 26, 4, 
2018/1/10, 33, 17, 4, 
2018/1/11, 21, 21, 3, 2
2018/1/12, 22, 20, 3, 
2018/1/13, 10, 26, 2, 
2018/1/14, 16, 26, 4, 
2018/1/15, 25, 27, 4, 2
2018/1/16, 24, 28, 3, 
2018/1/17, 16, 26, 2, 
2018/1/18, 22, 24, 6, 
2018/1/19, 30, 25, 9, 2
2018/1/20, 24, 22, 6, 3
2018/1/21, 17, 24, 2, 1
2018/1/22, 24, 26, 1, 1
2018/1/23, 28, 30, 3, 
2018/1/24, 20, 28, 14, 
2018/1/25, 23, 32, 16, 
2018/1/26, 28, 37, 6, 1
2018/1/27, 31, 31, 3, 5
2018/1/28, 26, 24, 3, 1
2018/1/29, 12, 31, 3, 3
2018/1/30, 22, 25, 6, 4
2018/1/31, 19, 29, 5, 6
2018/2/1, 19, 33, 2, 5
2018/2/2, 35, 32, 3, 4
2018/2/3, 21, 28, 3, 4
2018/2/4, 19, 24, 2, 6
2018/2/5, 36, 30, 2, 
2018/2/6, 26, 17, 4, 2
2018/2/7, 37, 11, 5, 
2018/2/8, 28, 19, 5, 
2018/2/9, 25, 29, 8, 1
2018/2/10, 29, 18, 4, 
2018/2/11, 26, 15, 3, 1
2018/2/12, 20, 26, 2, 2
2018/2/13, 23, 21, 4, 2
2018/2/14, 35, 17, 5, 3
2018/2/15, 24, 10, 4, 2
2018/2/16, 25, 20, 1, 2
2018/2/17, 23, 24, 2, 2
2018/2/18, 26, 20, 4, 2
2018/2/19, 23, 13, 2, 1
2018/2/20, 27, 22, 1, 1
2018/2/21, 28, 22, 2, 1
2018/2/22, 11, 17, 2, 1
2018/2/23, 10, 14, 5, 1
2018/2/24, 13, 6, 5, 1
2018/2/25, 18, 10, 7, 1
2018/2/26, 20, 29, 3, 
2018/2/27, 21, 35, 5, 
2018/2/28, 21, 20, 2, 
2018/3/1, 19, 16, 2, 
2018/3/2, 26, 26, 3, 
2018/3/3, 22, 37, 4, 
2018/3/4, 28, 37, 2, 
2018/3/5, 45, 35, 1, 1
2018/3/6, 19, 41, 2, 1
2018/3/7, 13, 38, 5, 
2018/3/8, 17, 38, 3, 
2018/3/9, 30, 40, 7, 
2018/3/10, 27, 41, 2, 1
2018/3/11, 34, 35, 2, 1
2018/3/12, 41, 36, 1, 
2018/3/13, 30, 35, 3, 
2018/3/14, 44, 41, 7, 1
2018/3/15, 58, 46, 8, 1
2018/3/16, 47, 46, 3, 
2018/3/17, 19, 42, 1, 
2018/3/18, 39, 31, 2, 
2018/3/19, 31, 26, 1, 
2018/3/20, 23, 36, , 
2018/3/21, 12, 36, 3, 
2018/3/22, 26, 41, 9, 
2018/3/23, 30, 50, 3, 
2018/3/24, 34, 39, 1, 1
2018/3/25, 33, 44, 1, 
2018/3/26, 46, 24, 1, 
2018/3/27, 45, 37, 1, 
2018/3/28, 26, 28, 1, 1
2018/3/29, 11, 31, 1, 1
2018/3/30, 16, 38, 4, 52
2018/3/31, 23, 34, 2, 
2018/4/1, 26, 40, 1, 
2017/10/2, 35, 33, 2, 
2017/10/3, 43, 13, 1, 
2017/10/4, 27, 34, 3, 
2017/10/5, 36, 32, 4, 
2017/10/6, 34, 36, 3, 1
2017/10/7, 34, 23, 2, 
2017/10/11, 16, 29, 2, 
2017/10/12, 11, , 6, 2
2017/10/13, 36, , 3, 
2017/10/14, 57, , 1, 
2017/10/15, 50, , , 
2017/10/16, 20, 27, 3, 
2017/10/17, 16, 41, 5, 1
2017/10/18, 30, 45, 3, 1
2017/10/19, 38, 41, 4, 
2017/10/20, 52, 29, 2, 
2017/10/21, 36, 28, , 1
2017/10/22, 26, 31, 2, 
2017/10/23, 12, 37, 5, 
2017/10/24, 17, 32, 4, 
2017/10/25, 11, 34, 8, 
2017/10/26, 16, 42, 3, 
2017/10/27, 17, 22, 1, 
2017/10/28, 18, 31, 3, 
2017/10/29, 12, 35, 2, 
2017/10/30, 17, 39, 4, 
2017/10/31, 20, 23, 3, 
2017/11/1, 19, 25, 3, 
2017/11/2, 37, 34, 2, 
2017/11/3, 51, 20, 8, 
2017/11/4, 53, 23, 3, 
2017/11/5, 45, 24, , 
2017/11/6, 40, 20, 4, 
2017/11/7, 38, 14, 3, 
2017/11/8, 21, 6, 3, 
2017/11/9, 13, 13, 4, 
2017/11/10, 22, 32, 7, 
2017/11/11, 24, 30, 1, 
2017/11/12, 29, 22, 3, 1
2017/11/13, 43, 16, 4, 
2017/11/14, 54, 32, 2, 1
2017/11/15, 41, 25, 3, 1
2017/11/16, 43, 31, 3, 1
2017/11/17, 52, 24, 1, 1
2017/11/18, 17, 28, 1, 
2017/11/19, 16, 29, 5, 
2017/11/20, 15, 32, 4, 
2017/11/21, 22, 28, 3, 1
2017/11/22, 30, 24, , 
2017/11/23, 17, 30, 7, 
2017/11/24, 32, 38, 3, 3
2017/11/25, 25, 40, 4, 2
2017/11/26, 36, 37, 3, 
2017/11/27, 33, 37, 3, 3
2017/11/28, 29, 37, 3, 2
2017/11/29, 28, 24, 7, 
2017/11/30, 19, 31, 8, 
2017/12/1, 32, 35, 7, 4
2017/12/2, 45, 41, 2, 
2017/12/3, 43, 34, 2, 1
2017/12/4, 46, 22, 1, 
2017/12/5, 18, 25, 1, 
2017/12/6, 11, 21, 4, 
2017/12/7, 10, 26, 3, 
2017/12/8, 12, 28, 7, 
2017/12/9, 14, 29, 4, 
2017/12/10, 18, 32, 7, 
2017/12/11, 25, 33, 7, 
2017/12/12, 16, 28, 3, 
2017/12/13, 15, 31, 6, 1
2017/12/14, 18, 28, 6, 1
2017/12/15, 26, 25, 8, 
2017/12/16, 23, 23, 4, 1
2017/12/17, 29, 19, 1, 
2017/12/18, 28, 12, 3, 
2017/12/19, 34, 13, 4, 
2017/12/20, 21, 15, 6, 
2017/7/2, 23, , , 
2017/7/3, 54, , , 
2017/7/4, 40, , , 
2017/7/5, 31, 32, , 
2017/7/6, 41, 26, 1, 
2017/7/7, 26, 26, 1, 
2017/7/8, 33, 29, , 
2017/7/9, 27, 28, , 
2017/7/10, 25, 29, 1, 
2017/7/11, 33, 27, 1, 1
2017/7/12, 38, 24, , 1
2017/7/13, 34, 21, 1, 
2017/7/14, 30, 28, 2, 
2017/7/15, 33, 33, 1, 
2017/7/16, 29, 27, 2, 
2017/7/17, 39, 33, 2, 
2017/7/18, 37, 32, 1, 
2017/7/19, 39, 30, 1, 
2017/7/20, 38, 30, 1, 
2017/7/21, 35, 36, 1, 1
2017/7/22, 42, 32, 1, 1
2017/7/23, 40, 37, , 
2017/7/24, 33, 30, 3, 
2017/7/25, 39, 26, 1, 
2017/7/26, 73, 27, 1, 
2017/7/27, 48, 29, , 
2017/7/28, 19, 34, , 
2017/7/29, 24, 41, 1, 
2017/7/30, 40, 37, , 
2017/7/31, 38, 41, 2, 
2017/8/1, 32, 36, 2, 
2017/8/2, 51, 31, 2, 
2017/8/3, 33, 36, 3, 
2017/8/4, 39, 42, 3, 
2017/8/5, 46, 40, 1, 1
2017/8/6, 48, 24, , 
2017/8/7, 48, 30, 1, 
2017/8/8, 25, 30, 1, 
2017/8/9, 29, 20, 1, 
2017/8/10, 35, 42, 1, 
2017/8/11, 39, 35, 1, 
2017/8/12, 37, 27, 2, 
2017/8/13, 30, 22, 1, 
2017/8/14, 22, 18, 1, 
2017/8/15, 43, 22, 1, 1
2017/8/16, 40, 21, 1, 
2017/8/17, 38, 23, 1, 
2017/8/18, 34, 27, 2, 
2017/8/19, 41, 26, 1, 
2017/8/20, 38, 27, , 
2017/8/21, 34, 31, 1, 2
2017/8/22, 39, 34, 1, 
2017/8/23, 29, 33, 1, 
2017/8/24, 25, 31, 2, 
2017/8/25, 45, 32, 1, 
2017/8/26, 44, 28, 1, 
2017/8/27, 46, 21, 1, 
2017/8/28, 50, 30, 2, 1
2017/8/29, 28, 31, 2, 
2017/8/30, 36, 38, 1, 
2017/8/31, 39, 42, 2, 
2017/9/1, 49, 44, 5, 
2017/9/2, 50, 49, 1, 
2017/9/3, 59, 46, 1, 3
2017/9/4, 66, 45, 1, 1
2017/9/5, 63, 53, 4, 1
2017/9/6, 59, , , 
2017/9/10, 41, 42, 2, 1
2017/9/11, 40, 43, 3, 1
2017/9/12, 45, 44, 5, 1
2017/9/13, 41, 64, 6, 2
2017/9/14, 39, 51, 2, 2
2017/9/15, 51, 41, 2, 1
2017/9/16, 46, 38, 2, 1
2017/9/17, 49, 36, , 
2017/9/18, 41, 35, 2, 1
2017/9/19, 42, 23, , 1
2017/9/20, 35, 26, , 1
2017/9/21, 38, 24, 1, 1
2017/9/22, 37, 32, 1, 1
2017/9/23, 38, 39, 1, 
2017/9/24, 47, 35, 1, 
2017/9/25, 45, 35, 2, 
2017/9/26, 35, 38, 2, 1
2017/9/27, 38, 33, 3, 
2017/9/28, 53, 32, 3, 
2017/9/29, 54, 31, 4, 
2017/9/30, 63, 42, 3, 
2017/10/1, 38, 44, 2, 1
2017/4/2, 26, 30, 1, 
2017/4/3, 21, 37, 1, 
2017/4/4, 17, 40, 1, 
2017/4/5, 26, 35, 1, 
2017/4/6, 13, 42, 8, 
2017/4/7, 21, 44, 3, 
2017/4/8, 28, 40, , 
2017/4/9, 29, 36, , 
2017/4/10, 27, 28, 1, 
2017/4/11, 71, 22, 1, 
2017/4/13, 18, 29, 1, 4
2017/4/14, 34, 37, 1, 
2017/4/15, 30, 28, , 
2017/4/16, 35, 25, , 
2017/4/17, 40, 29, 1, 
2017/4/18, 33, 28, 1, 
2017/4/19, 25, 29, , 
2017/4/20, 30, 27, 1, 
2017/4/21, 34, 24, , 
2017/4/22, 32, 26, , 
2017/4/23, 10, 39, 1, 
2017/4/24, 12, 44, 4, 
2017/4/25, 21, 34, 1, 1
2017/4/26, 29, 21, 1, 
2017/4/27, 34, 30, 2, 1
2017/4/28, 13, 35, 1, 1
2017/4/29, 62, 28, , 1
2017/4/30, 73, 41, 1, 
2017/5/1, 11, 45, 1, 
2017/5/2, 20, 44, , 
2017/5/3, 25, 39, , 1
2017/5/4, 29, 39, , 
2017/5/5, 12, 46, 5, 
2017/5/6, 24, 54, 2, 1
2017/5/7, 39, 52, , 
2017/5/8, 44, 42, 2, 
2017/5/9, 37, 35, 2, 
2017/5/10, 39, 34, , 
2017/5/11, 46, 27, , 
2017/5/12, 43, 37, 1, 
2017/5/13, 16, 42, , 
2017/5/14, 28, 50, 1, 1
2017/5/15, 47, 44, 1, 
2017/5/16, 38, 42, 1, 1
2017/5/17, 36, 35, , 1
2017/5/18, 36, 32, , 1
2017/5/19, 58, 27, , 
2017/5/20, 38, 33, 1, 
2017/5/21, 22, 29, , 
2017/5/22, 16, 37, 1, 
2017/5/23, 16, 30, 1, 
2017/5/24, 20, 39, 3, 
2017/5/25, 17, 45, 1, 
2017/5/26, 25, 33, , 
2017/5/27, 43, 24, , 
2017/5/28, 81, 29, , 
2017/5/29, 31, 36, 1, 
2017/5/30, 27, 35, 3, 
2017/5/31, 40, 32, 2, 
2017/6/1, 49, 34, 2, 
2017/6/2, 39, 23, 2, 
2017/6/3, 35, 32, , 
2017/6/4, 15, 37, 1, 
2017/6/5, 26, 29, 1, 
2017/6/6, 20, 41, 1, 
2017/6/7, 21, 48, 2, 
2017/6/8, 43, 44, 2, 
2017/6/9, 40, 36, 1, 
2017/6/10, 38, 46, , 
2017/6/11, 39, 38, , 
2017/6/12, 31, 30, , 
2017/6/13, 36, 23, , 
2017/6/14, 34, 22, 1, 
2017/6/15, 45, 21, 1, 
2017/6/16, 38, 25, 1, 
2017/6/17, 39, 22, 1, 
2017/6/18, 33, 21, , 
2017/6/19, 31, 25, 2, 
2017/6/20, 32, 36, 3, 
2017/6/27, 62, 30, 1, 
2017/6/28, 41, 26, , 
2017/6/29, 23, 28, , 
2017/6/30, 27, 22, , 
2017/7/1, 42, , , 
2017/1/3, 19, 19, 3, 
2017/1/4, 10, 16, 2, 
2017/1/5, 10, 21, 3, 
2017/1/6, 31, 27, , 
2017/1/7, 19, 27, 6, 
2017/1/8, 34, 30, 2, 2
2017/1/9, 30, 30, 1, 2
2017/1/10, 16, 30, , 
2017/1/11, 18, 31, , 1
2017/1/12, 34, 27, 1, 
2017/1/13, 44, 6, 2, 
2017/1/14, 54, 3, 1, 
2017/1/15, 24, 21, 2, 
2017/1/16, 22, 21, 2, 
2017/1/17, 10, 12, , 
2017/1/18, 12, 10, 1, 
2017/1/19, 10, 17, 3, 
2017/1/20, 19, 30, , 
2017/1/21, 21, 30, , 
2017/1/22, 32, 30, , 
2017/1/23, 13, 31, 3, 
2017/1/24, 12, 33, 2, 
2017/1/25, 26, 27, 1, 
2017/1/26, 17, 27, 3, 
2017/1/27, 17, 33, 7, 
2017/1/28, 19, 31, 3, 
2017/1/29, 16, 34, , 
2017/1/30, 13, 34, 4, 
2017/1/31, 17, 40, 2, 1
2017/2/1, 21, 37, 3, 
2017/2/2, 38, 23, , 
2017/2/3, 59, 24, 1, 
2017/2/4, 47, 24, , 2
2017/2/5, 30, 22, 1, 
2017/2/6, 46, 19, , 
2017/2/7, 32, 32, 2, 
2017/2/8, 28, 26, 2, 
2017/2/9, 30, 28, 3, 
2017/2/10, 30, 34, 1, 1
2017/2/11, 47, 30, , 
2017/2/12, 57, 32, , 
2017/2/13, 47, 30, 1, 
2017/2/14, 23, 27, 1, 
2017/2/15, 17, 32, 3, 
2017/2/16, 12, 37, 10, 
2017/2/17, 16, 37, 2, 
2017/2/18, 25, 36, 2, 
2017/2/19, 25, 19, , 
2017/2/20, 60, 28, 1, 
2017/2/21, 14, 33, 3, 
2017/2/22, 14, 40, 16, 
2017/2/23, 19, 43, 1, 1
2017/2/24, 17, 26, 2, 
2017/2/25, 18, 33, 2, 
2017/2/26, 20, 31, 3, 1
2017/2/27, 41, 26, 1, 
2017/2/28, 47, 26, , 1
2017/3/1, 61, 37, 2, 
2017/3/2, 21, 36, 7, 
2017/3/3, 25, 40, 8, 
2017/3/4, 42, 33, 2, 
2017/3/5, 38, 25, , 
2017/3/6, 34, 25, , 
2017/3/7, 27, 34, 3, 
2017/3/8, 34, 36, 4, 1
2017/3/9, 25, 21, 1, 
2017/3/10, 31, 24, 2, 
2017/3/11, 31, 29, 1, 
2017/3/12, 35, 29, , 
2017/3/13, 15, 28, 2, 
2017/3/14, 25, 30, 4, 
2017/3/15, 25, 32, 2, 
2017/3/16, 38, 34, 1, 
2017/3/17, 47, 29, , 
2017/3/18, 42, 28, 1, 
2017/3/19, 39, 29, 1, 
2017/3/20, 44, 36, , 
2017/3/21, 33, 33, , 
2017/3/22, 26, 28, , 
2017/3/23, 47, 39, , 
2017/3/24, 31, 30, , 1
2017/3/25, 33, 36, 4, 
2017/3/26, 22, 41, , 
2017/3/27, 46, 36, 2, 
2017/3/28, 48, 33, 1, 
2017/3/29, 55, 41, , 
2017/3/30, 23, 35, 2, 
2017/3/31, 9, 41, 2, 
2017/4/1, 20, 37, 1, 
2016/10/2, 46, 47, 1, 1
2016/10/3, 53, 43, 3, 
2016/10/4, 53, 39, 2, 
2016/10/5, 48, 28, , 1
2016/10/6, 29, 29, 2, 1
2016/10/8, 9, 30, 2, 
2016/10/9, 15, 35, 3, 
2016/10/10, 36, 37, 4, 
2016/10/11, 31, 43, 2, 1
2016/10/12, 42, 31, , 
2016/10/13, 28, 23, , 
2016/10/14, 29, 24, , 
2016/10/15, 31, 35, , 
2016/10/16, 30, 25, , 
2016/10/17, 21, 25, , 
2016/10/18, 23, 22, , 
2016/10/19, 23, 20, , 
2016/10/20, 23, 33, , 
2016/10/21, 21, 30, , 
2016/10/22, 14, 38, , 
2016/10/23, 30, 38, , 
2016/10/24, 29, 31, , 
2016/10/25, 29, 37, , 
2016/10/26, 36, 33, , 
2016/10/27, 32, 36, , 
2016/10/28, 38, 41, , 
2016/10/29, 40, 37, 1, 
2016/10/30, 37, 32, 1, 
2016/10/31, 32, 41, 3, 2
2016/11/1, 29, 26, 1, 2
2016/11/2, 36, 26, , 2
2016/11/3, 31, 19, 2, 
2016/11/4, 19, 18, 3, 
2016/11/5, 47, 27, 2, 
2016/11/6, 30, 27, 1, 
2016/11/7, 34, 23, 2, 
2016/11/8, 36, 14, 2, 
2016/11/9, 38, 22, 2, 
2016/11/10, 36, 31, 5, 
2016/11/11, 33, 27, 9, 
2016/11/12, 31, 31, 3, 
2016/11/13, 38, 33, 1, 
2016/11/14, 33, 28, 2, 
2016/11/15, 36, 38, 7, 
2016/11/16, 29, 37, 2, 
2016/11/17, 27, 36, 1, 
2016/11/18, 34, 26, , 
2016/11/19, 18, 29, 4, 
2016/11/20, 13, 31, 2, 1
2016/11/21, 23, 35, 2, 
2016/11/22, 23, 26, 1, 1
2016/11/23, 26, 23, 5, 
2016/11/24, 21, 32, 3, 1
2016/11/25, 32, 19, 2, 
2016/11/26, 32, 20, 1, 
2016/11/27, 47, 35, 1, 2
2016/11/28, 41, 31, , 1
2016/11/29, 16, 31, 3, 
2016/11/30, 13, 28, 5, 
2016/12/1, 16, 31, 4, 
2016/12/2, 21, 29, 3, 1
2016/12/3, 32, 24, , 
2016/12/4, 14, 22, , 
2016/12/5, 10, 13, 1, 
2016/12/6, 17, 16, 1, 
2016/12/7, 21, 13, 2, 
2016/12/8, 28, 19, , 
2016/12/9, 16, 18, 3, 
2016/12/10, 20, 20, , 
2016/12/11, 22, 24, , 
2016/12/12, 25, 12, 5, 
2016/12/13, 33, 17, 7, 
2016/12/14, 44, 7, 7, 
2016/12/15, 43, 17, 8, 
2016/12/16, 40, 19, 1, 2
2016/12/17, 30, 15, 1, 1
2016/12/18, 28, 26, 1, 
2016/12/19, 18, 27, 3, 2
2016/12/20, 20, 29, 7, 3
2016/12/21, 30, 31, 3, 2
2016/12/22, 29, 29, 3, 
2016/12/23, 37, 15, 3, 
2016/12/24, 50, 16, 1, 
2016/12/25, 35, 20, , 1
2016/12/26, 27, 2, , 
2016/12/27, 30, 17, 6, 
2016/12/28, 19, 23, , 
2016/12/29, 42, 31, 3, 
2016/12/30, 14, 27, 2, 1
2016/12/31, 15, 27, 3, 1
2017/1/1, 35, 20, 2, 
2017/1/2, 54, 29, , 
2016/7/2, 49, 24, , 
2016/7/3, 54, 20, , 
2016/7/4, 50, 27, , 
2016/7/5, 29, 25, , 
2016/7/6, 42, 25, , 
2016/7/7, 29, 26, , 
2016/7/9, 51, 24, , 
2016/7/10, 42, 21, 1, 
2016/7/11, 53, 21, , 
2016/7/12, 78, 26, , 
2016/7/13, 56, 24, , 
2016/7/14, 44, 27, , 
2016/7/15, 30, 23, 1, 
2016/7/16, 56, 22, 1, 
2016/7/17, 64, 30, 1, 
2016/7/18, 45, 27, 1, 
2016/7/19, 29, 27, 1, 
2016/7/20, 26, 32, 1, 1
2016/7/21, 26, 32, 1, 1
2016/7/22, 30, 42, 1, 
2016/7/23, 38, 41, 1, 
2016/7/24, 41, 32, , 
2016/7/25, 31, 29, 2, 
2016/7/26, 29, 37, 3, 
2016/7/27, 26, 36, 2, 
2016/7/28, 32, 25, 1, 
2016/7/29, 40, 27, 1, 
2016/7/30, 27, 27, 1, 
2016/7/31, 30, 25, 1, 
2016/8/1, 26, 25, 1, 
2016/8/2, 52, 26, 1, 
2016/8/3, 52, 40, 1, 
2016/8/4, 38, 41, 1, 1
2016/8/5, 36, 38, , 1
2016/8/6, 34, 33, 1, 
2016/8/7, 33, 31, 1, 1
2016/8/8, 49, 34, 1, 
2016/8/9, 46, 33, 1, 
2016/8/10, 36, 33, 1, 1
2016/8/11, 37, 27, 2, 
2016/8/12, 35, 33, 1, 
2016/8/13, 43, 40, 3, 
2016/8/14, 24, 25, 1, 
2016/8/15, 16, 23, 1, 
2016/8/16, 14, 18, 1, 
2016/8/17, 16, 16, , 
2016/8/18, 11, 18, , 
2016/8/19, 17, 17, , 
2016/8/20, 22, 25, 1, 
2016/8/21, 25, 24, 1, 
2016/8/22, 23, 20, , 
2016/8/23, 26, 20, , 
2016/8/24, 36, 21, 1, 
2016/8/25, 41, 21, 1, 
2016/8/26, 35, 32, 1, 
2016/8/27, 25, 26, 1, 
2016/8/28, 30, 31, , 
2016/8/29, 33, 27, 1, 
2016/8/30, 31, 31, 2, 
2016/8/31, 40, , 3, 
2016/9/1, 55, , 2, 
2016/9/2, 44, , 4, 
2016/9/3, 30, , 13, 
2016/9/9, 74, 23, , 
2016/9/10, 36, 32, , 
2016/9/11, 16, 34, , 
2016/9/12, 17, 34, , 1
2016/9/13, 30, 29, , 1
2016/9/14, 30, 28, 2, 1
2016/9/15, 46, 29, 3, 1
2016/9/16, 48, 30, 2, 1
2016/9/17, 42, 39, 1, 1
2016/9/18, 39, 34, 1, 
2016/9/19, 29, 30, 2, 
2016/9/20, 39, 37, 1, 
2016/9/21, 49, 39, 1, 
2016/9/22, 44, 41, 4, 1
2016/9/23, 48, 29, 2, 
2016/9/24, 39, 20, , 
2016/9/25, 25, 13, 1, 
2016/9/26, 24, 22, , 
2016/9/27, 11, 33, 2, 
2016/9/28, 23, 44, 4, 
2016/9/29, 31, 27, 2, 
2016/9/30, 22, 37, 4, 
2016/10/1, 33, 44, 3, 2
2016/4/2, 22, 37, 2, 
2016/4/3, 24, 38, 1, 
2016/4/4, 29, 42, 2, 
2016/4/5, 24, 42, 2, 
2016/4/6, 33, 36, 1, 
2016/4/7, 21, 42, 4, 
2016/4/8, 19, 34, 4, 
2016/4/9, 27, 34, 2, 
2016/4/10, 33, 32, , 
2016/4/11, 31, 27, , 
2016/4/12, 37, 27, 2, 
2016/4/13, 21, 27, 2, 
2016/4/14, 26, 28, 2, 
2016/4/15, 26, 30, 2, 
2016/4/16, 28, 25, , 
2016/4/17, 36, 27, , 
2016/4/18, 24, 33, , 
2016/4/19, 12, 31, 1, 
2016/4/20, 21, 38, 1, 
2016/4/21, 16, 39, 2, 
2016/4/22, 16, 40, 4, 
2016/4/23, 18, 41, 2, 
2016/4/24, 27, 41, 1, 
2016/4/25, 33, 28, , 
2016/4/26, 34, 32, , 
2016/4/27, 48, 38, 1, 
2016/4/28, 21, 43, 2, 
2016/4/29, 27, 32, 1, 
2016/4/30, 54, 36, 2, 
2016/5/1, 28, 27, 1, 
2016/5/2, 12, 23, 1, 
2016/5/3, 11, 36, 2, 
2016/5/4, 11, 43, 3, 
2016/5/5, 19, 44, 4, 
2016/5/6, 23, 40, 5, 
2016/5/7, 27, 44, 1, 
2016/5/8, 35, 32, , 
2016/5/9, 28, 34, , 
2016/5/10, 31, 54, , 
2016/5/11, 71, 42, 1, 
2016/5/12, 42, 36, 2, 
2016/5/13, 23, 39, 2, 
2016/5/14, 20, 31, 1, 
2016/5/15, 28, 32, , 
2016/5/16, 25, 34, 1, 
2016/5/17, 37, 42, 1, 
2016/5/18, 22, 20, , 
2016/5/19, 13, 22, 1, 
2016/5/20, 21, 47, 1, 
2016/5/21, 27, 38, 1, 
2016/5/22, 32, 32, , 
2016/5/23, 38, 34, 1, 
2016/5/24, 41, 24, , 
2016/5/25, 33, 20, , 
2016/5/26, 56, 24, , 
2016/5/27, 27, 29, 1, 
2016/5/28, 12, 23, , 
2016/5/29, 34, 30, , 
2016/5/30, 40, 31, , 
2016/5/31, 25, 28, , 
2016/6/1, 33, 31, 1, 
2016/6/2, 23, 24, , 
2016/6/3, 18, 31, , 
2016/6/4, 16, 29, , 
2016/6/5, 16, 41, , 
2016/6/6, 16, 39, 3, 
2016/6/7, 27, 47, 5, 
2016/6/8, 30, 42, 3, 
2016/6/9, 39, 44, 1, 
2016/6/10, 46, 45, 1, 
2016/6/11, 45, 27, , 
2016/6/12, 40, 28, , 
2016/6/13, 35, 24, , 
