date, pm25, o3, no2, so2
2022/3/6, 31, 25, 1, 
2022/3/7, 35, 30, 2, 
2022/3/8, 13, 23, 4, 
2022/3/9, 14, 37, 5, 
2022/3/10, 17, 38, 7, 
2022/3/11, 27, 34, 2, 
2022/3/12, 23, 39, 5, 2
2022/3/13, 18, 49, 1, 
2022/3/14, 18, 37, 1, 1
2022/3/15, 24, 36, 4, 
2022/3/16, 25, 46, 5, 
2022/3/17, 23, 49, 2, 1
2022/3/18, 29, 35, 1, 
2022/3/19, 16, 42, 3, 
2022/3/20, 17, 46, 1, 1
2022/3/21, 28, 38, 1, 
2022/3/22, 21, 28, 2, 
2022/3/23, 11, 38, 2, 
2022/3/24, 10, 38, 5, 
2022/3/25, 13, 43, 7, 
2022/3/26, 17, 56, 3, 
2022/3/27, 42, 45, 2, 
2022/3/28, 33, 38, 1, 
2022/3/29, 22, 35, 1, 
2022/3/30, 35, 29, 2, 
2022/3/31, 48, 38, 5, 
2022/4/1, 19, 38, 4, 
2021/10/2, 23, 25, 2, 
2021/10/3, 20, 42, 2, 
2021/10/4, 23, 39, 4, 
2021/10/5, 24, 38, 5, 
2021/10/6, 18, 51, 7, 
2021/10/7, 32, 51, 4, 
2021/10/8, 40, 53, 1, 
2021/10/9, 43, 41, , 
2021/10/10, 27, 26, , 
2021/10/11, 24, 40, 1, 
2021/10/12, 23, 25, 2, 
2021/10/13, 30, 23, , 
2021/10/14, 20, 23, , 
2021/10/15, 16, 28, , 
2021/10/16, 22, 31, 2, 
2021/10/17, 13, 31, 5, 
2021/10/18, 28, 10, 6, 
2021/10/19, 30, 28, , 
2021/10/20, 40, 31, , 
2021/10/21, 33, 33, 2, 
2021/10/22, 27, 37, 2, 
2021/10/23, 26, 25, , 
2021/10/24, 26, 25, , 
2021/10/25, 14, 33, 2, 
2021/10/26, 21, 23, 1, 
2021/10/27, 27, 26, 1, 
2021/10/28, 14, 29, , 
2021/10/29, 12, 30, 1, 
2021/10/30, 9, 28, 9, 
2021/10/31, 19, 39, 2, 
2021/11/1, 29, 42, 5, 
2021/11/2, 32, 18, 5, 
2021/11/3, 40, 16, 2, 
2021/11/4, 11, 24, 3, 
2021/11/5, 13, 29, 6, 
2021/11/6, 27, 34, 4, 
2021/11/7, 38, 37, 2, 
2021/11/8, 42, 33, 2, 
2021/11/9, 32, 30, 2, 
2021/11/10, 28, 31, 1, 
2021/11/11, 24, 24, 3, 
2021/11/12, 15, 29, 4, 1
2021/11/13, 15, 27, 3, 1
2021/11/14, 15, 34, 2, 
2021/11/15, 24, 33, 5, 
2021/11/16, 29, 30, , 
2021/11/17, 14, 30, , 
2021/11/18, 16, 26, 2, 
2021/11/19, 11, 27, 4, 
2021/11/20, 15, 30, , 1
2021/11/21, 33, 25, , 
2021/11/22, 32, 27, 6, 
2021/11/23, 18, 33, 4, 1
2021/11/24, 29, 29, 1, 
2021/11/25, 26, 21, , 
2021/11/26, 16, 20, 1, 
2021/11/27, 15, 16, 1, 
2021/11/28, 22, 24, 2, 
2021/11/29, 12, 27, 7, 
2021/11/30, 18, 33, 3, 
2021/12/1, 20, 36, 6, 
2021/12/2, 43, 26, 8, 
2021/12/3, 49, , 2, 1
2021/12/4, 28, , 2, 2
2021/12/5, 41, , 1, 
2021/12/6, 33, , 1, 
2021/12/7, 19, , 4, 
2021/12/8, 18, , 4, 
2021/12/9, 41, , 2, 
2021/12/10, 49, 20, 1, 
2021/12/11, 52, 27, 5, 
2021/12/12, 23, 26, 4, 
2021/12/13, 26, 21, 4, 1
2021/12/14, 31, 11, 2, 
2021/12/15, 24, 19, 1, 
2021/12/16, 18, 18, , 
2021/12/17, 51, 18, , 
2021/12/18, 27, 17, , 
2021/12/19, 21, 18, , 
2021/12/20, 18, 15, 5, 
2021/12/21, 23, 23, 4, 
2021/12/22, 22, 32, 3, 
2021/12/23, 25, 28, 1, 
2021/12/24, 16, 27, , 
2021/12/25, 14, 25, , 
2021/12/26, 23, 24, 1, 
2021/12/27, 40, 22, 1, 
2021/12/28, 46, 27, 1, 
2021/12/29, 33, 18, 5, 
2021/12/30, 44, 23, 9, 
2021/12/31, 47, 19, 1, 
2022/1/1, 55, 17, 1, 
2022/1/2, 53, , , 
2021/7/2, 26, 24, , 
2021/7/3, 22, 33, , 
2021/7/4, 26, 41, 1, 
2021/7/5, 49, 31, 1, 
2021/7/6, 43, 30, 2, 
2021/7/7, 32, 25, 1, 
2021/7/8, 20, 26, 1, 
2021/7/9, 23, 20, , 
2021/7/10, 15, 18, , 
2021/7/11, 28, 39, 1, 
2021/7/12, 26, 34, 1, 
2021/7/13, 26, 20, , 
2021/7/14, 41, 21, 1, 
2021/7/15, 37, 20, , 
2021/7/16, 25, 18, , 
2021/7/17, 48, 16, , 
2021/7/18, 56, 18, , 
2021/7/19, 40, 27, 1, 
2021/7/20, 23, 30, 2, 
2021/7/21, 29, 40, 2, 
2021/7/22, 59, 37, 2, 
2021/7/23, 47, 18, , 
2021/7/24, 35, 20, , 
2021/7/25, 63, 21, 1, 
2021/7/26, 64, 29, , 
2021/7/27, 46, 37, 2, 
2021/7/28, 45, 33, , 
2021/7/29, 50, 39, 2, 
2021/7/30, 49, 37, 1, 
2021/7/31, 47, 35, , 
2021/8/1, 38, 31, 1, 
2021/8/2, 31, 30, 1, 
2021/8/3, 31, 37, 2, 
2021/8/4, 54, 42, 1, 
2021/8/5, 88, 32, 1, 
2021/8/6, 73, 49, 2, 
2021/8/7, 62, 20, , 
2021/8/8, 39, 20, , 
2021/8/9, 29, 22, , 
2021/8/10, 27, 21, , 
2021/8/13, 54, 28, 1, 
2021/8/14, 30, 24, 2, 
2021/8/15, 25, 32, 1, 
2021/8/16, 28, 35, 2, 
2021/8/17, 44, 29, 1, 
2021/8/18, 26, 23, , 
2021/8/19, 7, 19, , 
2021/8/20, 43, 21, , 
2021/8/21, 36, 19, , 
2021/8/22, 46, 20, 1, 
2021/8/23, 48, 26, 1, 
2021/8/24, 50, 33, 2, 
2021/8/25, 41, 35, 2, 
2021/8/26, 36, 38, 2, 
2021/8/27, 49, 24, 2, 
2021/8/28, 31, 25, 2, 
2021/8/29, 43, 23, , 
2021/8/30, 23, 24, 1, 
2021/8/31, 21, 34, 1, 
2021/9/1, 23, 29, 2, 
2021/9/2, 45, 24, 2, 
2021/9/3, 54, 25, 1, 
2021/9/4, 50, 21, , 2
2021/9/5, 58, 32, 2, 
2021/9/6, 73, 38, 1, 
2021/9/7, 43, 47, 4, 
2021/9/8, 42, 51, 5, 1
2021/9/9, 46, 39, 5, 
2021/9/10, 21, 39, 4, 
2021/9/11, 28, 43, 2, 
2021/9/12, 36, 46, 1, 
2021/9/13, 39, 16, 1, 
2021/9/14, 23, 21, 2, 
2021/9/15, 21, 25, 1, 
2021/9/16, 13, 29, 2, 
2021/9/17, 21, 27, 3, 
2021/9/18, 27, 26, 3, 
2021/9/19, 25, 30, 2, 
2021/9/20, 31, 36, , 
2021/9/21, 30, 36, , 
2021/9/22, 28, 35, 1, 
2021/9/23, 12, 40, 4, 
2021/9/24, 19, 45, 6, 
2021/9/25, 31, 47, 2, 
2021/9/26, 37, 47, 1, 1
2021/9/27, 42, 45, 2, 
2021/9/28, 40, 32, 2, 
2021/9/29, 33, 32, 1, 
2021/9/30, 16, 31, 1, 
2021/10/1, 21, 17, 4, 
2021/4/2, 38, 39, 3, 
2021/4/3, 42, 40, 1, 
2021/4/4, 37, 34, , 
2021/4/5, 30, 32, 1, 
2021/4/6, 39, 27, , 
2021/4/7, 39, 35, 1, 
2021/4/8, 35, 42, 4, 
2021/4/9, 34, 26, , 
2021/4/10, 70, 36, 3, 
2021/4/11, 30, 38, 1, 
2021/4/12, 35, 42, 3, 1
2021/4/13, 52, 38, 2, 
2021/4/14, 44, 25, 1, 
2021/4/15, 37, 26, 1, 
2021/4/16, 25, 19, 2, 
2021/4/17, 23, 25, , 
2021/4/18, 18, 31, 2, 
2021/4/19, 18, 40, 3, 
2021/4/20, 21, 30, 2, 
2021/4/21, 28, 31, 2, 
2021/4/22, 16, 35, 2, 
2021/4/23, 32, 31, 1, 
2021/4/24, 43, 32, 1, 
2021/4/25, 20, 32, , 
2021/4/26, 22, 41, , 
2021/4/27, 27, 25, , 
2021/4/28, 41, 20, , 
2021/4/29, 47, 18, , 
2021/4/30, 23, 16, 1, 
2021/5/1, 28, 18, , 
2021/5/2, 35, 28, , 
2021/5/3, 17, 40, , 
2021/5/4, 44, 28, 1, 
2021/5/5, 28, 33, 1, 
2021/5/6, 25, 39, 2, 
2021/5/7, 32, 42, 6, 
2021/5/8, 36, 32, , 
2021/5/9, 39, 24, , 
2021/5/10, 42, 20, , 
2021/5/11, 26, 14, , 
2021/5/12, 24, 21, , 
2021/5/13, 32, 33, 1, 
2021/5/14, 40, 32, 1, 
2021/5/15, 38, 36, , 
2021/5/16, 46, 23, , 
2021/5/17, 40, 30, , 
2021/5/18, 32, 35, , 
2021/5/19, 30, 38, , 
2021/5/20, 33, 28, , 
2021/5/21, 25, 26, , 
2021/5/22, 26, 27, , 
2021/5/23, 37, 27, , 
2021/5/24, 35, 26, , 
2021/5/25, 28, 34, , 
2021/5/26, 23, 25, , 
2021/5/27, 35, 21, , 
2021/5/28, 36, 30, 1, 
2021/5/29, 19, 25, , 
2021/5/30, 24, 26, , 
2021/5/31, 21, 27, , 
2021/6/1, 30, 25, 1, 
2021/6/2, 13, 46, 1, 
2021/6/3, 20, 35, 1, 
2021/6/4, 22, 31, 1, 
2021/6/5, 35, 28, , 
2021/6/6, 23, 26, , 
2021/6/7, 25, 27, , 
2021/6/8, 28, 27, , 
2021/6/9, 32, 18, , 
2021/6/10, 44, 19, , 
2021/6/11, 27, 20, , 
2021/6/12, 27, 24, , 
2021/6/13, 27, 35, 1, 
2021/6/14, 38, 30, 2, 
2021/6/15, 42, 39, 3, 
2021/6/16, 45, 45, 3, 
2021/6/17, 51, 41, 3, 
2021/6/18, 58, 42, 2, 1
2021/6/19, 55, 53, 2, 
2021/6/20, 60, 25, , 
2021/6/21, 45, 27, , 
2021/6/22, 27, 33, , 
2021/6/23, 17, 71, , 
2021/6/24, 39, , , 
2021/6/25, 33, , , 
2021/6/26, 46, , , 
2021/6/27, 41, , 1, 
2021/6/28, 26, 14, , 
2021/6/29, 19, 20, , 
2021/6/30, 19, 24, , 
2021/7/1, 23, 29, , 
2021/1/5, 17, 26, 7, 
2021/1/6, 13, 27, 3, 
2021/1/7, 16, 21, 2, 
2021/1/8, 8, 19, 3, 
2021/1/9, 9, 20, 4, 
2021/1/13, 11, 23, 2, 
2021/1/14, 16, 26, 1, 
2021/1/15, 21, 25, 2, 
2021/1/16, 13, 21, 3, 
2021/1/17, 19, 25, 6, 
2021/1/18, 27, 32, 4, 1
2021/1/19, 35, 25, 2, 
2021/1/20, 27, 17, 5, 
2021/1/21, 21, 4, 4, 
2021/1/22, 19, 8, 4, 
2021/1/23, 25, 11, 2, 
2021/1/24, 24, 9, 1, 
2021/1/25, 25, 8, , 
2021/1/26, 15, 17, 3, 
2021/1/27, 20, 19, 3, 
2021/1/28, 32, 18, 5, 
2021/1/29, 22, 28, 4, 
2021/1/30, 30, 29, 1, 
2021/1/31, 33, 23, 1, 
2021/2/1, 24, 25, 3, 
2021/2/2, 21, 28, 6, 
2021/2/3, 17, 35, 2, 
2021/2/4, 33, 22, 2, 
2021/2/5, 25, 25, 4, 
2021/2/6, 18, 20, 1, 
2021/2/7, 26, 24, 1, 
2021/2/8, 20, 25, , 
2021/2/9, 33, 8, 3, 
2021/2/10, 27, 12, 3, 
2021/2/11, 20, 16, 2, 
2021/2/12, 26, 18, 2, 
2021/2/13, 24, 20, 2, 
2021/2/14, 18, 22, 1, 
2021/2/15, 19, 22, 2, 
2021/2/16, 21, 27, 3, 
2021/2/17, 19, 24, 3, 
2021/2/18, 29, 30, 2, 
2021/2/19, 29, 28, 6, 
2021/2/20, 31, 31, 4, 
2021/2/21, 28, 27, 1, 
2021/2/22, 25, 28, 4, 
2021/2/23, 18, 32, 1, 
2021/2/24, 20, 35, 1, 
2021/2/25, 28, 22, 2, 
2021/2/26, 21, 18, 2, 
2021/2/27, 12, 17, 1, 
2021/2/28, 33, 21, , 
2021/3/1, 33, 22, , 
2021/3/2, 15, 30, 3, 
2021/3/3, 9, 32, 1, 
2021/3/4, 19, 25, 2, 
2021/3/5, 25, 29, 1, 
2021/3/6, 34, 31, 1, 
2021/3/7, 17, 35, 2, 
2021/3/8, 26, 40, 2, 
2021/3/9, 41, 35, , 
2021/3/10, 47, 31, , 
2021/3/11, 26, 29, , 
