date, pm10, o3, no2, so2
2023/4/2, 6, 30, 4, 
2023/4/3, 3, 30, 7, 
2023/4/4, 6, 35, 7, 
2023/4/5, 10, 37, 10, 
2023/4/6, 15, 38, 18, 
2023/4/7, 16, 31, 11, 
2023/4/8, 12, 28, 9, 
2023/4/9, 7, 35, 7, 
2023/4/10, 13, 37, 8, 
2023/4/11, 11, 37, 6, 
2023/4/12, 9, , , 
2023/1/3, 13, 26, 14, 
2023/1/4, 9, 27, 13, 
2023/1/5, 10, 26, 4, 
2023/1/6, 6, 15, 11, 
2023/1/7, 9, 22, 10, 
2023/1/8, 10, 20, 10, 
2023/1/9, 10, 32, 10, 
2023/1/10, 8, 27, 5, 
2023/1/11, 5, 25, 10, 
2023/1/12, 7, 27, 8, 
2023/1/13, 7, 30, 7, 
2023/1/14, 6, 28, 6, 
2023/1/15, 6, 30, 7, 
2023/1/16, 6, 28, 8, 
2023/1/17, 6, 28, 12, 
2023/1/18, 7, 25, 20, 
2023/1/19, 10, 23, 15, 
2023/1/20, 13, 20, 20, 
2023/1/21, 18, 17, 21, 
2023/1/22, 23, 17, 12, 
2023/1/23, 15, 17, 9, 
2023/1/24, 18, 12, 12, 
2023/1/25, 21, 13, 13, 
2023/1/26, 20, 18, 12, 
2023/1/27, 20, 15, 12, 
2023/1/28, 19, 10, 11, 
2023/1/29, 17, 16, 9, 
2023/1/30, 17, 21, 10, 
2023/1/31, 20, 22, 15, 
2023/2/1, 19, 29, 13, 
2023/2/2, 20, 28, 6, 
2023/2/3, 11, 29, 6, 
2023/2/4, 9, 25, 8, 
2023/2/5, 7, 15, 16, 
2023/2/6, 12, 20, 11, 
2023/2/7, 13, 17, 10, 
2023/2/8, 19, 15, 15, 
2023/2/9, 26, 23, 21, 
2023/2/10, 29, 22, 22, 
2023/2/11, 28, 19, 11, 
2023/2/15, 32, 16, 20, 
2023/2/16, 27, 23, 25, 
2023/2/17, 27, 26, 23, 
2023/2/18, 22, 26, 17, 
2023/2/19, 15, 26, 9, 
2023/2/20, 8, 23, 11, 
2023/2/21, 9, 21, 21, 
2023/2/22, 15, 25, 22, 
2023/2/23, 22, 26, 14, 
2023/2/24, 23, 27, 19, 
2023/2/25, 26, 24, 11, 
2023/2/26, 20, 28, 8, 
2023/2/27, 8, 26, 5, 
2023/2/28, 9, 22, 8, 
2023/3/1, 14, 20, 10, 
2023/3/2, 23, 16, 13, 
2023/3/3, 31, 19, 20, 
2023/3/4, 39, 25, 18, 
2023/3/5, 46, 29, 12, 
2023/3/6, 39, 22, 16, 
2023/3/7, 26, 31, 12, 
2023/3/8, 17, 27, 10, 
2023/3/9, 17, 35, 7, 
2023/3/10, 7, 34, 6, 
2023/3/11, 6, 27, 7, 
2023/3/12, 5, 26, 9, 
2023/3/13, 7, 29, 8, 
2023/3/14, 5, 33, 9, 
2023/3/15, 5, 32, 7, 
2023/3/16, 4, 30, 19, 
2023/3/17, 8, 31, 23, 
2023/3/18, 12, 38, 21, 
2023/3/19, 14, 39, 11, 
2023/3/20, 11, 29, 9, 
2023/3/21, 9, 27, 16, 
2023/3/22, 9, 35, 16, 
2023/3/23, 12, 32, 13, 
2023/3/24, 10, 36, 11, 
2023/3/25, 10, 34, 5, 
2023/3/26, 5, 36, 4, 
2023/3/27, 4, 32, 6, 
2023/3/28, 4, 38, 11, 
2023/3/29, 7, 33, 10, 
2023/3/30, 9, 37, 11, 
2023/3/31, 17, 35, 9, 
2023/4/1, 16, 34, 4, 
2022/10/2, 11, 24, 4, 
2022/10/3, 6, 27, 6, 
2022/10/4, 6, 17, 14, 
2022/10/5, 12, 27, 14, 
2022/10/6, 14, 30, 16, 
2022/10/7, 13, 28, 16, 
2022/10/8, 18, 22, 13, 
2022/10/9, 19, 20, 11, 
2022/10/10, 13, 21, 9, 
2022/10/11, 14, 24, 12, 
2022/10/12, 15, 14, 12, 
2022/10/13, 23, 18, 13, 
2022/10/14, 24, 18, 10, 
2022/10/15, 16, 17, 6, 
2022/10/16, 8, 22, 8, 
2022/10/17, 10, 24, 12, 
2022/10/18, 14, 28, 15, 
2022/10/19, 18, 17, 16, 
2022/10/20, 21, 12, 11, 
2022/10/21, 23, 16, 14, 
2022/10/22, 26, 27, 12, 
2022/10/23, 12, 25, 12, 
2022/10/24, 12, 27, 11, 
2022/10/25, 14, 20, 15, 
2022/10/26, 12, 21, 17, 
2022/10/27, 16, 15, 16, 
2022/10/28, 19, 13, 18, 
2022/10/29, 23, 12, 16, 
2022/10/30, 23, 16, 16, 
2022/10/31, 24, 12, 14, 
2022/11/1, 25, 23, 15, 
2022/11/2, 23, 21, 16, 
2022/11/3, 14, 21, 17, 
2022/11/4, 15, 29, 11, 
2022/11/5, 12, 20, 9, 
2022/11/6, 7, 15, 12, 
2022/11/7, 10, 24, 14, 
2022/11/8, 11, 18, 19, 
2022/11/9, 12, 21, 22, 
2022/11/10, 12, 18, 18, 
2022/11/11, 11, 9, 18, 
2022/11/12, 16, 5, 13, 
2022/11/13, 18, 4, 10, 
2022/11/14, 15, 17, 11, 
2022/11/15, 12, 14, 19, 
2022/11/16, 13, 23, 15, 
2022/11/17, 13, 27, 13, 
2022/11/18, 9, 25, 9, 
2022/11/19, 7, 22, 12, 
2022/11/20, 6, 26, 12, 
2022/11/21, 7, 26, 6, 
2022/11/22, 6, 25, 10, 
2022/11/23, 8, 24, 9, 
2022/11/24, 8, 26, 9, 
2022/11/25, 8, 15, 16, 
2022/11/26, 11, 19, 21, 
2022/11/27, 13, 12, 16, 
2022/11/28, 14, 17, 17, 
2022/11/29, 16, 18, 17, 
2022/11/30, 13, 18, 17, 
2022/12/1, 12, 12, 11, 
2022/12/2, 17, 7, 14, 
2022/12/3, 19, 8, 14, 
2022/12/4, 18, 3, 10, 
2022/12/5, 16, 22, 12, 
2022/12/6, 13, 13, 17, 
2022/12/7, 13, 9, 17, 
2022/12/8, 19, 9, 20, 
2022/12/9, 20, 7, 21, 
2022/12/10, 20, 18, 19, 
2022/12/11, 18, 17, 17, 
2022/12/12, 16, 14, 19, 
2022/12/13, 21, 13, 19, 
2022/12/14, 25, 10, 22, 
2022/12/15, 26, 2, 21, 
2022/12/16, 18, 15, 19, 
2022/12/17, 17, 14, 20, 
2022/12/18, 20, 13, 17, 
2022/12/19, 27, 9, 19, 
2022/12/20, 27, 24, 23, 
2022/12/21, 23, 20, 18, 
2022/12/22, 13, 27, 13, 
2022/12/23, 9, 29, 6, 
2022/12/24, 6, 30, 5, 
2022/12/25, 5, 18, 10, 
2022/12/26, 10, 31, 8, 
2022/12/27, 10, 26, 7, 
2022/12/28, 6, 20, 12, 
2022/12/29, 7, 27, 10, 
2022/12/30, 7, 29, 8, 
2022/12/31, 6, 20, 9, 
2023/1/1, 6, 22, 10, 
2023/1/2, 14, 24, 13, 
2022/7/2, 11, 40, 9, 
2022/7/3, 7, 44, 9, 
2022/7/4, 9, 38, 9, 
2022/7/5, 10, 49, 10, 
2022/7/6, 10, 50, 14, 
2022/7/7, 12, 37, 12, 
2022/7/8, 13, 40, 10, 
2022/7/9, 11, 39, 9, 
2022/7/10, 11, 39, 9, 
2022/7/11, 10, 35, 7, 
2022/7/12, 11, 43, 9, 
2022/7/13, 10, 63, 12, 
2022/7/14, 11, 60, 14, 
2022/7/15, 14, 61, 13, 
2022/7/16, 17, 59, 11, 
2022/7/17, 16, 56, 8, 
2022/7/18, 14, 59, 11, 
2022/7/19, 15, 75, 15, 
2022/7/20, 17, 61, 15, 
2022/7/21, 21, 47, 10, 
2022/7/22, 20, 63, 12, 
2022/7/23, 15, 48, 10, 
2022/7/24, 17, 58, 7, 
2022/7/25, 17, 50, 9, 
2022/7/26, 17, 35, 7, 
2022/7/27, 14, 45, 8, 
2022/7/28, 10, 54, 10, 
2022/7/29, 14, 38, 9, 
2022/7/30, 12, 47, 7, 
2022/7/31, 10, 47, 6, 
2022/8/1, 11, 38, 6, 
2022/8/2, 12, 46, 8, 
2022/8/3, 11, 48, 12, 
2022/8/4, 12, 56, 11, 
2022/8/5, 13, 57, 10, 
2022/8/6, 13, 34, 7, 
2022/8/7, 12, 31, 5, 
2022/8/8, 12, 46, 8, 
2022/8/9, 12, 48, 10, 
2022/8/10, 12, 48, 10, 
2022/8/11, 14, 54, 11, 
2022/8/12, 14, 49, 11, 
2022/8/13, 15, 48, 10, 
2022/8/14, 13, 47, 10, 
2022/8/15, 12, 45, 7, 
2022/8/16, 13, 64, 8, 
2022/8/17, 10, 56, 11, 
2022/8/18, 15, 39, 10, 
2022/8/19, 13, 40, 12, 
2022/8/20, 12, 33, 9, 
2022/8/21, 12, 35, 8, 
2022/8/22, 8, 46, 11, 
2022/8/23, 9, 48, 13, 
2022/8/24, 12, 47, 15, 
2022/8/25, 13, 69, 15, 
2022/8/26, 14, 58, 18, 
2022/8/27, 18, 43, 11, 
2022/8/28, 14, 42, 9, 
2022/8/29, 11, 45, 10, 
2022/8/30, 12, 47, 14, 
2022/8/31, 15, 35, 13, 
2022/9/1, 13, 36, 11, 
2022/9/2, 13, 38, 12, 
2022/9/3, 13, 34, 11, 
2022/9/4, 12, 41, 7, 
2022/9/5, 9, 41, 12, 
2022/9/6, 12, 28, 12, 
2022/9/7, 14, 38, 11, 
2022/9/8, 13, 33, 7, 
2022/9/9, 9, 31, 11, 
2022/9/10, 9, 29, 5, 
2022/9/11, 7, 37, 5, 
2022/9/12, 6, 39, 11, 
2022/9/13, 9, 33, 15, 
2022/9/14, 12, 30, 14, 
2022/9/15, 14, 33, 6, 
2022/9/16, 10, 29, 9, 
2022/9/17, 9, 25, 8, 
2022/9/18, 9, 26, 5, 
2022/9/19, 7, 28, 7, 
2022/9/20, 7, 29, 14, 
2022/9/21, 10, 31, 12, 
2022/9/22, 12, 31, 13, 
2022/9/23, 11, 37, 18, 
2022/9/24, 15, 30, 14, 
2022/9/25, 15, 28, 10, 
2022/9/26, 10, 28, 10, 
2022/9/27, 9, 28, 6, 
2022/9/28, 7, 28, 6, 
2022/9/29, 6, 26, 13, 
2022/9/30, 6, 18, 16, 
2022/10/1, 9, 21, 13, 
2022/4/2, 12, 29, 16, 
2022/4/3, 9, 32, 12, 
2022/4/4, 13, 37, 10, 
2022/4/5, 15, 33, 10, 
2022/4/6, 15, 25, 12, 
2022/4/7, 13, 32, 9, 
2022/4/8, 9, 31, 7, 
2022/4/9, 6, 32, 7, 
2022/4/10, 6, 39, 9, 
2022/4/11, 7, 37, 5, 
2022/4/12, 8, 39, 4, 
2022/4/13, 13, 45, 6, 
2022/4/14, 16, 52, 7, 
2022/4/15, 17, 41, 7, 
2022/4/16, 20, 33, 8, 
2022/4/17, 13, 36, 5, 
2022/4/18, 10, 36, 6, 
2022/4/19, 10, 44, 14, 
2022/4/20, 11, 42, 12, 
2022/4/21, 14, 45, 11, 
2022/4/22, 18, 42, 11, 
2022/4/23, 20, 32, 13, 
2022/4/24, 24, 36, 7, 
2022/4/25, 17, 32, 6, 
2022/4/26, 5, 37, 11, 
2022/4/27, 8, 42, 12, 
2022/4/28, 11, 45, 11, 
2022/4/29, 13, 45, 14, 
2022/4/30, 15, 41, 14, 
2022/5/1, 14, 44, 9, 
2022/5/2, 12, 47, 12, 
2022/5/3, 13, 43, 18, 
2022/5/4, 14, 40, 17, 
2022/5/5, 13, 28, 15, 
2022/5/6, 12, 26, 15, 
2022/5/7, 12, 34, 13, 
2022/5/8, 18, 35, 10, 
2022/5/9, 14, 38, 8, 
2022/5/10, 13, 42, 12, 
2022/5/11, 14, 47, 11, 
2022/5/12, 13, 48, 7, 
2022/5/13, 14, 36, 9, 
2022/5/14, 15, 44, 10, 
2022/5/15, 14, 48, 12, 
2022/5/16, 15, 41, 10, 
2022/5/17, 13, 41, 10, 
2022/5/18, 14, 45, 11, 
2022/5/19, 14, 48, 12, 
2022/5/20, 15, 48, 10, 
2022/5/21, 15, 43, 9, 
2022/5/22, 19, 39, 11, 
2022/5/23, 14, 35, 6, 
2022/5/24, 16, 30, 1, 
2022/5/25, 13, 40, 8, 
2022/5/26, 8, 38, 8, 
2022/5/27, 8, 34, 8, 
2022/5/28, 8, 39, 7, 
2022/5/29, 9, 35, 6, 
2022/5/30, 9, 45, 7, 
2022/5/31, 9, 37, 12, 
2022/6/1, 12, 31, 8, 
2022/6/2, 10, 37, 12, 
2022/6/3, 14, 35, 13, 
2022/6/4, 16, 42, 11, 
2022/6/5, 13, 33, 7, 
2022/6/6, 14, 35, 5, 
2022/6/7, 10, 25, 7, 
2022/6/8, 9, 32, 8, 
2022/6/9, 8, 28, 5, 
2022/6/10, 8, 40, 8, 
2022/6/11, 8, 44, 12, 
2022/6/12, 9, 46, 11, 
2022/6/13, 9, 45, 9, 
2022/6/14, 10, 58, 11, 
2022/6/15, 11, 62, 13, 
2022/6/16, 15, 62, 11, 
2022/6/17, 19, 68, 15, 
2022/6/18, 19, 47, 14, 
2022/6/19, 18, 54, 11, 
2022/6/20, 30, 49, 10, 
2022/6/21, 31, 54, 10, 
2022/6/22, 21, 35, 12, 
2022/6/23, 26, 44, 9, 
2022/6/24, 17, 31, 8, 
2022/6/25, 14, 39, 7, 
2022/6/26, 8, 43, 7, 
2022/6/27, 8, 34, 8, 
2022/6/28, 9, 26, 10, 
2022/6/29, 10, 43, 10, 
2022/6/30, 14, 42, 13, 
2022/7/1, 17, 32, 11, 
2022/1/4, 9, 27, 6, 
2022/1/5, 7, 30, 7, 
2022/1/6, 6, 23, 11, 
2022/1/7, 7, 24, 5, 
2022/1/8, 12, 27, 7, 
2022/1/9, 7, 31, 6, 
2022/1/10, 6, 23, 14, 
2022/1/11, 7, 21, 16, 
2022/1/12, 13, 21, 12, 
2022/1/13, 16, 13, 16, 
2022/1/14, 23, 7, 22, 
2022/1/15, 30, 5, 25, 
2022/1/16, 39, 16, 21, 
2022/1/17, 35, 22, 21, 
2022/1/18, 27, 22, 22, 
2022/1/19, 18, 20, 16, 
2022/1/20, 19, 28, 12, 
2022/1/21, 16, 28, 17, 
2022/1/22, 14, 24, 19, 
2022/1/23, 13, 23, 20, 
2022/1/24, 17, 17, 15, 
2022/1/25, 19, 10, 16, 
2022/1/26, 29, 11, 21, 
2022/1/27, 31, 12, 24, 
2022/1/28, 27, 19, 21, 
2022/1/29, 23, 19, 22, 
2022/1/30, 19, 25, 14, 
2022/1/31, 17, 28, 11, 
2022/2/1, 12, 30, 8, 
2022/2/2, 7, 24, 7, 
2022/2/3, 5, 17, 10, 
2022/2/4, 7, 26, 15, 
2022/2/5, 15, 29, 4, 
2022/2/6, 9, 33, 10, 
2022/2/7, 8, 30, 7, 
2022/2/8, 6, 24, 17, 
2022/2/9, 9, 23, 25, 
2022/2/10, 12, 22, 24, 
2022/2/11, 15, 26, 20, 
2022/2/12, 14, 24, 16, 
2022/2/13, 10, 30, 19, 
2022/2/14, 11, 33, 24, 
2022/2/15, 13, 26, 16, 
2022/2/16, 11, 22, 9, 
2022/2/17, 6, 31, 7, 
2022/2/18, 6, 34, 8, 
2022/2/19, 9, 31, 8, 
2022/2/20, 8, 33, 7, 
2022/2/21, 7, 33, 3, 
2022/2/22, 5, 29, 6, 
2022/2/23, 6, 29, 8, 
2022/2/24, 7, 33, 17, 
2022/2/25, 10, 28, 9, 
2022/2/26, 9, 31, 13, 
2022/2/27, 9, 30, 9, 
2022/2/28, 10, 28, 14, 
2022/3/1, 14, 24, 22, 
2022/3/2, 21, 21, 27, 
2022/3/3, 26, 32, 27, 
2022/3/4, 35, 32, 23, 
2022/3/5, 31, 30, 16, 
2022/3/6, 23, 28, 12, 
2022/3/7, 22, 28, 10, 
2022/3/8, 22, 28, 13, 
2022/3/9, 29, 37, 27, 
2022/3/10, 35, 35, 31, 
2022/3/11, 34, 36, 29, 
2022/3/12, 26, 37, 28, 
2022/3/13, 29, 39, 24, 
2022/3/14, 24, 36, 16, 
2022/3/15, 13, 25, 20, 
2022/3/16, 13, 18, 23, 
2022/3/17, 25, 19, 16, 
2022/3/18, 31, 34, 11, 
2022/3/19, 35, 39, 9, 
2022/3/20, 33, 40, 11, 
2022/3/21, 29, 38, 18, 
2022/3/22, 23, 42, 21, 
2022/3/23, 27, 41, 26, 
2022/3/24, 26, 45, 27, 
2022/3/25, 27, 51, 28, 
2022/3/26, 28, 53, 18, 
2022/3/27, 32, 52, 15, 
2022/3/28, 33, 48, 21, 
2022/3/29, 26, 46, 20, 
2022/3/30, 27, 37, 12, 
2022/3/31, 45, 27, 12, 
2022/4/1, 22, 19, 13, 
2021/10/2, 11, 34, 18, 
2021/10/3, 15, 34, 16, 
2021/10/4, 13, 35, 12, 
2021/10/5, 8, 29, 13, 
2021/10/6, 7, 26, 8, 
2021/10/7, 6, 23, 10, 
2021/10/8, 6, 21, 10, 
2021/10/9, 10, 22, 8, 
2021/10/10, 16, 23, 11, 
2021/10/11, 19, 19, 15, 
2021/10/12, 21, 19, 19, 
2021/10/13, 22, 26, 13, 
2021/10/14, 16, 21, 18, 
2021/10/15, 13, 25, 18, 
2021/10/16, 14, 20, 19, 
2021/10/17, 16, 21, 15, 
2021/10/18, 21, 12, 15, 
2021/10/19, 21, 16, 18, 
2021/10/20, 17, 24, 17, 
2021/10/21, 12, 30, 12, 
2021/10/22, 12, 23, 8, 
2021/10/23, 7, 27, 16, 
2021/10/24, 10, 16, 13, 
2021/10/25, 11, 15, 8, 
2021/10/26, 15, 19, 13, 
2021/10/27, 15, 14, 18, 
2021/10/28, 14, 8, 17, 
2021/10/29, 20, 4, 18, 
2021/10/30, 23, 13, 17, 
2021/10/31, 21, 27, 13, 
2021/11/1, 18, 27, 17, 
2021/11/2, 12, 26, 12, 
2021/11/3, 5, 17, 14, 
2021/11/4, 8, 25, 11, 
2021/11/5, 8, 22, 12, 
2021/11/6, 10, 17, 19, 
2021/11/7, 14, 20, 15, 
2021/11/8, 16, 19, 13, 
2021/11/9, 12, 14, 15, 
2021/11/10, 14, 5, 19, 
2021/11/11, 22, 2, 20, 
2021/11/12, 33, 1, 19, 
2021/11/13, 30, 15, 18, 
2021/11/14, 20, 16, 15, 
2021/11/15, 15, 12, 9, 
2021/11/16, 14, 7, 11, 
2021/11/17, 14, 9, 13, 
2021/11/18, 12, 9, 15, 
2021/11/19, 12, 3, 19, 
2021/11/20, 20, 3, 17, 
2021/11/21, 19, 10, 13, 
2021/11/22, 14, 14, 11, 
2021/11/23, 14, 12, 9, 
2021/11/24, 13, 10, 12, 
2021/11/25, 18, 4, 17, 
2021/11/26, 23, 17, 17, 
2021/11/27, 21, 21, 10, 
2021/11/28, 12, 20, 4, 
2021/11/30, 10, 25, 9, 
2021/12/1, 9, 26, 7, 
2021/12/2, 7, 23, 8, 
2021/12/3, 6, 24, 12, 
2021/12/4, 7, 30, 10, 
2021/12/5, 8, 28, 6, 
2021/12/6, 5, 21, 14, 
2021/12/7, 10, 22, 12, 
2021/12/8, 10, 24, 17, 
2021/12/9, 8, 22, 22, 
2021/12/10, 8, 28, 17, 
2021/12/11, 8, 27, 8, 
2021/12/12, 5, 16, 13, 
2021/12/13, 10, 8, 20, 
2021/12/14, 19, 2, 21, 
2021/12/15, 28, 7, 20, 
2021/12/16, 20, 14, 15, 
2021/12/17, 13, 15, 13, 
2021/12/18, 14, 12, 12, 
2021/12/19, 17, 9, 13, 
2021/12/20, 22, 12, 14, 
2021/12/21, 22, 13, 14, 
2021/12/22, 20, 14, 14, 
2021/12/23, 25, 23, 16, 
2021/12/24, 24, 24, 20, 
2021/12/25, 15, 21, 16, 
2021/12/26, 9, 19, 14, 
2021/12/27, 10, 21, 12, 
2021/12/28, 8, 30, 10, 
2021/12/29, 7, 30, 6, 
2021/12/30, 5, 11, , 
2022/1/1, 9, 15, 15, 
2022/1/2, 43, 18, 15, 
2022/1/3, 28, 29, 11, 
2021/7/2, 6, 39, 8, 
2021/7/3, 10, 39, 12, 
2021/7/4, 13, 30, 6, 
2021/7/5, 9, 28, 6, 
2021/7/6, 7, 25, 9, 
2021/7/7, 9, 24, 12, 
2021/7/8, 9, 35, 12, 
2021/7/9, 10, 32, 8, 
2021/7/10, 7, 39, 11, 
2021/7/11, 12, 32, 5, 
2021/7/12, 8, 39, 8, 
2021/7/13, 8, 30, 8, 
2021/7/14, 9, 25, 10, 
2021/7/15, 6, 26, 6, 
2021/7/16, 5, 28, 7, 
2021/7/17, 6, 30, 13, 
2021/7/18, 9, 33, 8, 
2021/7/19, 15, 34, 8, 
2021/7/20, 16, 44, 10, 
2021/7/21, 17, 52, 13, 
2021/7/22, 21, 60, 16, 
2021/7/23, 22, 65, 15, 
2021/7/24, 22, 45, 14, 
2021/7/25, 23, 36, 8, 
2021/7/26, 16, 29, 7, 
2021/7/27, 10, 33, 9, 
2021/7/28, 11, 30, 10, 
2021/7/29, 12, 37, 9, 
2021/7/30, 9, 41, 11, 
2021/7/31, 12, 27, 8, 
2021/8/1, 12, 29, 6, 
2021/8/2, 8, 33, 6, 
2021/8/3, 10, 31, 7, 
2021/8/4, 9, 30, 7, 
2021/8/5, 7, 26, 10, 
2021/8/6, 7, 29, 6, 
2021/8/7, 7, 30, 9, 
2021/8/8, 8, 23, 6, 
2021/8/9, 7, 29, 7, 
2021/8/10, 8, 39, 11, 
2021/8/11, 10, 44, 12, 
2021/8/12, 13, 60, 13, 
2021/8/13, 19, 42, 12, 
2021/8/14, 20, 51, 11, 
2021/8/15, 23, 42, 10, 
2021/8/16, 29, 33, 8, 
2021/8/17, 26, 34, 8, 
2021/8/18, 13, 31, 9, 
2021/8/19, 15, 30, 9, 
2021/8/20, 9, 39, 12, 
2021/8/21, 11, 42, 14, 
2021/8/22, 15, 29, 2, 
2021/8/23, 13, 32, 1, 
2021/8/24, 8, 28, 5, 
2021/8/25, 8, 24, 6, 
2021/8/26, 10, 37, 11, 
2021/8/27, 12, 30, 11, 
2021/8/28, 11, 23, 12, 
2021/8/29, 10, 22, 7, 
2021/8/30, 7, 24, 7, 
2021/8/31, 7, 31, 12, 
2021/9/1, 10, 31, 10, 
2021/9/2, 12, 36, 10, 
2021/9/3, 13, 47, 15, 
2021/9/4, 15, 48, 18, 
2021/9/5, 16, 46, 14, 
2021/9/6, 15, 46, 14, 
2021/9/7, 15, 46, 17, 
2021/9/8, 18, 50, 17, 
2021/9/9, 20, 45, 16, 
2021/9/10, 19, 37, 11, 
2021/9/11, 16, 34, 10, 
2021/9/12, 15, 31, 9, 
2021/9/13, 10, 42, 13, 
2021/9/14, 13, 41, 14, 
2021/9/15, 15, 23, 18, 
2021/9/16, 19, 23, 15, 
2021/9/17, 17, 36, 11, 
2021/9/18, 11, 36, 13, 
2021/9/19, 11, 39, 10, 
2021/9/20, 10, 26, 8, 
2021/9/21, 5, 32, 14, 
2021/9/22, 10, 30, 12, 
2021/9/23, 15, 28, 14, 
2021/9/24, 16, 36, 16, 
2021/9/25, 18, 27, 19, 
2021/9/26, 17, 28, 14, 
2021/9/27, 15, 31, 12, 
2021/9/28, 13, 26, 14, 
2021/9/29, 11, 29, 9, 
2021/9/30, 9, 31, 11, 
2021/10/1, 8, 26, 20, 
2021/4/2, 21, 41, 18, 
2021/4/3, 26, 34, 7, 
2021/4/4, 23, 38, 6, 
2021/4/5, 12, 36, 10, 
2021/4/6, 11, 31, 7, 
2021/4/7, 11, 32, 8, 
2021/4/8, 9, 35, 7, 
2021/4/9, 9, 39, 12, 
2021/4/10, 10, 39, 11, 
2021/4/11, 12, 37, 10, 
2021/4/12, 10, 30, 9, 
2021/4/13, 7, 34, 15, 
2021/4/14, 12, 34, 12, 
2021/4/15, 14, 34, 11, 
2021/4/16, 13, 35, 11, 
2021/4/17, 14, 32, 8, 
2021/4/18, 16, 28, 7, 
2021/4/19, 16, 34, 12, 
2021/4/20, 15, 41, 16, 
2021/4/21, 15, 45, 18, 
2021/4/22, 17, 42, 14, 
2021/4/23, 16, 37, 13, 
2021/4/24, 18, 43, 14, 
2021/4/25, 17, 45, 14, 
2021/4/26, 18, 41, 8, 
2021/4/27, 17, 46, 11, 
2021/4/28, 20, 42, 17, 
2021/4/29, 24, 33, 10, 
2021/4/30, 13, 28, 10, 
2021/5/1, 12, 30, 12, 
2021/5/2, 14, 34, 8, 
2021/5/3, 9, 41, 9, 
2021/5/4, 10, 40, 10, 
2021/5/5, 11, 35, 8, 
2021/5/6, 10, 31, 8, 
2021/5/7, 8, 31, 8, 
2021/5/8, 6, 34, 11, 
2021/5/9, 7, 39, 10, 
2021/5/10, 8, 41, 9, 
2021/5/11, 9, 30, 11, 
2021/5/12, 8, 27, 7, 
2021/5/13, 6, 31, 10, 
2021/5/14, 9, 32, 8, 
2021/5/15, 7, 32, 5, 
2021/5/16, 6, 28, 5, 
2021/5/17, 5, 30, 5, 
2021/5/18, 5, 30, 4, 
2021/5/19, 5, 31, 7, 
2021/5/20, 6, 34, 6, 
2021/5/21, 5, 37, 8, 
2021/5/22, 6, 35, 6, 
2021/5/23, 5, 34, 4, 
2021/5/24, 5, 29, 8, 
2021/5/25, 7, 33, 5, 
2021/5/26, 7, 30, 2, 
2021/5/27, 6, 34, 4, 
2021/5/28, 6, 41, 11, 
2021/5/29, 8, 40, 9, 
2021/5/30, 10, 41, 7, 
2021/5/31, 9, 47, 7, 
