date, pm25, pm10, no2, so2, co
2021/2/22, 53, 24, 18, 4, 6
2021/2/23, 86, 26, 8, 5, 4
2021/2/24, 53, 14, 5, 5, 2
2021/2/25, 53, 14, 4, 4, 2
2021/2/26, 40, 12, 6, 4, 3
2021/2/27, 37, 12, 4, 5, 2
2021/2/28, 51, 10, 4, 3, 2
2021/3/1, 36, 6, 7, 2, 3
2021/3/2, 29, 13, 12, 3, 4
2021/3/3, 59, 12, 7, 4, 3
2021/3/4, 49, 9, 4, 3, 2
2021/3/5, 28, 6, 4, 2, 2
2021/3/6, 22, 6, 3, 3, 2
2021/3/7, 19, 10, 8, 3, 2
2021/3/8, 36, 8, 6, 4, 3
2021/3/9, 35, 13, 9, 3, 3
2021/3/10, 52, 16, 9, 3, 3
2021/3/11, 51, 9, 6, 1, 2
2021/3/12, 24, 11, 8, 1, 3
2021/3/13, 41, 13, 14, 4, 5
2021/3/14, 56, 47, 24, 10, 7
2021/3/15, 123, 30, 31, 5, 8
2021/3/16, 106, 24, 20, 6, 5
2021/3/17, 88, 10, 12, 3, 3
2021/3/18, 32, 15, 12, 4, 3
2021/3/19, 41, 13, 9, 5, 3
2021/3/20, 43, 9, 6, 2, 2
2021/3/21, 38, 8, 5, 2, 2
2021/3/22, 45, 10, 6, 2, 3
2021/3/23, 51, 30, 8, 5, 4
2021/3/24, 72, 14, 10, 2, 3
2021/3/25, 48, 50, 27, 12, 9
2021/3/26, 124, 41, 17, 6, 7
2021/3/27, 119, 11, 10, 3, 3
2021/3/28, 48, 11, 8, 2, 3
2021/3/29, 40, 7, 8, 2, 3
2021/3/30, 29, 19, 21, 3, 4
2021/3/31, 73, 28, 21, 5, 5
2021/4/1, 90, 48, 30, 5, 8
2020/10/2, 227, , , , 
2020/10/3, 150, , , , 
2020/10/4, 71, , , , 
2020/10/5, 57, , , , 
2020/10/6, 83, , , , 
2020/10/7, 43, , , , 
2020/10/8, 47, , , , 
2020/10/9, 67, , , , 
2020/10/10, 34, , , , 
2020/10/11, 26, , , , 
2020/10/12, 55, , , , 
2020/10/13, 69, , , , 
2020/10/14, 67, , , , 
2020/10/15, 78, , , , 
2020/10/16, 30, , , , 
2020/10/17, 73, , , , 
2020/10/18, 42, , , , 
2020/10/19, 57, , , , 
2020/10/20, 56, , , , 
2020/10/21, 47, , , , 
2020/10/22, 45, , , , 
2020/10/23, 21, , , , 
2020/10/24, 15, , , , 
2020/10/25, 25, , , , 
2020/10/26, 19, , , , 
2020/10/27, 30, , , , 
2020/10/28, 13, , , , 
2020/10/29, 33, , , , 
2020/10/30, 22, , , , 
2020/10/31, 48, , , , 
2020/11/1, 89, , , , 
2020/11/2, 87, , , , 
2020/11/3, 56, , , , 
2020/11/4, 54, , , , 
2020/11/5, 42, , , , 
2020/11/6, 13, , , , 
2020/11/7, 31, , , , 
2020/11/8, 31, , , , 
2020/11/9, 26, , , , 
2020/11/10, 9, , , , 
2020/11/11, 17, , , , 
2020/11/12, 13, , , , 
2020/11/13, 34, , , , 
2020/11/14, 15, , , , 
2020/11/15, 20, , , , 
2020/11/16, 36, 1, 12, 14, 4
2020/11/17, 60, 1, 16, 7, 10
2020/11/18, 127, 1, 13, 2, 5
2020/11/19, 51, 1, 9, 2, 3
2020/11/20, 27, 1, 9, 4, 3
2020/11/21, 37, 1, 16, 6, 6
2020/11/22, 60, 1, 20, 10, 11
2020/11/23, 153, 1, 17, 11, 10
2020/11/24, 145, 1, 11, 7, 5
2020/11/25, 118, 1, 11, 3, 4
2020/11/26, 58, 1, 14, 5, 6
2020/11/27, 83, 1, 17, 7, 7
2020/11/28, 107, 1, 11, 9, 5
2020/11/29, 135, 1, 12, 21, 5
2020/11/30, 93, 1, 15, 15, 8
2020/12/1, 145, 1, 16, 17, 13
2020/12/2, 198, 1, 7, 7, 4
2020/12/3, 128, 1, 19, 23, 14
2020/12/4, 174, 1, 13, 14, 9
2020/12/5, 153, 1, 14, 12, 8
2020/12/6, 156, 1, 19, 26, 18
2020/12/7, 295, 1, 27, 19, 18
2020/12/8, 235, 1, 13, 12, 4
2020/12/9, 76, 1, 13, 3, 4
2020/12/10, 45, 1, 14, 4, 5
2020/12/11, 68, 1, 12, 7, 5
2020/12/12, 71, 1, 8, 1, 3
2020/12/13, 32, 1, 6, 1, 2
2020/12/14, 15, 1, 11, 2, 4
2020/12/15, 31, 1, 12, 2, 4
2020/12/16, 35, 1, 7, 3, 3
2020/12/17, 54, 1, 7, 7, 4
2020/12/18, 75, 1, 4, 10, 3
2020/12/19, 60, 1, , 6, 3
2020/12/20, 60, 1, , 14, 4
2020/12/21, 92, 1, , 4, 3
2020/12/22, 37, 1, , 2, 3
2020/12/23, 18, 1, , 5, 3
2020/12/24, 26, 1, , 6, 3
2020/12/25, 45, 1, , 7, 6
2020/12/26, 97, 1, , 17, 15
2020/12/27, 242, 1, , 8, 6
2020/12/28, 124, 1, , 5, 3
2020/12/29, 50, 9, , 7, 3
2020/12/30, 28, 12, , 4, 4
2020/12/31, 53, 17, , 7, 5
2021/1/1, 68, 113, , 20, 17
2021/1/2, 194, 125, , 28, 24
2021/1/3, 314, 63, , 22, 15
2021/1/4, 209, 29, , 11, 5
2020/7/2, 40, , , , 
2020/7/3, 31, , , , 
2020/7/4, 30, , , , 
2020/7/5, 29, , , , 
2020/7/6, 28, , , , 
2020/7/7, 35, , , , 
2020/7/8, 58, , , , 
2020/7/9, 50, , , , 
2020/7/10, 41, , , , 
2020/7/11, 56, , , , 
2020/7/12, 37, , , , 
2020/7/13, 44, , , , 
2020/7/14, 38, , , , 
2020/7/15, 60, , , , 
2020/7/16, 51, , , , 
2020/7/17, 26, , , , 
2020/7/18, 50, , , , 
2020/7/19, 63, , , , 
2020/7/20, 45, , , , 
2020/7/21, 52, , , , 
2020/7/22, 41, , , , 
2020/7/23, 27, , , , 
2020/7/24, 37, , , , 
2020/7/25, 33, , , , 
2020/7/26, 20, , , , 
2020/7/27, 37, , , , 
2020/7/28, 44, , , , 
2020/7/29, 38, , , , 
2020/7/30, 32, , , , 
2020/7/31, 48, , , , 
2020/8/1, 48, , , , 
2020/8/2, 41, , , , 
2020/8/3, 44, , , , 
2020/8/4, 55, , , , 
2020/8/5, 39, , , , 
2020/8/6, 46, , , , 
2020/8/7, 56, , , , 
2020/8/8, 59, , , , 
2020/8/9, 49, , , , 
2020/8/10, 38, , , , 
2020/8/11, 25, , , , 
2020/8/12, 22, , , , 
2020/8/13, 14, , , , 
2020/8/17, 48, , , , 
2020/8/18, 23, , , , 
2020/8/19, 17, , , , 
2020/8/20, 14, , , , 
2020/8/21, 10, , , , 
2020/8/22, 13, , , , 
2020/8/23, 12, , , , 
2020/8/24, 20, , , , 
2020/8/25, 75, , , , 
2020/8/26, 56, , , , 
2020/8/27, 44, , , , 
2020/8/28, 34, , , , 
2020/8/29, 40, , , , 
2020/8/30, 62, , , , 
2020/8/31, 77, , , , 
2020/9/1, 76, , , , 
2020/9/2, 64, , , , 
2020/9/3, 59, , , , 
2020/9/4, 17, , , , 
2020/9/5, 16, , , , 
2020/9/6, 75, , , , 
2020/9/7, 81, , , , 
2020/9/8, 40, , , , 
2020/9/9, 33, , , , 
2020/9/10, 61, , , , 
2020/9/11, 70, , , , 
2020/9/12, 49, , , , 
2020/9/13, 45, , , , 
2020/9/14, 60, , , , 
2020/9/15, 54, , , , 
2020/9/16, 36, , , , 
2020/9/17, 16, , , , 
2020/9/18, 11, , , , 
2020/9/19, 22, , , , 
2020/9/20, 48, , , , 
2020/9/21, 24, , , , 
2020/9/22, 19, , , , 
2020/9/23, 13, , , , 
2020/9/24, 12, , , , 
2020/9/25, 13, , , , 
2020/9/26, 39, , , , 
2020/9/27, 66, , , , 
2020/9/28, 82, , , , 
2020/9/29, 181, , , , 
2020/9/30, 72, , , , 
2020/10/1, 72, , , , 
2020/4/2, 42, , , , 
2020/4/3, 58, , , , 
2020/4/4, 96, , , , 
2020/4/5, 98, , , , 
2020/4/6, 36, , , , 
2020/4/7, 34, , , , 
2020/4/8, 23, , , , 
2020/4/9, 15, , , , 
2020/4/10, 22, , , , 
2020/4/11, 41, , , , 
2020/4/12, 60, , , , 
2020/4/13, 39, , , , 
2020/4/14, 36, , , , 
2020/4/15, 36, , , , 
2020/4/16, 30, , , , 
2020/4/17, 30, , , , 
2020/4/18, 45, , , , 
2020/4/19, 32, , , , 
2020/4/20, 55, , , , 
2020/4/21, 107, , , , 
2020/4/22, 45, , , , 
2020/4/23, 53, , , , 
2020/4/24, 25, , , , 
2020/4/25, 56, , , , 
2020/4/26, 27, , , , 
2020/4/27, 50, , , , 
2020/4/28, 59, , , , 
2020/4/29, 50, , , , 
2020/4/30, 25, , , , 
2020/5/1, 21, , , , 
2020/5/2, 24, , , , 
2020/5/3, 39, , , , 
2020/5/4, 73, , , , 
2020/5/5, 31, , , , 
2020/5/6, 56, , , , 
2020/5/7, 48, , , , 
2020/5/8, 48, , , , 
2020/5/9, 32, , , , 
2020/5/10, 36, , , , 
2020/5/11, 30, , , , 
2020/5/12, 85, , , , 
2020/5/13, 54, , , , 
2020/5/14, 54, , , , 
2020/5/15, 37, , , , 
2020/5/16, 20, , , , 
2020/5/17, 23, , , , 
2020/5/18, 18, , , , 
2020/5/19, 29, , , , 
2020/5/20, 24, , , , 
2020/5/21, 31, , , , 
2020/5/22, 15, , , , 
2020/5/23, 25, , , , 
2020/5/24, 37, , , , 
2020/5/25, 45, , , , 
2020/5/26, 71, , , , 
2020/5/27, 69, , , , 
2020/5/28, 38, , , , 
2020/5/29, 39, , , , 
2020/5/30, 40, , , , 
2020/5/31, 48, , , , 
2020/6/1, 37, , , , 
2020/6/2, 46, , , , 
2020/6/3, 36, , , , 
2020/6/4, 32, , , , 
2020/6/5, 26, , , , 
2020/6/6, 18, , , , 
2020/6/7, 29, , , , 
2020/6/8, 40, , , , 
2020/6/9, 41, , , , 
2020/6/10, 46, , , , 
2020/6/11, 44, , , , 
2020/6/12, 59, , , , 
2020/6/13, 52, , , , 
2020/6/14, 42, , , , 
2020/6/16, 21, , , , 
2020/6/17, 27, , , , 
2020/6/18, 30, , , , 
2020/6/19, 37, , , , 
2020/6/20, 21, , , , 
2020/6/21, 19, , , , 
2020/6/22, 13, , , , 
2020/6/23, 11, , , , 
2020/6/24, 38, , , , 
2020/6/25, 15, , , , 
2020/6/26, 19, , , , 
2020/6/27, 31, , , , 
2020/6/28, 28, , , , 
2020/6/29, 16, , , , 
2020/6/30, 28, , , , 
2020/7/1, 30, , , , 
2020/1/2, 31, , , , 
2020/1/3, 22, , , , 
2020/1/4, 31, , , , 
2020/1/5, 36, , , , 
2020/1/6, 43, , , , 
2020/1/7, 107, , , , 
2020/1/8, 173, , , , 
2020/1/9, 113, , , , 
2020/1/10, 53, , , , 
2020/1/11, 68, , , , 
2020/1/12, 79, , , , 
2020/1/13, 59, , , , 
2020/1/14, 47, , , , 
2020/1/15, 29, , , , 
2020/1/16, 26, , , , 
2020/1/17, 25, , , , 
2020/1/18, 16, , , , 
2020/1/19, 29, , , , 
2020/1/20, 69, , , , 
2020/1/21, 120, , , , 
2020/1/22, 22, , , , 
2020/1/23, 21, , , , 
2020/1/24, 22, , , , 
2020/1/25, 54, , , , 
2020/1/26, 32, , , , 
2020/1/27, 16, , , , 
2020/1/28, 20, , , , 
2020/1/29, 31, , , , 
2020/1/30, 64, , , , 
2020/1/31, 127, , , , 
2020/2/1, 132, , , , 
2020/2/2, 101, , , , 
2020/2/3, 79, , , , 
2020/2/4, 54, , , , 
2020/2/5, 69, , , , 
2020/2/6, 51, , , , 
2020/2/7, 29, , , , 
2020/2/8, 27, , , , 
2020/2/9, 57, , , , 
2020/2/10, 98, , , , 
2020/2/11, 109, , , , 
2020/2/12, 52, , , , 
2020/2/13, 83, , , , 
2020/2/14, 41, , , , 
2020/2/15, 33, , , , 
2020/2/16, 85, , , , 
2020/2/17, 87, , , , 
2020/2/18, 36, , , , 
2020/2/19, 54, , , , 
2020/2/20, 28, , , , 
2020/2/21, 30, , , , 
2020/2/22, 103, , , , 
2020/2/23, 109, , , , 
2020/2/24, 112, , , , 
2020/2/25, 82, , , , 
2020/2/26, 62, , , , 
2020/2/27, 38, , , , 
2020/2/28, 28, , , , 
2020/2/29, 28, , , , 
2020/3/1, 57, , , , 
2020/3/2, 50, , , , 
2020/3/3, 59, , , , 
2020/3/4, 52, , , , 
2020/3/5, 38, , , , 
2020/3/6, 66, , , , 
2020/3/7, 98, , , , 
2020/3/8, 72, , , , 
2020/3/9, 12, , , , 
2020/3/10, 13, , , , 
2020/3/11, 36, , , , 
2020/3/12, 52, , , , 
2020/3/13, 49, , , , 
2020/3/27, 60, , , , 
2020/3/28, 35, , , , 
2020/3/31, 140, , , , 
2020/4/1, 132, , , , 
2019/10/2, 48, , , , 
2019/10/3, 67, , , , 
2019/10/4, 99, , , , 
2019/10/5, 120, , , , 
2019/10/6, 167, , , , 
2019/10/8, 120, , , , 
2019/10/9, 68, , , , 
2019/10/10, 48, , , , 
2019/10/11, 57, , , , 
2019/10/12, 69, , , , 
2019/10/13, 95, , , , 
2019/10/14, 51, , , , 
2019/10/15, 34, , , , 
2019/10/16, 17, , , , 
2019/10/17, 25, , , , 
2019/10/18, 18, , , , 
2019/10/19, 15, , , , 
2019/10/20, 26, , , , 
2019/10/21, 48, , , , 
2019/10/22, 55, , , , 
2019/10/23, 39, , , , 
2019/10/24, 19, , , , 
2019/10/25, 22, , , , 
2019/10/26, 47, , , , 
2019/10/27, 39, , , , 
2019/10/28, 45, , , , 
2019/10/29, 33, , , , 
2019/10/30, 41, , , , 
2019/10/31, 53, , , , 
2019/11/1, 49, , , , 
2019/11/2, 23, , , , 
2019/11/3, 36, , , , 
2019/11/4, 83, , , , 
2019/11/5, 80, , , , 
2019/11/6, 48, , , , 
2019/11/7, 25, , , , 
2019/11/8, 12, , , , 
2019/11/9, 15, , , , 
2019/11/10, 87, , , , 
2019/11/11, 85, , , , 
2019/11/12, 81, , , , 
2019/11/13, 25, , , , 
2019/11/14, 12, , , , 
2019/11/15, 77, , , , 
2019/11/16, 107, , , , 
2019/11/17, 45, , , , 
2019/11/18, 14, , , , 
2019/11/19, 37, , , , 
2019/11/20, 82, , , , 
2019/11/21, 113, , , , 
2019/11/22, 99, , , , 
2019/11/23, 40, , , , 
2019/11/24, 35, , , , 
2019/11/25, 33, , , , 
2019/11/26, 40, , , , 
2019/11/27, 51, , , , 
2019/11/28, 24, , , , 
2019/11/29, 33, , , , 
2019/11/30, 32, , , , 
2019/12/1, 108, , , , 
2019/12/2, 132, , , , 
2019/12/3, 41, , , , 
2019/12/4, 59, , , , 
2019/12/5, 95, , , , 
2019/12/6, 45, , , , 
2019/12/7, 21, , , , 
2019/12/8, 20, , , , 
2019/12/9, 27, , , , 
2019/12/10, 26, , , , 
2019/12/11, 68, , , , 
2019/12/12, 71, , , , 
2019/12/13, 60, , , , 
2019/12/14, 68, , , , 
2019/12/15, 117, , , , 
2019/12/16, 84, , , , 
2019/12/17, 83, , , , 
2019/12/18, 60, , , , 
2019/12/19, 28, , , , 
2019/12/20, 32, , , , 
2019/12/21, 22, , , , 
2019/12/22, 17, , , , 
2019/12/27, 55, , , , 
2019/12/28, 117, , , , 
2019/12/29, 42, , , , 
2019/12/30, 43, , , , 
2019/7/2, 24, , , , 
2019/7/3, 24, , , , 
2019/7/4, 19, , , , 
2019/7/5, 19, , , , 
2019/7/6, 26, , , , 
2019/7/7, 32, , , , 
2019/7/8, 21, , , , 
2019/7/9, 37, , , , 
2019/7/10, 33, , , , 
2019/7/11, 33, , , , 
2019/7/12, 26, , , , 
2019/7/13, 33, , , , 
2019/7/14, 37, , , , 
2019/7/15, 58, , , , 
2019/7/16, 38, , , , 
2019/7/17, 36, , , , 
2019/7/18, 72, , , , 
2019/7/19, 25, , , , 
2019/7/20, 35, , , , 
2019/7/21, 54, , , , 
2019/7/22, 52, , , , 
2019/7/23, 41, , , , 
2019/7/24, 35, , , , 
2019/7/25, 30, , , , 
2019/7/26, 156, , , , 
2019/7/27, 59, , , , 
2019/7/28, 125, , , , 
2019/7/29, 126, , , , 
2019/7/30, 70, , , , 
2019/7/31, 27, , , , 
2019/8/1, 35, , , , 
2019/8/2, 37, , , , 
2019/8/3, 32, , , , 
2019/8/4, 29, , , , 
2019/8/5, 51, , , , 
2019/8/6, 33, , , , 
2019/8/7, 43, , , , 
2019/8/8, 33, , , , 
2019/8/9, 35, , , , 
2019/8/10, 27, , , , 
2019/8/11, 38, , , , 
2019/8/12, 37, , , , 
2019/8/13, 48, , , , 
2019/8/14, 26, , , , 
2019/8/15, 22, , , , 
2019/8/16, 31, , , , 
2019/8/17, 42, , , , 
2019/8/18, 52, , , , 
2019/8/19, 51, , , , 
2019/8/20, 40, , , , 
2019/8/21, 29, , , , 
2019/8/22, 30, , , , 
2019/8/23, 29, , , , 
2019/8/24, 43, , , , 
2019/8/25, 39, , , , 
2019/8/26, 36, , , , 
2019/8/27, 36, , , , 
2019/8/28, 28, , , , 
2019/8/29, 32, , , , 
2019/8/30, 34, , , , 
2019/8/31, 49, , , , 
2019/9/1, 21, , , , 
2019/9/2, 22, , , , 
2019/9/3, 20, , , , 
2019/9/4, 24, , , , 
2019/9/5, 42, , , , 
2019/9/6, 31, , , , 
2019/9/7, 66, , , , 
2019/9/8, 65, , , , 
2019/9/9, 57, , , , 
2019/9/10, 75, , , , 
2019/9/11, 51, , , , 
2019/9/12, 44, , , , 
2019/9/13, 58, , , , 
2019/9/14, 34, , , , 
2019/9/15, 65, , , , 
2019/9/16, 67, , , , 
2019/9/17, 82, , , , 
2019/9/18, 43, , , , 
2019/9/19, 53, , , , 
2019/9/20, 37, , , , 
2019/9/21, 38, , , , 
2019/9/22, 48, , , , 
2019/9/23, 50, , , , 
2019/9/24, 17, , , , 
2019/9/25, 24, , , , 
2019/9/26, 31, , , , 
2019/9/27, 72, , , , 
2019/9/28, 58, , , , 
2019/9/29, 30, , , , 
2019/9/30, 26, , , , 
2019/10/1, 49, , , , 
2019/4/2, 171, , , , 
2019/4/3, 117, , , , 
2019/4/4, 101, , , , 
2019/4/5, 67, , , , 
2019/4/6, 75, , , , 
2019/4/7, 81, , , , 
2019/4/8, 99, , , , 
2019/4/9, 111, , , , 
2019/4/10, 103, , , , 
2019/4/11, 135, , , , 
2019/4/12, 116, , , , 
2019/4/13, 81, , , , 
2019/4/14, 87, , , , 
2019/4/15, 106, , , , 
2019/4/16, 96, , , , 
2019/4/17, 78, , , , 
2019/4/18, 67, , , , 
2019/4/19, 77, , , , 
2019/4/20, 88, , , , 
2019/4/21, 91, , , , 
2019/4/22, 89, , , , 
2019/4/23, 108, , , , 
2019/4/24, 114, , , , 
2019/4/25, 25, , , , 
2019/4/26, 24, , , , 
2019/4/27, 30, , , , 
2019/4/28, 30, , , , 
2019/4/29, 26, , , , 
2019/4/30, 24, , , , 
2019/5/1, 29, , , , 
2019/5/2, 34, , , , 
2019/5/3, 36, , , , 
2019/5/4, 69, , , , 
2019/5/5, 86, , , , 
2019/5/6, 60, , , , 
2019/5/7, 98, , , , 
2019/5/8, 113, , , , 
2019/5/9, 92, , , , 
2019/5/10, 82, , , , 
2019/5/11, 64, , , , 
2019/5/12, 45, , , , 
2019/5/13, 72, , , , 
2019/5/14, 50, , , , 
2019/5/15, 53, , , , 
2019/5/16, 33, , , , 
2019/5/17, 51, , , , 
2019/5/18, 39, , , , 
2019/5/19, 36, , , , 
2019/5/20, 28, , , , 
2019/5/21, 35, , , , 
2019/5/22, 23, , , , 
2019/5/23, 36, , , , 
2019/5/24, 35, , , , 
2019/5/25, 30, , , , 
2019/5/26, 30, , , , 
2019/5/27, 35, , , , 
2019/5/28, 65, , , , 
2019/5/29, 36, , , , 
2019/5/30, 68, , , , 
2019/5/31, 63, , , , 
2019/6/1, 48, , , , 
2019/6/2, 50, , , , 
2019/6/3, 40, , , , 
2019/6/4, 34, , , , 
2019/6/5, 22, , , , 
2019/6/6, 24, , , , 
2019/6/7, 23, , , , 
2019/6/8, 26, , , , 
2019/6/9, 30, , , , 
2019/6/10, 51, , , , 
2019/6/11, 30, , , , 
2019/6/12, 31, , , , 
2019/6/13, 33, , , , 
2019/6/14, 29, , , , 
2019/6/15, 27, , , , 
2019/6/16, 34, , , , 
2019/6/17, 15, , , , 
2019/6/18, 16, , , , 
2019/6/19, 15, , , , 
2019/6/20, 32, , , , 
2019/6/21, 32, , , , 
2019/6/22, 30, , , , 
2019/6/23, 51, , , , 
2019/6/24, 22, , , , 
2019/6/25, 31, , , , 
2019/6/26, 55, , , , 
2019/6/27, 38, , , , 
2019/6/28, 33, , , , 
2019/6/29, 18, , , , 
2019/6/30, 20, , , , 
2019/7/1, 33, , , , 
2019/1/2, 91, , , , 
2019/1/3, 120, , , , 
2019/1/4, 230, , , , 
2019/1/5, 247, , , , 
2019/1/6, 164, , , , 
2019/1/7, 83, , , , 
2019/1/8, 84, , , , 
2019/1/9, 125, , , , 
2019/1/10, 91, , , , 
2019/1/11, 178, , , , 
2019/1/12, 184, , , , 
2019/1/13, 131, , , , 
2019/1/14, 74, , , , 
2019/1/15, 68, , , , 
2019/1/16, 129, , , , 
2019/1/17, 188, , , , 
2019/1/18, 185, , , , 
2019/1/19, 82, , , , 
2019/1/20, 83, , , , 
2019/1/21, 89, , , , 
2019/1/22, 81, , , , 
2019/1/23, 99, , , , 
2019/1/24, 71, , , , 
2019/1/25, 75, , , , 
2019/1/26, 101, , , , 
2019/1/27, 77, , , , 
2019/1/28, 119, , , , 
2019/1/29, 200, , , , 
2019/1/30, 90, , , , 
2019/1/31, 90, , , , 
2019/2/1, 135, , , , 
2019/2/2, 139, , , , 
2019/2/3, 89, , , , 
2019/2/4, 136, , , , 
2019/2/5, 173, , , , 
2019/2/6, 128, , , , 
2019/2/7, 123, , , , 
2019/2/8, 157, , , , 
2019/2/9, 182, , , , 
2019/2/10, 80, , , , 
2019/2/11, 126, , , , 
2019/2/12, 113, , , , 
2019/2/13, 109, , , , 
2019/2/14, 177, , , , 
2019/2/15, 290, , , , 
2019/2/16, 84, , , , 
2019/2/17, 73, , , , 
2019/2/18, 75, , , , 
2019/2/19, 69, , , , 
2019/2/20, 62, , , , 
2019/2/21, 67, , , , 
2019/2/22, 66, , , , 
2019/2/23, 65, , , , 
2019/2/24, 71, , , , 
2019/2/25, 68, , , , 
2019/2/26, 76, , , , 
2019/2/27, 76, , , , 
2019/2/28, 64, , , , 
2019/3/1, 165, , , , 
2019/3/2, 93, , , , 
2019/3/3, 165, , , , 
2019/3/4, 67, , , , 
2019/3/5, 63, , , , 
2019/3/6, 59, , , , 
2019/3/7, 61, , , , 
2019/3/8, 68, , , , 
2019/3/9, 94, , , , 
2019/3/10, 147, , , , 
2019/3/11, 127, , , , 
2019/3/12, 83, , , , 
2019/3/13, 81, , , , 
2019/3/14, 75, , , , 
2019/3/15, 74, , , , 
2019/3/16, 77, , , , 
2019/3/17, 63, , , , 
2019/3/18, 131, , , , 
2019/3/19, 115, , , , 
2019/3/20, 93, , , , 
2019/3/21, 73, , , , 
2019/3/22, 69, , , , 
2019/3/23, 68, , , , 
2019/3/24, 82, , , , 
2019/3/27, 75, , , , 
2019/3/28, 100, , , , 
2019/3/29, 146, , , , 
2019/3/31, 73, , , , 
2019/4/1, 67, , , , 
2018/10/2, 95, , , , 
2018/10/3, 73, , , , 
2018/10/4, 81, , , , 
2018/10/5, 67, , , , 
2018/10/6, 68, , , , 
2018/10/7, 77, , , , 
2018/10/8, 65, , , , 
2018/10/9, 71, , , , 
2018/10/10, 56, , , , 
2018/10/11, 93, , , , 
2018/10/12, 87, , , , 
2018/10/13, 60, , , , 
2018/10/14, 66, , , , 
2018/10/15, 57, , , , 
2018/10/16, 86, , , , 
2018/10/17, 81, , , , 
2018/10/18, 66, , , , 
2018/10/19, 60, , , , 
2018/10/20, 58, , , , 
2018/10/21, 54, , , , 
2018/10/23, 71, , , , 
2018/10/24, 60, , , , 
2018/10/25, 75, , , , 
2018/10/26, 88, , , , 
2018/10/27, 83, , , , 
2018/10/28, 65, , , , 
2018/10/29, 61, , , , 
2018/10/30, 57, , , , 
2018/10/31, 72, , , , 
2018/11/1, 70, , , , 
2018/11/2, 62, , , , 
2018/11/3, 57, , , , 
2018/11/4, 80, , , , 
2018/11/5, 93, , , , 
2018/11/6, 60, , , , 
2018/11/7, 76, , , , 
2018/11/8, 71, , , , 
2018/11/9, 62, , , , 
2018/11/10, 98, , , , 
2018/11/11, 151, , , , 
2018/11/12, 121, , , , 
2018/11/13, 77, , , , 
2018/11/14, 64, , , , 
2018/11/15, 63, , , , 
2018/11/16, 60, , , , 
2018/11/17, 62, , , , 
2018/11/18, 63, , , , 
2018/11/19, 100, , , , 
2018/11/20, 74, , , , 
2018/11/21, 71, , , , 
2018/11/22, 68, , , , 
2018/11/23, 64, , , , 
2018/11/24, 59, , , , 
2018/11/25, 66, , , , 
2018/11/26, 61, , , , 
2018/11/27, 62, , , , 
2018/11/28, 70, , , , 
2018/11/29, 60, , , , 
2018/11/30, 62, , , , 
2018/12/1, 76, , , , 
2018/12/2, 71, , , , 
2018/12/3, 109, , , , 
2018/12/4, 92, , , , 
2018/12/5, 141, , , , 
2018/12/6, 114, , , , 
2018/12/7, 320, , , , 
2018/12/8, 364, , , , 
2018/12/9, 328, , , , 
2018/12/10, 161, , , , 
2018/12/11, 151, , , , 
2018/12/12, 155, , , , 
2018/12/14, 113, , , , 
2018/12/15, 83, , , , 
2018/12/16, 120, , , , 
2018/12/17, 82, , , , 
2018/12/18, 65, , , , 
2018/12/19, 110, , , , 
2018/12/20, 72, , , , 
2018/12/21, 167, , , , 
2018/12/22, 136, , , , 
2018/12/23, 131, , , , 
2018/12/24, 110, , , , 
2018/12/25, 153, , , , 
2018/12/26, 179, , , , 
2018/12/27, 240, , , , 
2018/12/28, 195, , , , 
2018/12/29, 90, , , , 
2018/12/30, 73, , , , 
2018/12/31, 75, , , , 
2018/7/2, 70, , , , 
2018/7/3, 67, , , , 
2018/7/4, 67, , , , 
2018/7/5, 59, , , , 
2018/7/6, 62, , , , 
2018/7/7, 61, , , , 
2018/7/8, 56, , , , 
2018/7/9, 65, , , , 
2018/7/10, 65, , , , 
2018/7/11, 66, , , , 
2018/7/12, 63, , , , 
2018/7/13, 68, , , , 
2018/7/14, 66, , , , 
2018/7/15, 96, , , , 
2018/7/16, 80, , , , 
2018/7/17, 84, , , , 
2018/7/18, 76, , , , 
2018/7/19, 75, , , , 
2018/7/20, 72, , , , 
2018/7/21, 78, , , , 
2018/7/22, 80, , , , 
2018/7/23, 62, , , , 
2018/7/24, 82, , , , 
2018/7/25, 93, , , , 
2018/7/26, 123, , , , 
2018/7/27, 74, , , , 
2018/7/28, 92, , , , 
2018/7/29, 74, , , , 
2018/7/30, 61, , , , 
2018/7/31, 69, , , , 
2018/8/1, 62, , , , 
2018/8/2, 66, , , , 
2018/8/3, 78, , , , 
2018/8/4, 93, , , , 
2018/8/5, 98, , , , 
2018/8/6, 80, , , , 
2018/8/7, 68, , , , 
2018/8/8, 81, , , , 
2018/8/9, 71, , , , 
2018/8/10, 67, , , , 
2018/8/11, 69, , , , 
2018/8/12, 61, , , , 
2018/8/13, 59, , , , 
2018/6/5, 62, , , , 
2018/6/6, 59, , , , 
2018/6/7, 57, , , , 
2018/6/8, 63, , , , 
2018/6/9, 74, , , , 
2018/6/10, 66, , , , 
2018/6/11, 59, , , , 
2018/6/12, 71, , , , 
2018/6/13, 71, , , , 
2018/6/14, 82, , , , 
2018/6/15, 72, , , , 
2018/6/16, 68, , , , 
2018/6/17, 73, , , , 
2018/6/19, 70, , , , 
2018/6/20, 71, , , , 
2018/6/21, 74, , , , 
