date, pm25, pm10, o3, so2, co
2022/12/26, 179, , , , 
2022/12/27, 134, , , , 
2022/12/28, 113, , , , 
2022/12/29, 172, , , , 
2022/12/30, 127, , , , 
2022/12/31, 142, , , , 
2023/1/1, 122, , , , 
2023/1/2, 128, , , , 
2022/7/2, 61, , , , 
2022/7/3, 73, , , , 
2022/7/4, 78, , , , 
2022/7/5, 99, , , , 
2022/7/6, 68, , , , 
2022/4/2, 77, , , , 
2022/4/3, 93, , , , 
2022/4/4, 98, , , , 
2022/4/5, 89, , , , 
2022/4/6, 86, , , , 
2022/4/7, 86, , , , 
2022/4/8, 95, , , , 
2022/4/9, 95, , , , 
2022/4/10, 117, , , , 
2022/4/11, 128, , , , 
2022/4/12, 118, , , , 
2022/4/13, 126, , , , 
2022/4/14, 107, , , , 
2022/4/15, 98, , , , 
2022/4/16, 113, , , , 
2022/4/22, 105, , , , 
2022/4/23, 93, , , , 
2022/4/24, 84, , , , 
2022/4/25, 122, , , , 
2022/4/27, 97, , , , 
2022/4/28, 74, , , , 
2022/4/29, 84, , , , 
2022/4/30, 92, , , , 
2022/5/1, 96, , , , 
2022/5/2, 83, , , , 
2022/5/3, 90, , , , 
2022/5/4, 85, , , , 
2022/5/5, 71, , , , 
2022/5/6, 60, , , , 
2022/5/7, 80, , , , 
2022/5/8, 68, , , , 
2022/5/9, 78, , , , 
2022/5/10, 107, , , , 
2022/5/11, 74, , , , 
2022/5/12, 72, , , , 
2022/5/13, 82, , , , 
2022/5/14, 81, , , , 
2022/5/15, 78, , , , 
2022/5/16, 73, , , , 
2022/5/17, 90, , , , 
2022/5/18, 86, , , , 
2022/5/19, 88, , , , 
2022/5/20, 80, , , , 
2022/5/21, 89, , , , 
2022/5/22, 89, , , , 
2022/5/23, 64, , , , 
2022/5/24, 77, , , , 
2022/5/25, 101, , , , 
2022/5/26, 78, , , , 
2022/5/27, 106, , , , 
2022/5/28, 106, , , , 
2022/5/29, 64, , , , 
2022/5/30, 64, , , , 
2022/5/31, 78, , , , 
2022/6/1, 78, , , , 
2022/6/2, 87, , , , 
2022/6/3, 80, , , , 
2022/6/4, 73, , , , 
2022/6/5, 63, , , , 
2022/6/6, 72, , , , 
2022/6/7, 70, , , , 
2022/6/8, 76, , , , 
2022/6/9, 89, , , , 
2022/6/10, 90, , , , 
2022/6/11, 81, , , , 
2022/6/12, 72, , , , 
2022/6/13, 83, , , , 
2022/6/14, 90, , , , 
2022/6/15, 71, , , , 
2022/6/16, 81, , , , 
2022/6/17, 77, , , , 
2022/6/18, 68, , , , 
2022/6/19, 61, , , , 
2022/6/20, 80, , , , 
2022/6/21, 82, , , , 
2022/6/22, 74, , , , 
2022/6/23, 89, , , , 
2022/6/24, 75, , , , 
2022/6/25, 106, , , , 
2022/6/26, 105, , , , 
2022/6/27, 103, , , , 
2022/6/28, 92, , , , 
2022/6/29, 81, , , , 
2022/6/30, 99, , , , 
2022/7/1, 106, , , , 
2022/1/4, 66, , , , 
2022/1/5, 82, , , , 
2022/1/6, 81, , , , 
2022/1/7, 116, , , , 
2022/1/8, 64, , , , 
2022/1/9, 131, , , , 
2022/1/10, 115, , , , 
2022/1/11, 137, , , , 
2022/1/12, 142, , , , 
2022/1/13, 108, , , , 
2022/1/14, 132, , , , 
2022/1/15, 71, , , , 
2022/1/16, 72, , , , 
2022/1/17, 82, , , , 
2022/1/18, 88, , , , 
2022/1/19, 103, , , , 
2022/1/20, 77, , , , 
2022/1/21, 80, , , , 
2022/1/22, 101, , , , 
2022/1/23, 103, , , , 
2022/1/24, 82, , , , 
2022/1/25, 129, , , , 
2022/1/26, 119, , , , 
2022/1/27, 154, , , , 
2022/1/28, 83, , , , 
2022/1/29, 110, , , , 
2022/1/30, 99, , , , 
2022/1/31, 124, , , , 
2022/2/1, 131, , , , 
2022/2/2, 96, , , , 
2022/2/3, 104, , , , 
2022/2/4, 142, , , , 
2022/2/5, 83, , , , 
2022/2/6, 126, , , , 
2022/2/7, 85, , , , 
2022/2/8, 79, , , , 
2022/2/9, 110, , , , 
2022/2/10, 99, , , , 
2022/2/11, 71, , , , 
2022/2/12, 77, , , , 
2022/2/13, 83, , , , 
2022/2/14, 89, , , , 
2022/2/15, 110, , , , 
2022/2/16, 92, , , , 
2022/2/17, 128, , , , 
2022/2/18, 98, , , , 
2022/2/19, 76, , , , 
2022/2/20, 71, , , , 
2022/2/21, 86, , , , 
2022/2/22, 88, , , , 
2022/2/23, 120, , , , 
2022/2/24, 141, , , , 
2022/2/25, 125, , , , 
2022/2/26, 121, , , , 
2022/2/27, 140, , , , 
2022/2/28, 85, , , , 
2022/3/1, 95, , , , 
2022/3/2, 83, , , , 
2022/3/3, 106, , , , 
2022/3/4, 93, , , , 
2022/3/5, 91, , , , 
2022/3/6, 107, , , , 
2022/3/7, 93, , , , 
2022/3/8, 83, , , , 
2022/3/9, 86, , , , 
2022/3/10, 86, , , , 
2022/3/11, 70, , , , 
2022/3/12, 75, , , , 
2022/3/13, 62, , , , 
2022/3/14, 77, , , , 
2022/3/15, 102, , , , 
2022/3/16, 77, , , , 
2022/3/17, 87, , , , 
2022/3/18, 87, , , , 
2022/3/19, 59, , , , 
2022/3/20, 87, , , , 
2022/3/21, 121, , , , 
2022/3/22, 126, , , , 
2022/3/23, 93, , , , 
2022/3/24, 69, , , , 
2022/3/25, 101, , , , 
2022/3/26, 85, , , , 
2022/3/27, 83, , , , 
2022/3/28, 93, , , , 
2022/3/29, 109, , , , 
2022/3/30, 89, , , , 
2022/3/31, 81, , , , 
2022/4/1, 88, , , , 
2021/10/2, 66, , , , 
2021/10/3, 79, , , , 
2021/10/4, 104, , , , 
2021/10/5, 126, , , , 
2021/10/6, 133, , , , 
2021/10/7, 132, , , , 
2021/10/8, 148, , , , 
2021/10/9, 149, , , , 
2021/10/10, 95, , , , 
2021/10/11, 99, , , , 
2021/10/12, 112, , , , 
2021/10/13, 109, , , , 
2021/10/14, 139, , , , 
2021/10/15, 140, , , , 
2021/10/16, 138, , , , 
2021/10/17, 141, , , , 
2021/10/18, 141, , , , 
2021/10/19, 144, , , , 
2021/10/20, 159, , , , 
2021/10/21, 162, , , , 
2021/10/22, 91, , , , 
2021/10/23, 78, , , , 
2021/10/24, 111, , , , 
2021/10/25, 140, , , , 
2021/10/26, 150, , , , 
2021/10/27, 150, , , , 
2021/10/28, 143, , , , 
2021/10/29, 98, , , , 
2021/10/30, 80, , , , 
2021/10/31, 119, , , , 
2021/11/1, 130, , , , 
2021/11/2, 138, , , , 
2021/11/3, 120, , , , 
2021/11/4, 141, , , , 
2021/11/5, 131, , , , 
2021/11/6, 629, , , , 
2021/11/7, 412, , , , 
2021/11/8, 265, , , , 
2021/11/9, 182, , , , 
2021/11/10, 179, , , , 
2021/11/11, 172, , , , 
2021/11/13, 163, , , , 
2021/11/14, 170, , , , 
2021/11/17, 91, , , , 
2021/11/18, 208, , , , 
2021/11/19, 125, , , , 
2021/11/20, 145, , , , 
2021/11/21, 159, , , , 
2021/11/22, 125, , , , 
2021/11/23, 134, , , , 
2021/11/24, 132, , , , 
2021/11/25, 155, , , , 
2021/11/26, 140, , , , 
2021/11/27, 74, , , , 
2021/11/28, 96, , , , 
2021/11/29, 133, , , , 
2021/11/30, 128, , , , 
2021/12/1, 124, , , , 
2021/12/2, 76, , , , 
2021/12/3, 75, , , , 
2021/12/4, 142, , , , 
2021/12/5, 180, , , , 
2021/12/6, 155, , , , 
2021/12/7, 170, , , , 
2021/12/8, 163, , , , 
2021/12/9, 186, , , , 
2021/12/10, 180, , , , 
2021/12/11, 154, , , , 
2021/12/12, 156, , , , 
2021/12/13, 169, , , , 
2021/12/14, 138, , , , 
2021/12/15, 62, , , , 
2021/12/16, 79, , , , 
2021/12/17, 120, , , , 
2021/12/18, 163, , , , 
2021/12/19, 128, , , , 
2021/12/20, 113, , , , 
2021/12/21, 89, , , , 
2021/12/22, 60, , , , 
2021/12/23, 120, , , , 
2021/12/24, 105, , , , 
2021/12/25, 125, , , , 
2021/12/26, 121, , , , 
2021/12/27, 84, , , , 
2021/12/28, 130, , , , 
2021/12/29, 136, , , , 
2021/12/30, 135, , , , 
2021/12/31, 151, , , , 
2022/1/1, 95, , , , 
2022/1/2, 99, , , , 
2022/1/3, 106, , , , 
2021/7/2, 83, , , , 
2021/7/3, 88, , , , 
2021/7/4, 87, , , , 
2021/7/5, 83, , , , 
2021/7/6, 104, , , , 
2021/7/7, 104, , , , 
2021/7/8, 98, , , , 
2021/7/9, 117, , , , 
2021/7/10, 152, , , , 
2021/7/11, 137, , , , 
2021/7/12, 139, , , , 
2021/7/13, 178, , , , 
2021/7/14, 119, , , , 
2021/7/15, 111, , , , 
2021/7/16, 97, , , , 
2021/7/17, 94, , , , 
2021/7/18, 105, , , , 
2021/7/19, 106, , , , 
2021/7/20, 98, , , , 
2021/7/21, 95, , , , 
2021/7/22, 96, , , , 
2021/7/23, 78, , , , 
2021/7/24, 84, , , , 
2021/7/25, 83, , , , 
2021/7/26, 94, , , , 
2021/7/27, 90, , , , 
2021/7/28, 101, , , , 
2021/7/29, 124, , , , 
2021/7/30, 92, , , , 
2021/7/31, 75, , , , 
2021/8/1, 87, , , , 
2021/8/2, 102, , , , 
2021/8/3, 99, , , , 
2021/8/4, 88, , , , 
2021/8/5, 125, , , , 
2021/8/6, 86, , , , 
2021/8/7, 92, , , , 
2021/8/8, 93, , , , 
2021/8/9, 115, , , , 
2021/8/10, 156, , , , 
2021/8/11, 99, , , , 
2021/8/12, 136, , , , 
2021/8/13, 132, , , , 
2021/8/14, 110, , , , 
2021/8/15, 107, , , , 
2021/8/16, 99, , , , 
2021/8/17, 114, , , , 
2021/8/18, 126, , , , 
2021/8/19, 131, , , , 
2021/8/20, 135, , , , 
2021/8/21, 131, , , , 
2021/8/22, 128, , , , 
2021/8/23, 127, , , , 
2021/8/24, 137, , , , 
2021/8/25, 119, , , , 
2021/8/26, 93, , , , 
2021/8/27, 98, , , , 
2021/8/28, 87, , , , 
2021/8/29, 95, , , , 
2021/8/30, 98, , , , 
2021/8/31, 97, , , , 
2021/9/1, 107, , , , 
2021/9/2, 87, , , , 
2021/9/3, 76, , , , 
2021/9/4, 94, , , , 
2021/9/5, 110, , , , 
2021/9/6, 99, , , , 
2021/9/7, 110, , , , 
2021/9/8, 112, , , , 
2021/9/9, 101, , , , 
2021/9/10, 85, , , , 
2021/9/11, 98, , , , 
2021/9/12, 90, , , , 
2021/9/13, 72, , , , 
2021/9/14, 83, , , , 
2021/9/15, 97, , , , 
2021/9/16, 104, , , , 
2021/9/17, 92, , , , 
2021/9/18, 95, , , , 
2021/9/19, 98, , , , 
2021/9/20, 104, , , , 
2021/9/21, 103, , , , 
2021/9/22, 117, , , , 
2021/9/23, 107, , , , 
2021/9/24, 83, , , , 
2021/9/25, 87, , , , 
2021/9/26, 113, , , , 
2021/9/27, 109, , , , 
2021/9/28, 148, , , , 
2021/9/29, 147, , , , 
2021/9/30, 113, , , , 
2021/10/1, 94, , , , 
2021/4/2, 62, , , , 
2021/4/3, 102, , , , 
2021/4/4, 91, , , , 
2021/4/5, 101, , , , 
2021/4/6, 115, , , , 
2021/4/7, 106, , , , 
2021/4/8, 108, , , , 
2021/4/9, 82, , , , 
2021/4/10, 81, , , , 
2021/4/11, 86, , , , 
2021/4/12, 100, , , , 
2021/4/13, 89, , , , 
2021/4/14, 139, , , , 
2021/4/15, 83, , , , 
2021/4/16, 95, , , , 
2021/4/17, 103, , , , 
2021/4/18, 84, , , , 
2021/4/19, 107, , , , 
2021/4/20, 82, , , , 
2021/4/21, 108, , , , 
2021/4/22, 61, , , , 
2021/4/23, 87, , , , 
2021/4/24, 93, , , , 
2021/4/25, 96, , , , 
2021/4/26, 76, , , , 
2021/4/27, 85, , , , 
2021/4/28, 78, , , , 
2021/4/29, 72, , , , 
2021/4/30, 94, , , , 
2021/5/1, 89, , , , 
2021/5/2, 81, , , , 
2021/5/3, 92, , , , 
2021/5/4, 73, , , , 
2021/5/5, 97, , , , 
2021/5/6, 113, , , , 
2021/5/10, 78, , , , 
2021/5/11, 76, , , , 
2021/5/12, 92, , , , 
2021/5/13, 74, , , , 
2021/5/14, 73, , , , 
2021/5/15, 77, , , , 
2021/5/16, 85, , , , 
2021/5/17, 94, , , , 
2021/5/18, 85, , , , 
2021/5/19, 79, , , , 
2021/5/20, 85, , , , 
2021/5/21, 69, , , , 
2021/5/22, 63, , , , 
2021/5/23, 75, , , , 
2021/5/24, 84, , , , 
2021/5/25, 93, , , , 
2021/5/26, 95, , , , 
2021/5/27, 82, , , , 
2021/5/28, 76, , , , 
2021/5/29, 73, , , , 
2021/5/30, 76, , , , 
2021/5/31, 71, , , , 
2021/6/1, 69, , , , 
2021/6/2, 82, , , , 
2021/6/3, 81, , , , 
2021/6/4, 81, , , , 
2021/6/5, 81, , , , 
2021/6/6, 77, , , , 
2021/6/8, 125, , , , 
2021/6/9, 119, , , , 
2021/6/10, 96, , , , 
2021/6/11, 83, , , , 
2021/6/12, 82, , , , 
2021/6/13, 82, , , , 
2021/6/14, 90, , , , 
2021/6/15, 85, , , , 
2021/6/16, 101, , , , 
2021/6/17, 94, , , , 
2021/6/18, 75, , , , 
2021/6/19, 87, , , , 
2021/6/20, 97, , , , 
2021/6/21, 86, , , , 
2021/6/22, 97, , , , 
2021/6/23, 89, , , , 
2021/6/24, 90, , , , 
2021/6/25, 94, , , , 
2021/6/26, 89, , , , 
2021/6/27, 94, , , , 
2021/6/28, 103, , , , 
2021/6/29, 87, , , , 
2021/6/30, 104, , , , 
2021/7/1, 112, , , , 
2021/1/5, 162, , , , 
2021/1/6, 141, , , , 
2021/1/7, 114, , , , 
2021/1/8, 110, , , , 
2021/1/9, 122, , , , 
2021/1/10, 174, , , , 
2021/1/11, 154, , , , 
2021/1/12, 160, , , , 
2021/1/13, 151, , , , 
2021/1/14, 167, , , , 
2021/1/15, 159, , , , 
2021/1/16, 188, , , , 
2021/1/19, 144, , , , 
2021/1/20, 109, , , , 
2021/1/21, 82, , , , 
2021/1/22, 85, , , , 
2021/1/23, 73, , , , 
2021/1/24, 89, , , , 
2021/1/25, 88, , , , 
2021/1/26, 149, , , , 
2021/1/27, 142, , , , 
2021/1/28, 166, , , , 
2021/1/29, 131, , , , 
2021/1/30, 139, , , , 
2021/1/31, 128, , , , 
2021/2/1, 101, , , , 
2021/2/2, 124, , , , 
2021/2/3, 138, , , , 
2021/2/4, 146, , , , 
2021/2/5, 122, , , , 
2021/2/6, 124, , , , 
2021/2/7, 150, , , , 
2021/2/8, 115, , , , 
2021/2/9, 97, , , , 
2021/2/10, 113, , , , 
2021/2/11, 123, , , , 
2021/2/12, 122, , , , 
2021/2/13, 98, , , , 
2021/2/14, 90, , , , 
2021/2/15, 81, , , , 
2021/2/16, 67, , , , 
2021/2/17, 77, , , , 
2021/2/18, 82, , , , 
2021/2/19, 76, , , , 
2021/2/20, 112, , , , 
2021/2/21, 65, , , , 
2021/2/22, 86, , , , 
2021/2/23, 99, , , , 
2021/2/24, 100, , , , 
2021/2/25, 72, , , , 
2021/2/26, 82, , , , 
2021/2/27, 126, , , , 
2021/2/28, 125, , , , 
2021/3/1, 81, , , , 
2021/3/2, 106, , , , 
2021/3/3, 133, , , , 
2021/3/4, 116, , , , 
2021/3/5, 108, , , , 
2021/3/6, 76, , , , 
2021/3/7, 88, , , , 
2021/3/8, 72, , , , 
2021/3/9, 110, , , , 
2021/3/10, 78, , , , 
2021/3/11, 89, , , , 
2021/3/12, 93, , , , 
2021/3/13, 101, , , , 
2021/3/14, 84, , , , 
2021/3/15, 94, , , , 
2021/3/16, 114, , , , 
2021/3/17, 139, , , , 
2021/3/18, 152, , , , 
2021/3/19, 129, , , , 
2021/3/20, 87, , , , 
2021/3/21, 81, , , , 
2021/3/22, 87, , , , 
2021/3/23, 113, , , , 
2021/3/24, 85, , , , 
2021/3/25, 117, , , , 
2021/3/26, 97, , , , 
2021/3/27, 110, , , , 
2021/3/28, 114, , , , 
2021/3/29, 83, , , , 
2021/3/30, 69, , , , 
2021/3/31, 81, , , , 
2021/4/1, 80, , , , 
2020/10/2, 79, , , , 
2020/10/3, 93, , , , 
2020/10/4, 93, , , , 
2020/10/5, 92, , , , 
2020/10/6, 87, , , , 
2020/10/7, 99, , , , 
2020/10/8, 107, , , , 
2020/10/9, 118, , , , 
2020/10/10, 115, , , , 
2020/10/11, 132, , , , 
2020/10/15, 122, , , , 
2020/10/16, 152, , , , 
2020/10/17, 151, , , , 
2020/10/18, 154, , , , 
2020/10/19, 143, , , , 
2020/10/20, 159, , , , 
2020/10/21, 165, , , , 
2020/10/22, 155, , , , 
2020/10/23, 116, , , , 
2020/10/24, 94, , , , 
2020/10/25, 110, , , , 
2020/10/26, 147, , , , 
2020/10/27, 140, , , , 
2020/10/28, 123, , , , 
2020/10/29, 76, , , , 
2020/10/30, 137, , , , 
2020/10/31, 163, , , , 
2020/11/1, 159, , , , 
2020/11/2, 149, , , , 
2020/11/3, 137, , , , 
2020/11/4, 155, , , , 
2020/11/5, 178, , , , 
2020/11/6, 171, , , , 
2020/11/7, 156, , , , 
2020/11/8, 104, , , , 
2020/11/9, 137, , , , 
2020/11/10, 77, , , , 
2020/11/11, 120, , , , 
2020/11/12, 163, , , , 
2020/11/13, 85, , , , 
2020/11/14, 64, , , , 
2020/11/15, 80, , , , 
2020/11/16, 125, , , , 
2020/11/17, 122, , , , 
2020/11/18, 79, , , , 
2020/11/19, 84, , , , 
2020/11/20, 102, , , , 
2020/11/21, 143, , , , 
2020/11/22, 157, , , , 
2020/11/23, 123, , , , 
2020/11/24, 137, , , , 
2020/11/25, 163, , , , 
2020/11/26, 169, , , , 
2020/11/27, 152, , , , 
2020/11/28, 102, , , , 
2020/11/29, 115, , , , 
2020/11/30, 110, , , , 
2020/12/1, 143, , , , 
2020/12/2, 161, , , , 
2020/12/3, 150, , , , 
2020/12/4, 163, , , , 
2020/12/5, 129, , , , 
2020/12/6, 140, , , , 
2020/12/7, 146, , , , 
2020/12/8, 143, , , , 
2020/12/9, 156, , , , 
2020/12/10, 155, , , , 
2020/12/11, 159, , , , 
2020/12/12, 174, , , , 
2020/12/13, 159, , , , 
2020/12/14, 147, , , , 
2020/12/15, 138, , , , 
2020/12/16, 136, , , , 
2020/12/17, 135, , , , 
2020/12/18, 145, , , , 
2020/12/19, 120, , , , 
2020/12/20, 129, , , , 
2020/12/21, 93, , , , 
2020/12/22, 106, , , , 
2020/12/23, 140, , , , 
2020/12/24, 130, , , , 
2020/12/25, 148, , , , 
2020/12/26, 118, , , , 
2020/12/27, 82, , , , 
2020/12/28, 101, , , , 
2020/12/29, 149, , , , 
2020/12/30, 145, , , , 
2020/12/31, 171, , , , 
2021/1/1, 170, , , , 
2021/1/2, 176, , , , 
2021/1/3, 176, , , , 
2021/1/4, 180, , , , 
2020/7/2, 85, , , , 
2020/7/3, 93, , , , 
2020/7/4, 55, , , , 
2020/7/5, 68, , , , 
2020/7/6, 80, , , , 
2020/7/7, 61, , , , 
2020/7/8, 83, , , , 
2020/7/9, 107, , , , 
2020/7/10, 98, , , , 
2020/7/11, 66, , , , 
2020/7/12, 78, , , , 
2020/7/13, 87, , , , 
2020/7/14, 86, , , , 
2020/7/15, 72, , , , 
2020/7/16, 76, , , , 
2020/7/17, 79, , , , 
2020/7/18, 71, , , , 
2020/7/19, 70, , , , 
2020/7/24, 85, , , , 
2020/7/25, 80, , , , 
2020/7/26, 71, , , , 
2020/7/27, 76, , , , 
2020/7/28, 70, , , , 
2020/7/29, 86, , , , 
2020/7/30, 69, , , , 
2020/7/31, 72, , , , 
2020/8/1, 81, , , , 
2020/8/2, 82, , , , 
2020/8/3, 69, , , , 
2020/8/4, 81, , , , 
2020/8/5, 82, , , , 
2020/8/6, 77, , , , 
2020/8/7, 86, , , , 
2020/8/8, 92, , , , 
2020/8/9, 83, , , , 
2020/8/10, 80, , , , 
2020/8/11, 81, , , , 
2020/8/12, 92, , , , 
2020/8/13, 87, , , , 
2020/8/14, 91, , , , 
2020/8/15, 78, , , , 
2020/8/16, 78, , , , 
2020/8/17, 94, , , , 
2020/8/18, 93, , , , 
2020/8/19, 69, , , , 
2020/8/20, 80, , , , 
2020/8/21, 76, , , , 
2020/8/22, 76, , , , 
2020/8/23, 79, , , , 
2020/8/24, 88, , , , 
2020/8/25, 126, , , , 
2020/8/26, 186, , , , 
2020/8/27, 101, , , , 
2020/8/28, 100, , , , 
2020/8/29, 92, , , , 
2020/8/30, 101, , , , 
2020/8/31, 101, , , , 
2020/9/1, 93, , , , 
2020/9/2, 79, , , , 
2020/9/3, 78, , , , 
2020/9/4, 76, , , , 
2020/9/5, 81, , , , 
2020/9/6, 86, , , , 
2020/9/7, 66, , , , 
2020/9/8, 84, , , , 
2020/9/9, 102, , , , 
2020/9/10, 116, , , , 
2020/9/11, 118, , , , 
2020/9/12, 108, , , , 
2020/9/13, 93, , , , 
2020/9/14, 92, , , , 
2020/9/15, 105, , , , 
2020/9/16, 86, , , , 
2020/9/17, 91, , , , 
2020/9/18, 93, , , , 
2020/9/19, 72, , , , 
2020/9/21, 93, , , , 
2020/9/22, 91, , , , 
2020/9/23, 87, , , , 
2020/9/24, 92, , , , 
2020/9/25, 85, , , , 
2020/9/26, 103, , , , 
2020/9/27, 129, , , , 
2020/9/28, 131, , , , 
2020/9/29, 134, , , , 
2020/9/30, 130, , , , 
2020/10/1, 89, , , , 
2020/4/2, 60, , , , 
2020/4/3, 60, , , , 
2020/4/4, 73, , , , 
2020/4/5, 68, , , , 
2020/4/6, 73, , , , 
2020/4/7, 88, , , , 
2020/4/8, 80, , , , 
2020/4/9, 60, , , , 
2020/4/10, 63, , , , 
2020/4/11, 119, , , , 
2020/4/12, 66, , , , 
2020/4/13, 53, , , , 
2020/4/14, 53, , , , 
2020/4/15, 57, , , , 
2020/4/16, 63, , , , 
2020/4/17, 60, , , , 
2020/4/18, 80, , , , 
2020/4/19, 63, , , , 
2020/4/20, 67, , , , 
2020/4/21, 77, , , , 
2020/4/22, 77, , , , 
2020/4/23, 72, , , , 
2020/4/24, 70, , , , 
2020/4/25, 73, , , , 
2020/4/26, 73, , , , 
2020/4/27, 77, , , , 
2020/4/28, 82, , , , 
2020/4/29, 118, , , , 
2020/4/30, 76, , , , 
2020/5/1, 53, , , , 
2020/5/2, 67, , , , 
2020/5/3, 71, , , , 
2020/5/4, 72, , , , 
2020/5/5, 58, , , , 
2020/5/6, 61, , , , 
2020/5/7, 60, , , , 
2020/5/8, 70, , , , 
2020/5/9, 62, , , , 
2020/5/10, 59, , , , 
