date, pm25, pm10
2022/4/9, 73, 43
2022/4/10, 102, 52
2022/4/11, 124, 44
2022/4/12, 113, 60
2022/4/13, 155, 71
2022/4/14, 153, 41
2022/4/15, 104, 51
2022/4/16, 132, 48
2022/4/17, 125, 56
2022/4/18, 128, 37
2022/4/19, 98, 44
2022/4/20, 108, 38
2022/4/21, 86, 31
2022/4/22, 82, 64
2022/4/23, 135, 46
2022/4/24, 115, 41
2022/4/25, 106, 49
2022/4/26, 115, 33
2022/4/27, 81, 24
2022/4/28, 66, 20
2022/4/29, 56, 
2022/4/30, 51, 
2022/5/1, 98, 
2022/5/2, 101, 
2022/5/3, 103, 
2022/5/4, 71, 
2022/5/5, 89, 
2022/5/6, 74, 
2022/5/7, 65, 
2022/5/8, 104, 
2022/5/9, 76, 
2022/5/10, 90, 
2022/5/11, 103, 
2022/5/12, 94, 34
2022/5/13, 90, 29
2022/5/14, 76, 49
2022/5/15, 117, 50
2022/5/16, 125, 44
2022/5/17, 113, 33
2022/5/18, 106, 
2022/5/19, 115, 
2022/5/20, 147, 20
2022/5/21, 109, 44
2022/5/22, 102, 
2022/5/23, 108, 
2022/5/24, 115, 
2022/5/25, 109, 
2022/5/26, 130, 
2022/5/27, 106, 
2022/5/28, 138, 
2022/5/29, 125, 
2022/5/30, 87, 
2022/5/31, 93, 25
2022/6/1, 117, 23
2022/6/3, 79, 32
2022/6/4, 99, 
2022/6/5, 122, 
2022/6/6, 126, 
2022/6/7, 117, 50
2022/6/8, 107, 39
2022/6/9, 100, 36
2022/6/10, 85, 51
2022/6/11, 100, 
2022/6/12, 102, 
2022/6/13, 125, 
2022/6/14, 105, 
2022/6/15, 123, 
2022/6/16, 152, 76
2022/6/17, 138, 
2022/6/18, 134, 
2022/6/19, 132, 
2022/6/20, 135, 
2022/6/21, 147, 64
2022/6/22, 131, 
2022/6/23, 136, 67
2022/6/24, 130, 
2022/6/25, 155, 
2022/6/26, 139, 
2022/6/27, 122, 50
2022/6/28, 117, 
2022/6/29, 106, 
2022/6/30, 93, 63
2022/7/1, 123, 
2022/1/28, 72, 
2022/1/29, 83, 
2022/1/30, 128, 
2022/1/31, 145, 
2022/2/1, 93, 
2022/2/2, 90, 
2022/2/3, 65, 
2022/2/4, 85, 
2022/2/5, 70, 
2022/2/6, 78, 
2022/2/7, 59, 
2022/2/8, 58, 
2022/2/9, 114, 
2022/2/10, 95, 
2022/2/11, 63, 
2022/2/12, 124, 
2022/2/16, 146, 
2022/2/17, 118, 
2022/2/18, 119, 
2022/2/19, 109, 
2022/2/20, 124, 
2022/2/21, 104, 
2022/2/22, 95, 
2022/2/23, 98, 
2022/2/24, 97, 
2022/2/25, 61, 
2022/2/26, 63, 19
2022/2/27, 66, 21
2022/2/28, 55, 14
2022/3/1, 74, 22
2022/3/2, 62, 19
2022/3/3, 71, 28
2022/3/4, 56, 19
2022/3/5, 68, 21
2022/3/6, 66, 24
2022/3/7, 66, 21
2022/3/8, 60, 18
2022/3/9, 75, 27
2022/3/12, 115, 60
2022/3/13, 54, 
2022/3/14, 72, 
2022/3/15, 115, 
2022/3/16, 96, 
2022/3/17, 108, 
2022/3/18, 123, 
2022/3/19, 120, 34
2022/3/20, 68, 21
2022/3/21, 62, 
2022/3/22, 49, 
2022/3/23, 71, 
2022/3/24, 52, 
2022/3/26, 129, 61
2022/3/27, 131, 54
2022/3/28, 129, 52
2022/3/29, 72, 27
2022/3/30, 107, 46
2022/3/31, 114, 
2022/4/1, 88, 37
2021/10/15, 22, 62
2021/10/16, 39, 72
2021/10/17, 32, 
2021/10/18, 36, 
2021/10/19, 13, 22
2021/10/20, 28, 37
2021/10/21, 20, 
2021/10/22, 28, 
2021/10/23, 39, 70
2021/10/24, 31, 
2021/10/25, 30, 55
2021/10/27, 28, 51
2021/10/28, 26, 34
2021/10/29, 24, 50
2021/10/30, 31, 50
2021/10/31, 25, 
2021/11/1, 33, 63
2021/11/2, 27, 57
2021/11/3, 26, 37
2021/11/4, 23, 44
2021/11/5, 27, 46
2021/11/6, 33, 39
2021/11/7, 28, 32
2021/11/8, 21, 28
2021/11/9, 29, 42
2021/11/10, 28, 35
2021/11/11, 14, 22
2021/11/12, 19, 
2021/11/13, 23, 10
2021/7/2, 24, 49
2021/7/3, 39, 49
2021/7/4, 24, 61
2021/7/5, 32, 68
2021/7/6, 34, 53
2021/7/7, 21, 62
2021/7/8, 30, 71
2021/7/9, 29, 66
2021/7/10, 29, 55
2021/7/11, 24, 49
2021/7/12, 20, 44
2021/7/13, 19, 63
2021/7/14, 21, 37
2021/7/15, 17, 88
2021/7/16, 35, 72
2021/7/17, 37, 57
2021/7/18, 30, 71
2021/7/19, 28, 72
2021/7/20, 30, 
2021/7/27, 38, 
2021/7/28, 27, 
2021/7/29, 37, 
2021/7/30, 25, 68
2021/7/31, 30, 
2021/8/1, 13, 37
2021/8/2, 22, 33
2021/8/3, 19, 
2021/8/4, 23, 37
2021/8/5, 23, 51
2021/8/6, 25, 46
2021/8/7, 29, 54
2021/8/8, 28, 55
2021/8/9, 28, 46
2021/8/10, 25, 33
2021/8/11, 16, 54
2021/8/12, 25, 51
2021/8/13, 31, 65
2021/8/14, 24, 68
2021/8/17, 16, 57
2021/8/18, 28, 53
2021/8/19, 24, 58
2021/8/20, 29, 52
2021/8/21, 31, 47
2021/8/22, 23, 53
2021/8/23, 32, 55
2021/8/24, 32, 64
2021/8/25, 33, 51
2021/8/26, 29, 52
2021/8/27, 29, 61
2021/8/28, 37, 66
2021/8/29, 36, 64
2021/8/30, 38, 71
2021/8/31, 37, 58
2021/9/1, 24, 58
2021/9/2, 43, 55
2021/9/3, 39, 55
2021/9/4, 25, 48
2021/9/5, 23, 56
2021/9/6, 34, 54
2021/9/7, 34, 41
2021/9/8, 20, 46
2021/9/9, 28, 43
2021/9/10, 30, 47
2021/9/11, 25, 55
2021/9/12, 30, 43
2021/9/13, 27, 36
2021/9/14, 29, 32
2021/9/15, 20, 39
2021/9/16, 34, 35
2021/9/17, 24, 37
2021/9/18, 31, 45
2021/9/19, 25, 45
2021/9/20, 22, 43
2021/9/21, 24, 52
2021/9/22, 25, 45
2021/9/23, 33, 49
2021/9/24, 28, 43
2021/9/25, 31, 44
2021/9/26, 38, 39
2021/9/27, 28, 43
2021/9/28, 29, 37
2021/9/29, 21, 47
2021/9/30, 29, 56
2021/10/1, 45, 51
2021/4/13, 21, 46
2021/4/14, 25, 40
2021/4/15, 24, 45
2021/4/16, 19, 46
2021/4/17, 29, 48
2021/4/18, 25, 51
2021/4/19, 25, 47
2021/4/20, 30, 49
2021/4/21, 38, 49
2021/4/24, 25, 64
2021/4/25, 31, 59
2021/4/27, 1, 50
2021/4/28, 33, 55
2021/4/29, 22, 42
2021/4/30, 29, 51
2021/5/1, 24, 
2021/5/2, 26, 
2021/5/3, 21, 
2021/5/4, 21, 44
2021/5/5, 27, 44
2021/5/6, 26, 44
2021/5/7, 20, 37
2021/5/8, 31, 48
2021/5/9, 18, 40
2021/5/10, 18, 24
2021/5/11, 26, 47
2021/5/12, 35, 55
2021/5/13, 25, 57
2021/5/14, 33, 55
2021/5/15, 26, 41
2021/5/16, 22, 40
2021/5/17, 25, 39
2021/5/18, 24, 34
2021/5/19, 18, 25
2021/5/20, 26, 42
2021/5/21, 13, 49
2021/5/22, 35, 49
2021/5/23, 22, 50
2021/5/24, 30, 59
2021/5/25, 32, 81
2021/5/26, 25, 37
2021/5/27, 28, 55
2021/5/28, 12, 46
2021/6/1, 2, 44
2021/6/2, 27, 58
2021/6/3, 31, 51
2021/6/4, 25, 58
2021/6/5, 32, 60
2021/6/6, 29, 51
2021/6/7, 24, 47
2021/6/8, 19, 51
2021/6/9, 19, 53
2021/6/10, 15, 67
2021/6/11, 32, 61
2021/6/12, 14, 50
2021/6/13, 29, 57
2021/6/14, 22, 45
2021/6/15, 25, 65
2021/6/16, 28, 45
2021/6/17, 31, 76
2021/6/18, 31, 67
2021/6/19, 32, 60
2021/6/20, 35, 65
2021/6/21, 40, 76
2021/6/22, 51, 88
2021/6/23, 28, 31
2021/6/24, 31, 63
2021/6/30, 6, 57
2021/7/1, 37, 60
2021/1/5, 93, 34
2021/1/6, 71, 29
2021/1/7, 83, 23
2021/1/8, 69, 33
2021/1/9, 65, 35
2021/1/10, 96, 25
2021/1/11, 60, 31
2021/1/12, 94, 30
2021/1/13, 69, 30
2021/1/14, 108, 27
2021/1/15, 49, 36
2021/1/16, 99, 62
2021/1/17, 120, 48
2021/1/18, 86, 27
2021/1/19, 62, 36
2021/1/20, 100, 33
2021/1/21, 82, 38
2021/1/22, 93, 37
2021/1/23, 93, 59
2021/1/24, 128, 28
2021/1/25, 51, 56
2021/1/28, 8, 22
2021/1/29, 15, 23
2021/1/30, 19, 27
2021/1/31, 14, 39
2021/2/1, 16, 52
2021/2/2, 32, 25
2021/2/3, 18, 20
2021/2/4, 17, 36
2021/2/5, 9, 27
2021/2/6, 1, 27
2021/2/7, 13, 27
2021/2/8, 11, 22
2021/2/9, 10, 33
2021/2/10, 15, 27
2021/2/11, 13, 21
2021/2/12, 15, 24
2021/2/13, 16, 22
2021/2/14, 15, 34
2021/2/15, 11, 34
2021/2/16, 18, 21
2021/2/17, 11, 35
2021/2/18, 21, 35
2021/2/19, 12, 
2021/2/20, 14, 24
2021/2/21, 11, 
2021/2/22, 14, 
2021/2/23, 23, 
2021/2/24, 19, 16
2021/2/25, 18, 28
2021/2/26, 16, 21
2021/2/27, 12, 46
2021/2/28, 21, 30
2021/3/1, 20, 21
2021/3/2, 21, 27
2021/3/3, 13, 30
2021/3/4, 22, 37
2021/3/5, 21, 38
2021/3/6, 24, 39
2021/3/7, 25, 54
2021/3/8, 31, 29
2021/3/9, 18, 28
2021/3/10, 17, 36
2021/3/11, 19, 18
2021/3/12, 4, 34
2021/3/13, 13, 25
2021/3/14, 9, 26
2021/3/18, 3, 69
2021/3/19, 34, 44
2021/3/20, 21, 40
2021/3/21, 20, 29
2021/3/22, 18, 29
2021/3/23, 16, 27
2021/3/24, 23, 19
2021/3/25, 19, 20
2021/3/26, 13, 40
2021/3/27, 25, 45
2021/3/28, 8, 45
2021/3/29, 35, 42
2020/10/11, 110, 53
2020/10/12, 109, 51
2020/10/13, 113, 64
2020/10/14, 123, 61
2020/10/15, 129, 63
2020/10/16, 98, 62
2020/10/17, 98, 55
2020/10/18, 98, 47
2020/10/19, 98, 50
2020/10/20, 98, 54
2020/10/21, 98, 52
2020/11/12, 180, 62
2020/11/21, 75, 47
2020/11/22, 104, 52
2020/11/23, 118, 
2020/11/24, 119, 45
2020/11/25, 77, 37
2020/11/27, 125, 44
2020/11/28, 102, 35
2020/11/29, 118, 47
2020/11/30, 90, 29
2020/12/1, 101, 18
2020/12/2, 90, 18
2020/12/3, 108, 31
2020/12/4, 82, 31
2020/12/5, 72, 31
2020/12/6, 66, 26
2020/12/7, 46, 25
2020/12/8, 54, 26
2020/12/9, 79, 34
2020/12/10, 95, 
2020/12/11, 69, 
2020/12/12, 59, 18
2020/12/13, 55, 25
2020/12/14, 59, 27
2020/12/15, 58, 19
2020/12/16, 76, 22
2020/12/17, 112, 19
2020/12/18, 94, 23
2020/12/19, 101, 24
2020/12/20, 71, 29
2020/12/21, 72, 23
2020/12/22, 79, 16
2020/12/24, 53, 30
2020/12/31, 89, 24
2021/1/1, 63, 24
2021/1/2, 91, 26
2021/1/3, 96, 27
2021/1/4, 71, 25
2020/8/8, 64, 57
2020/8/11, 33, 57
2020/8/12, 126, 60
2020/8/13, 134, 57
2020/8/14, 68, 33
2020/8/15, 103, 35
2020/8/16, 140, 62
2020/8/17, 115, 26
2020/8/18, 125, 41
2020/8/19, 96, 50
2020/8/20, 136, 61
2020/8/21, 105, 45
2020/8/22, 99, 42
2020/8/23, 140, 58
2020/8/24, 143, 63
2020/8/25, 104, 57
2020/8/26, 108, 53
2020/8/27, 108, 55
2020/8/28, 107, 53
2020/8/29, 142, 56
2020/8/30, 111, 56
2020/8/31, 112, 57
2020/9/1, 116, 63
2020/9/2, 135, 55
2020/9/3, 120, 61
2020/9/4, 109, 45
2020/9/5, 146, 47
2020/9/6, 106, 58
2020/9/7, 119, 57
2020/9/8, 77, 63
2020/9/9, 100, 
2020/9/10, 66, 
2020/9/11, 119, 
2020/9/12, 141, 
2020/9/13, 117, 57
2020/9/14, 125, 56
2020/9/15, 128, 62
2020/4/2, 70, 18
2020/4/3, 222, 20
2020/4/4, 58, 21
2020/4/5, 89, 39
2020/4/6, 94, 41
2020/4/7, 81, 17
2020/4/8, 62, 15
2020/4/9, 68, 29
2020/4/10, 64, 43
2020/4/11, 104, 36
2020/4/12, 110, 49
2020/4/13, 120, 34
2020/4/14, 45, 33
2020/4/15, 103, 29
2020/4/16, 69, 26
2020/4/17, 101, 32
2020/4/18, 172, 42
2020/4/20, 172, 44
2020/4/21, 151, 52
2020/4/23, 1, 44
2020/4/24, 150, 52
2020/4/25, 102, 43
2020/4/27, 175, 32
2020/6/2, 136, 32
2020/1/11, 64, 15
2020/1/12, 79, 30
2020/1/13, 63, 20
2020/1/17, 93, 37
2020/1/18, 125, 48
2020/1/19, 94, 26
2020/1/20, 128, 43
2020/1/21, 96, 44
2020/1/22, 62, 17
2020/1/23, 106, 30
2020/1/24, 75, 16
2020/1/25, 91, 33
2020/1/26, 70, 17
2020/1/27, 122, 39
2020/1/28, 71, 21
2020/1/29, 126, 44
2020/1/30, 104, 34
2020/1/31, 55, 16
2020/2/1, 80, 30
2020/2/2, 81, 23
2020/2/3, 100, 27
2020/2/4, 79, 24
2020/2/5, 41, 16
2020/2/7, 55, 43
2020/2/8, 87, 31
2020/2/9, 87, 19
2020/2/10, 63, 22
2020/2/11, 100, 28
2020/2/12, 113, 48
2020/2/13, 101, 46
2020/2/14, 84, 31
2020/2/15, 92, 37
2020/2/16, 126, 55
2020/2/17, 106, 34
2020/2/18, 76, 26
2020/2/19, 76, 24
2020/2/20, 73, 24
2020/2/21, 76, 19
2020/2/22, 90, 23
2020/2/23, 90, 21
2020/2/24, 82, 16
2020/2/25, 58, 17
2020/2/26, 77, 17
2020/2/27, 65, 32
2020/2/28, 90, 
2020/2/29, 79, 
2020/3/1, 131, 
2020/3/2, 85, 
2020/3/3, 93, 23
2020/3/4, 56, 33
2020/3/5, 93, 37
2020/3/6, 65, 23
2020/3/7, 92, 33
2020/3/8, 28, 17
2020/3/10, 126, 19
2020/3/13, 74, 31
2020/3/14, 89, 22
2020/3/15, 139, 53
2020/3/16, 128, 39
2020/3/17, 112, 31
2020/3/18, 108, 33
2020/3/19, 60, 31
2020/3/20, 112, 44
2020/3/21, 86, 40
2020/3/22, 99, 34
2020/3/23, 56, 15
2020/3/24, 100, 43
2020/3/25, 126, 40
2020/3/26, 76, 19
2020/3/27, 96, 29
2020/3/28, 91, 31
2020/3/29, 135, 44
2020/3/30, 106, 40
2020/3/31, 102, 42
2020/4/1, 107, 40
2019/10/2, 118, 73
2019/10/3, 148, 
2019/10/4, 134, 62
2019/10/5, 125, 53
2019/10/8, 124, 78
2019/10/9, 150, 
2019/12/6, 114, 
2019/12/7, 100, 
2019/12/8, 69, 
2019/12/9, 101, 
2019/12/10, 125, 
2019/12/11, 97, 
2019/12/12, 145, 
2019/12/13, 110, 
2019/12/14, 132, 
2019/12/15, 105, 
2019/12/16, 102, 
2019/12/17, 153, 
2019/12/18, 98, 
2019/12/21, 14, 51
2019/12/24, 31, 60
2019/12/25, 131, 23
2019/12/26, 91, 40
2019/12/27, 132, 40
2019/7/2, 120, 73
2019/7/3, 132, 68
2019/7/4, 119, 61
2019/7/5, 107, 65
2019/7/6, 118, 56
2019/7/7, 115, 57
2019/7/8, 112, 63
2019/7/9, 119, 67
2019/7/10, 114, 59
2019/7/11, 98, 66
2019/7/12, 130, 64
2019/7/13, 128, 64
2019/7/14, 103, 66
2019/7/15, 122, 62
2019/7/16, 90, 70
2019/7/20, 113, 
2019/7/21, 129, 56
2019/7/22, 110, 66
2019/7/23, 112, 63
2019/7/24, 134, 60
2019/7/25, 116, 71
2019/7/26, 127, 69
2019/7/27, 128, 55
2019/7/28, 127, 69
2019/7/29, 157, 64
2019/7/30, 139, 54
2019/8/8, 97, 62
2019/8/9, 133, 59
2019/8/10, 140, 66
2019/8/11, 120, 60
2019/8/12, 121, 61
2019/8/13, 122, 59
2019/8/14, 124, 56
2019/8/15, 111, 64
2019/8/16, 114, 70
2019/8/17, 147, 63
2019/8/18, 173, 56
2019/8/20, 92, 62
2019/8/21, 121, 58
2019/8/22, 129, 60
2019/8/23, 117, 69
2019/8/24, 119, 63
2019/8/25, 120, 61
2019/8/26, 110, 61
2019/8/27, 110, 60
2019/8/28, 117, 55
2019/8/29, 113, 68
2019/8/30, 135, 62
2019/8/31, 103, 64
2019/9/2, 127, 67
2019/9/3, 125, 60
2019/9/4, 117, 64
2019/9/5, 121, 59
2019/9/6, 121, 60
2019/9/7, 114, 60
2019/9/8, 124, 61
2019/9/9, 122, 59
2019/9/10, 119, 54
2019/9/11, 123, 69
2019/9/12, 127, 65
2019/9/13, 106, 72
2019/9/14, 116, 
2019/9/17, 119, 62
2019/9/18, 119, 58
2019/9/19, 113, 57
2019/9/20, 117, 61
2019/9/21, 113, 
2019/9/23, 158, 66
2019/9/24, 131, 62
2019/9/25, 60, 65
2019/9/26, 2, 62
2019/9/27, 111, 62
2019/9/28, 101, 53
2019/9/29, 34, 59
2019/9/30, 142, 58
2019/10/1, 131, 60
2019/1/2, 63, 
2019/1/3, 64, 
2019/1/4, 78, 
2019/1/5, 85, 
2019/1/6, 81, 
2019/1/7, 139, 
2019/1/8, 108, 
2019/1/9, 84, 
2019/1/10, 108, 
2019/1/12, 90, 
2019/1/13, 77, 
2019/1/14, 109, 
2019/1/15, 107, 
2019/1/16, 100, 
2019/1/17, 36, 
2019/1/20, 54, 
2019/1/21, 115, 
2019/1/22, 94, 
2019/1/23, 58, 
2019/1/24, 93, 
2019/1/25, 91, 
2019/1/26, 68, 
2019/1/27, 101, 
2019/1/28, 61, 
2019/1/29, 96, 
2019/2/5, 49, 
2019/2/6, 78, 
2019/2/7, 75, 
2019/2/8, 122, 
2019/2/9, 78, 
2019/2/10, 150, 
2019/2/13, 73, 
2019/2/14, 128, 
2019/2/15, 158, 
2019/2/19, 127, 
2019/2/22, 128, 
2019/2/27, 144, 
2019/2/28, 126, 22
2019/3/9, 171, 
2019/3/13, 42, 
2019/3/14, 89, 
2019/3/15, 117, 
2019/3/16, 119, 
2019/3/17, 99, 
2019/3/18, 76, 
2019/3/19, 79, 
2019/3/20, 60, 
2019/3/21, 85, 
2019/3/22, 68, 
2019/3/23, 82, 
2019/3/24, 82, 
2019/3/25, 110, 
2019/3/26, 92, 
2018/10/2, 120, 54
2018/10/3, 120, 63
2018/10/4, 121, 57
2018/10/5, 112, 62
2018/10/6, 119, 53
2018/10/7, 81, 
2018/10/9, 134, 61
2018/10/10, 142, 68
2018/10/11, 139, 70
2018/10/12, 155, 59
2018/10/13, 127, 65
2018/10/14, 131, 73
2018/10/15, 141, 64
2018/10/16, 150, 64
2018/10/17, 118, 68
2018/10/18, 139, 70
2018/10/30, 100, 42
2018/10/31, 97, 50
2018/11/1, 110, 82
2018/11/2, 138, 49
2018/11/3, 99, 
2018/11/4, 125, 45
2018/11/5, 100, 44
2018/11/6, 95, 51
2018/11/7, 101, 51
2018/11/8, 89, 50
2018/12/5, 117, 
2018/12/6, 121, 
2018/12/7, 122, 
2018/12/8, 106, 
2018/12/9, 117, 
2018/12/10, 92, 
2018/12/11, 128, 
2018/12/12, 138, 
2018/12/13, 89, 
2018/12/14, 102, 
2018/12/15, 102, 
2018/12/18, 100, 
2018/12/19, 98, 
2018/12/20, 106, 
2018/12/21, 88, 
2018/12/22, 63, 
2018/12/23, 98, 
2018/12/24, 64, 
2018/12/25, 58, 
2018/12/26, 58, 
2018/12/27, 50, 
2018/12/28, 83, 
2018/12/29, 66, 
2018/12/30, 77, 
2018/12/31, 73, 
2018/7/3, 147, 
2018/7/5, 158, 
2018/7/6, 115, 
2018/7/7, 95, 
2018/7/8, 143, 
2018/7/9, 143, 
2018/7/10, 131, 
2018/7/11, 125, 
2018/7/12, 142, 
2018/7/13, 129, 
2018/7/14, 130, 
2018/7/15, 149, 
2018/7/16, 88, 
2018/7/17, 103, 75
2018/7/18, 140, 73
2018/7/19, 140, 76
2018/7/20, 142, 70
2018/7/21, 136, 66
2018/7/22, 130, 80
2018/7/23, 134, 63
2018/7/24, 118, 57
2018/7/25, 106, 67
2018/7/26, 126, 71
2018/7/27, 132, 76
2018/7/28, 131, 78
2018/7/29, 140, 76
2018/7/30, 148, 84
2018/7/31, 148, 72
2018/8/1, 135, 72
2018/8/2, 135, 60
2018/8/3, 117, 59
