date, pm25, pm10, o3, so2, co
2016/3/25, 31, , 30, , 2
2016/3/26, 36, , 39, 2, 2
2016/3/27, 51, , 25, 2, 2
2016/3/28, 24, , 32, , 2
2016/3/29, 22, , 35, 1, 2
2016/3/30, 28, , 30, 3, 2
2016/3/31, 40, , 29, , 2
2016/4/1, 41, , 29, , 2
2015/10/13, 54, , 35, 3, 2
2015/10/14, 40, , 36, 1, 2
2015/10/15, 48, , 33, 2, 5
2015/10/16, 53, , 36, 2, 5
2015/10/17, 57, , 39, 1, 2
2015/10/18, 43, , 31, , 1
2015/10/19, 39, , 32, , 1
2015/10/20, 43, , 29, 2, 2
2015/10/21, 44, , 34, 3, 2
2015/10/22, 43, , 32, 3, 2
2015/10/23, 42, , 29, 3, 2
2015/10/24, 37, , 24, 5, 2
2015/10/25, 35, , 22, 2, 2
2015/10/26, 43, , 17, , 2
2015/10/27, 18, , 24, , 1
2015/10/28, 15, , 17, , 2
2015/10/29, 38, , 25, , 2
2015/10/30, 47, , 30, , 2
2015/10/31, 47, , 28, 2, 2
2015/11/1, 38, , 24, 2, 2
2015/11/2, 20, , 15, , 1
2015/11/3, 25, , 19, , 1
2015/11/4, 33, , 12, , 2
2015/11/5, 55, , 13, 3, 3
2015/11/6, 53, , 14, 1, 2
2015/11/7, 28, , 24, , 1
2015/11/8, 17, , 25, , 1
2015/11/9, 25, , 23, , 1
2015/11/10, 23, , 15, , 1
2015/11/11, 46, , 17, , 3
2015/11/12, 51, , 23, , 2
2015/11/13, 23, , 28, , 1
2015/11/14, 25, , 27, , 2
2015/11/15, 27, , 31, , 2
2015/11/16, 42, , 29, , 2
2015/11/17, 45, , 24, 6, 2
2015/11/18, 27, , 26, 1, 1
2015/11/19, 23, , 31, , 2
2015/11/20, 36, , 29, 1, 3
2015/11/21, 24, , 25, , 2
2015/11/22, 33, , 29, 1, 2
2015/11/23, 10, , 29, , 1
2015/11/24, 30, , 27, , 4
2015/11/25, 50, , 27, 3, 5
2015/11/26, 46, , 28, 7, 2
2015/11/27, 34, , 30, 3, 1
2015/11/28, 39, , 24, 2, 2
2015/11/29, 36, , 25, 5, 2
2015/11/30, 29, , 20, , 2
2015/12/1, 27, , 20, 1, 2
2015/12/2, 15, , 6, , 2
2015/12/3, 33, , 17, , 2
2015/12/4, 28, , 23, , 2
2015/12/5, 38, , 20, , 3
2015/12/6, 46, , 18, , 2
2015/12/8, 75, , 29, 3, 9
2015/12/9, 70, , 30, 2, 7
2015/12/10, 64, , 33, , 3
2015/12/11, 68, , 26, , 3
2015/12/12, 42, , 27, , 2
2015/12/13, 31, , 25, 2, 1
2015/12/14, 33, , 29, , 1
2015/12/15, 26, , 31, 2, 3
2015/12/16, 42, , 29, 2, 4
2015/12/17, 37, , 22, 1, 2
2015/12/18, 19, , 24, , 1
2015/12/19, 34, , 24, , 2
2015/12/20, 46, , 25, 2, 4
2015/12/21, 42, , 24, 3, 2
2015/12/22, 26, , 22, 6, 2
2015/12/23, 31, , 17, , 2
2015/12/24, 31, , 20, , 1
2015/12/25, 55, , 17, 2, 2
2015/12/26, 30, , 16, 1, 1
2015/12/27, 34, , 18, 5, 1
2015/12/28, 31, , 21, 2, 1
2015/12/29, 19, , 28, 2, 1
2015/12/30, 23, , 14, , 2
2015/12/31, 37, , 12, , 2
2016/1/1, 56, , 24, , 1
2016/1/4, 59, , 18, 1, 2
2015/7/2, 33, , 16, 4, 1
2015/7/3, 54, , 13, , 1
2015/7/4, 58, , 21, 1, 1
2015/7/5, 46, , 25, 1, 1
2015/7/6, 23, , 20, 4, 2
2015/7/7, 51, , 18, 2, 2
2015/7/8, 63, , 19, , 2
2015/7/9, 67, , 25, 1, 2
2015/7/10, 64, , 41, 2, 2
2015/7/11, 59, , 35, 1, 3
2015/7/12, 61, , 26, , 2
2015/7/13, 53, , 22, , 2
2015/7/14, 49, , 29, , 2
2015/7/15, 56, , 32, , 2
2015/7/16, 53, , 29, , 2
2015/7/17, 45, , 29, , 2
2015/7/18, 44, , 30, , 2
2015/7/19, 53, , 22, , 3
2015/7/20, 54, , 29, , 2
2015/7/21, 55, , 33, , 3
2015/7/22, 62, , 22, 2, 2
2015/7/23, 55, , 29, , 2
2015/7/24, 56, , 30, , 2
2015/7/25, 66, , 32, , 3
2015/7/26, 61, , 32, 2, 3
2015/7/27, 56, , 39, 1, 3
2015/7/28, 62, , 42, 1, 3
2015/7/29, 62, , 39, 2, 3
2015/7/30, 63, , 34, 4, 3
2015/7/31, 62, , 38, , 3
2015/8/1, 39, , 40, , 3
2015/8/2, 35, , 42, , 3
2015/8/3, 47, , 38, 1, 3
2015/8/4, 53, , 48, 1, 4
2015/8/5, 61, , 39, 1, 3
2015/8/6, 69, , 24, , 3
2015/8/7, 71, , 30, , 3
2015/8/8, 68, , 33, , 3
2015/8/9, 65, , 36, , 4
2015/8/10, 65, , 34, , 4
2015/8/11, 86, , 35, , 3
2015/8/28, 37, , 48, 2, 5
2015/8/29, 52, , 45, 2, 5
2015/8/30, 57, , 50, 3, 5
2015/8/31, 65, , 46, 4, 5
2015/9/1, 63, , 37, 2, 5
2015/9/2, 61, , 41, 6, 6
2015/9/3, 65, , 49, 2, 5
2015/9/4, 72, , 46, 2, 5
2015/9/5, 52, , 32, 4, 5
2015/9/9, 79, , 35, 2, 5
2015/9/10, 63, , 35, 2, 5
2015/9/11, 58, , 28, , 5
2015/9/12, 96, , 34, , 5
2015/4/2, 62, , 36, , 2
2015/4/3, 81, , 30, , 2
2015/4/4, 78, , 32, , 2
2015/4/5, 45, , 28, 2, 2
2015/4/6, 56, , 20, 1, 3
2015/4/7, 57, , 16, 1, 2
2015/4/8, 50, , 27, , 2
2015/4/9, 54, , 27, , 2
2015/4/10, 49, , 19, , 2
2015/4/11, 54, , , , 
2015/4/13, 38, , 16, 1, 2
2015/4/14, 47, , 24, , 3
2015/4/15, 83, , 35, , 3
2015/5/6, 53, , 35, 3, 4
2015/5/7, 46, , 31, 2, 3
2015/5/8, 34, , 35, 1, 4
2015/5/9, 42, , 31, 1, 3
2015/5/10, 40, , 29, , 3
2015/5/11, 37, , 37, 6, 4
2015/5/12, 42, , 28, 1, 4
2015/5/13, 45, , 36, , 4
2015/5/14, 31, , 40, 2, 4
2015/5/15, 50, , 20, 2, 4
2015/5/16, 43, , 17, 1, 3
2015/5/17, 38, , 17, 1, 3
2015/5/18, 39, , 24, , 4
2015/5/19, 27, , 31, 2, 5
2015/5/20, 32, , 22, , 4
2015/5/21, 45, , 21, , 4
2015/5/22, 39, , 33, , 4
2015/5/23, 32, , 33, 2, 4
2015/5/24, 40, , 28, 1, 4
2015/5/25, 49, , 20, , 4
2015/5/26, 26, , 36, , 4
2015/5/27, 24, , 22, , 4
2015/5/28, 34, , 41, 2, 4
2015/5/29, 36, , 25, 2, 4
2015/5/30, 35, , 26, , 4
2015/5/31, 30, , 29, , 4
2015/6/1, 22, , 33, , 4
2015/6/2, 28, , 29, , 4
2015/6/3, 26, , 36, , 5
2015/6/4, 40, , 37, , 5
2015/6/5, 44, , 39, , 6
2015/6/6, 48, , 42, , 6
2015/6/7, 53, , 38, 2, 6
2015/6/8, 63, , 40, 1, 5
2015/6/9, 64, , 33, , 5
2015/6/10, 57, , 37, , 5
2015/6/11, 44, , 31, 1, 5
2015/6/12, 45, , 23, 3, 5
2015/6/13, 35, , 13, 2, 5
2015/6/14, 45, , 15, 2, 4
2015/6/15, 28, , 15, 2, 5
2015/6/16, 31, , 9, 1, 6
2015/6/17, 48, , 15, , 4
2015/6/18, 62, , 18, , 
2015/6/19, 49, , 16, 1, 
2015/6/20, 55, , 22, , 
2015/6/21, 71, , 17, , 
2015/6/22, 66, , 21, , 
2015/6/23, 88, , 22, , 1
2015/6/24, 84, , 23, , 1
2015/6/25, 71, , 27, , 1
2015/6/26, 48, , 23, , 1
2015/6/27, 44, , 28, , 1
2015/6/28, 37, , 40, , 1
2015/6/29, 29, , 33, , 2
2015/6/30, 50, , 25, , 1
2015/7/1, 39, , 23, 4, 1
2015/1/16, 68, , 25, 1, 7
2015/1/17, 84, , 28, 1, 4
2015/1/18, 79, , 34, 1, 2
2015/1/19, 63, , , , 
2015/1/27, 37, , 28, , 3
2015/1/28, 47, , 24, 2, 3
2015/1/29, 57, , 32, , 2
2015/1/30, 66, , 22, , 2
2015/1/31, 43, , 28, 2, 3
2015/2/1, 51, , 27, , 3
2015/2/2, 58, , 22, , 3
2015/2/3, 35, , 19, 3, 3
2015/2/4, 43, , 12, 3, 4
2015/2/5, 61, , 27, 1, 3
2015/2/6, 58, , 26, 3, 6
2015/2/7, 60, , 36, 2, 5
2015/2/8, 70, , 32, , 3
2015/2/9, 66, , 29, , 3
2015/2/10, 72, , 26, , 4
2015/2/11, 54, , 34, 1, 5
2015/2/12, 82, , 29, , 3
2015/2/13, 49, , 30, , 4
2015/2/14, 36, , 38, 1, 6
2015/2/15, 67, , 29, 1, 4
2015/2/16, 38, , 24, 3, 4
2015/2/17, 54, , 29, 1, 4
2015/2/18, 42, , 33, , 3
2015/2/19, 31, , 30, , 4
2015/2/20, 27, , 32, 3, 4
2015/2/21, 52, , 32, , 4
2015/2/22, 31, , 22, , 4
2015/2/23, 25, , 26, , 4
2015/2/24, 55, , 26, , 4
2015/2/25, 67, , 21, , 4
2015/2/26, 61, , 31, , 4
2015/2/27, 58, , 32, , 4
2015/2/28, 56, , 34, 1, 4
2015/3/1, 40, , 25, 1, 5
2015/3/2, 54, , 6, , 5
2015/3/3, 24, , 15, , 5
2015/3/4, 29, , 19, , 4
2015/3/5, 33, , 36, , 4
2015/3/6, 23, , 34, , 4
2015/3/7, 26, , 35, 2, 7
2015/3/8, 38, , 35, 2, 8
2015/3/9, 60, , 18, 1, 5
2015/3/10, 42, , 14, , 4
2015/3/11, 23, , 20, , 5
2015/3/12, 31, , 16, 1, 5
2015/3/13, 32, , 20, 1, 4
2015/3/14, 20, , 19, , 5
2015/3/15, 18, , 35, , 5
2015/3/16, 17, , 37, 5, 6
2015/3/17, 38, , 34, 1, 6
2015/3/18, 51, , 32, 1, 4
2015/3/19, 55, , 26, , 2
2015/3/20, 42, , 16, 2, 2
2015/3/21, 44, , 18, , 2
2015/3/22, 20, , 23, , 2
2015/3/23, 15, , 28, , 2
2015/3/24, 21, , 25, 1, 2
2015/3/25, 46, , 33, 2, 2
2015/3/26, 54, , 34, 1, 2
2015/3/27, 43, , 34, , 2
2015/3/28, 40, , 29, , 2
2015/3/29, 56, , 44, 2, 2
2015/3/30, 55, , 33, , 2
2015/3/31, 57, , 28, , 2
2015/4/1, 63, , 27, , 2
2023/2/4, , 9, 29, , 1
2023/2/5, , 14, 37, , 3
2023/2/6, , 24, 35, , 5
2023/2/7, , 16, 25, , 1
2023/2/8, , 13, 24, , 1
2023/2/9, , 7, 35, , 
2023/2/10, , 8, 33, , 2
2023/2/11, , 13, 26, , 2
2023/2/12, , 7, 34, , 3
2023/2/13, , 19, 43, , 5
2023/2/14, , 14, 39, , 2
2023/2/15, , 15, 27, , 2
2023/2/16, , 14, 32, , 1
2023/2/17, , 6, 30, , 1
2023/2/18, , 8, 33, , 3
2023/2/19, , 12, 36, , 2
2023/2/20, , 14, 28, , 2
2023/2/21, , 16, 22, , 2
2023/2/22, , 20, 30, , 1
2023/2/23, , 29, 29, , 2
2023/2/24, , 24, 27, , 2
2023/2/25, , 19, 23, , 2
2023/2/26, , 18, 28, , 2
2020/1/1, , , 25, 1, 4
2019/1/2, , , 20, , 
2018/9/17, , , 29, 1, 1
2018/9/18, , , 38, 1, 
2018/1/2, , , 28, 1, 2
2018/1/3, , , 25, 1, 2
2018/1/4, , , 25, 1, 2
2018/1/5, , , 27, 1, 2
2018/1/6, , , 25, 2, 5
2018/1/7, , , 32, 1, 9
2018/1/8, , , 32, 1, 2
2018/1/9, , , 26, , 2
2018/1/10, , , 14, , 3
2017/10/2, , , 34, , 2
2017/10/3, , , 28, , 2
2017/10/4, , , 29, 1, 2
2017/10/5, , , 29, 1, 2
2017/10/6, , , 32, , 2
2017/10/7, , , 28, , 2
2017/10/8, , , 18, , 2
2017/10/9, , , 20, , 2
2017/10/10, , , 23, , 2
2017/10/11, , , 20, , 2
2017/10/12, , , 31, , 3
2017/10/13, , , 37, , 4
2017/10/14, , , 35, , 2
2017/10/15, , , 27, , 1
2017/10/16, , , 28, , 2
2017/10/17, , , 25, , 2
2017/10/18, , , 28, 1, 3
2017/10/19, , , 34, 1, 3
2017/10/20, , , 35, , 3
2017/10/21, , , 29, 1, 8
2017/10/22, , , 22, , 2
2017/10/23, , , 27, , 2
2017/10/24, , , 29, , 2
2017/10/25, , , 30, , 2
2017/10/26, , , 30, 2, 2
2017/10/27, , , 37, , 2
2017/10/28, , , 34, , 2
2017/10/29, , , 26, , 2
2017/10/30, , , 30, 1, 3
2017/10/31, , , 39, 1, 3
2017/11/1, , , 29, , 2
2017/11/2, , , 25, , 2
2017/11/3, , , 22, , 3
2017/11/4, , , 21, , 4
2017/11/5, , , 18, , 2
2017/11/6, , , 23, , 2
2017/11/7, , , 21, , 1
2017/11/8, , , 19, , 2
2017/11/9, , , 9, , 2
2017/11/10, , , 27, , 2
2017/11/11, , , 30, , 2
2017/11/12, , , 28, , 2
2017/11/13, , , 23, , 3
2017/11/14, , , 22, , 3
2017/11/15, , , 28, , 4
2017/11/16, , , 29, 1, 5
2017/11/17, , , 29, , 3
2017/11/18, , , 40, , 2
2017/11/19, , , 28, , 2
2017/11/20, , , 31, 1, 3
2017/11/21, , , 25, , 3
2017/11/22, , , 24, , 2
2017/11/23, , , 26, , 2
2017/11/24, , , 28, 1, 6
2017/11/25, , , 26, 1, 5
2017/11/26, , , 30, , 4
2017/11/27, , , 29, 1, 7
2017/11/28, , , 29, 1, 4
2017/11/29, , , 31, , 3
2017/11/30, , , 25, , 2
2017/12/1, , , 34, , 3
2017/12/2, , , 26, , 4
2017/12/3, , , 23, 1, 5
2017/12/4, , , 28, , 2
2017/12/5, , , 21, , 2
2017/12/6, , , 20, , 2
2017/12/7, , , 22, , 2
2017/12/8, , , 25, , 2
2017/12/9, , , 21, 1, 3
2017/12/10, , , 23, 2, 6
2017/12/11, , , 27, 1, 3
2017/12/12, , , 28, 1, 2
2017/12/13, , , 28, 1, 3
2017/12/14, , , 30, 1, 4
2017/12/15, , , 19, 2, 3
2017/12/16, , , 21, 1, 5
2017/12/17, , , 26, , 2
2017/12/18, , , 19, , 3
2017/12/19, , , 13, , 3
2017/12/20, , , 15, , 2
2017/12/21, , , 22, 1, 2
2017/12/22, , , 26, , 2
2017/12/23, , , 18, , 2
2017/12/24, , , 15, , 2
2017/12/25, , , 17, , 2
2017/12/26, , , 27, , 2
2017/12/27, , , 24, , 2
2017/12/28, , , 23, , 2
2017/12/29, , , 21, 2, 3
2017/12/30, , , 23, 1, 3
2017/12/31, , , 22, , 2
2018/1/1, , , 24, , 
2017/7/2, , , 17, , 1
2017/7/3, , , 23, , 1
2017/7/4, , , 15, , 1
2017/7/5, , , 14, , 1
2017/7/6, , , 14, , 1
2017/7/7, , , 20, , 1
2017/7/8, , , 31, , 1
2017/7/9, , , 38, , 1
2017/7/10, , , 33, , 1
2017/7/11, , , 39, , 1
2017/7/12, , , 29, , 
2017/7/13, , , 22, , 
2017/7/14, , , 21, , 
2017/7/15, , , 32, , 
2017/7/16, , , 34, , 
2017/7/17, , , 33, , 
2017/7/18, , , 32, , 
2017/7/19, , , 35, , 
2017/7/20, , , 35, , 
2017/7/21, , , 35, , 
2017/7/22, , , 34, 1, 
2017/7/23, , , 36, , 
2017/7/24, , , 27, , 
2017/7/25, , , 16, , 
2017/7/26, , , 19, , 
2017/7/27, , , 26, , 
2017/7/28, , , 24, , 
2017/7/29, , , 26, , 
2017/7/30, , , 31, , 
2017/7/31, , , 32, , 
2017/8/1, , , 33, , 
2017/8/2, , , 37, , 
2017/8/3, , , 33, , 
2017/8/4, , , 43, , 
2017/8/5, , , 35, , 
2017/8/6, , , 33, , 
2017/8/7, , , 19, , 
2017/8/8, , , 11, , 
2017/8/9, , , 13, , 
2017/8/10, , , 20, 1, 
2017/8/11, , , 12, 1, 
2017/8/12, , , 27, , 
2017/8/13, , , 30, , 
2017/8/14, , , 29, , 
2017/8/15, , , 16, , 
2017/8/16, , , 17, , 
2017/8/17, , , 14, , 
2017/8/18, , , 15, , 
2017/8/19, , , 24, , 
2017/8/20, , , 24, , 
2017/8/21, , , 27, , 
2017/8/22, , , 32, , 
2017/8/23, , , 38, , 
2017/8/24, , , 28, , 
2017/8/25, , , 31, 1, 
2017/8/26, , , 36, , 
2017/8/27, , , 24, , 
2017/8/28, , , 22, , 
2017/8/29, , , 23, , 
2017/8/30, , , 22, , 
2017/8/31, , , 20, , 
2017/9/1, , , 20, , 
2017/9/2, , , 31, , 
2017/9/3, , , 34, , 
2017/9/4, , , 36, , 
2017/9/5, , , 32, , 
2017/9/6, , , 36, , 
2017/9/12, , , 30, , 
2017/9/13, , , 26, 1, 4
2017/9/14, , , 36, , 4
2017/9/15, , , 43, , 4
2017/9/16, , , 33, , 3
2017/9/17, , , 24, , 4
2017/9/18, , , 27, , 4
2017/9/19, , , 27, , 4
2017/9/20, , , 27, , 4
2017/9/21, , , 23, , 4
2017/9/22, , , 32, , 5
2017/9/23, , , 37, , 3
2017/9/24, , , 35, , 2
2017/9/25, , , 36, , 2
2017/9/26, , , 31, , 2
2017/9/27, , , 27, , 3
2017/9/29, , , 37, , 2
2017/9/30, , , 40, , 2
2017/10/1, , , 39, , 2
2017/4/2, , , 40, , 1
2017/4/3, , , 32, , 1
2017/4/4, , , 32, 1, 2
2017/4/5, , , 40, , 1
2017/4/6, , , 31, , 1
2017/4/7, , , 35, 1, 2
2017/4/8, , , 38, 1, 3
2017/4/9, , , 43, 1, 2
2017/4/10, , , 44, , 1
2017/4/11, , , 39, , 2
2017/4/12, , , 38, , 2
2017/4/13, , , 37, , 3
2017/4/14, , , 38, , 3
2017/4/15, , , 38, , 1
2017/4/16, , , 31, , 1
2017/4/17, , , 25, , 1
2017/4/18, , , 21, , 1
2017/4/19, , , 23, , 4
2017/4/20, , , 34, , 2
2017/4/21, , , 26, , 2
2017/4/22, , , 35, 1, 1
2017/4/23, , , 24, , 1
2017/4/24, , , 26, , 1
2017/4/25, , , 43, 1, 2
2017/4/26, , , 46, , 1
2017/4/27, , , 34, , 1
2017/4/28, , , 27, , 2
2017/4/29, , , 29, 1, 1
2017/4/30, , , 19, , 1
2017/5/1, , , 33, , 1
2017/5/2, , , 40, 1, 2
2017/5/3, , , 51, , 1
2017/5/4, , , 36, , 1
2017/5/5, , , 32, , 1
2017/5/6, , , 40, , 3
2017/5/7, , , 40, , 2
2017/5/8, , , 45, 1, 4
2017/5/9, , , 55, , 2
2017/5/10, , , 47, , 2
2017/5/11, , , 41, , 
2017/5/13, , , 41, , 
2017/5/14, , , 29, , 
2017/5/15, , , 45, , 
2017/5/16, , , 37, , 
2017/5/17, , , 40, , 
2017/5/18, , , 36, , 
2017/5/19, , , 17, , 
2017/5/20, , , 20, , 
2017/5/23, , , 28, , 1
2017/5/24, , , 27, , 1
2017/5/25, , , 32, , 1
2017/5/26, , , 35, , 1
2017/5/27, , , 44, , 1
2017/5/28, , , 33, , 1
2017/5/29, , , 34, , 1
2017/5/30, , , 34, , 1
2017/5/31, , , 22, , 1
2017/6/1, , , 22, , 1
2017/6/2, , , 19, , 1
2017/6/3, , , 24, , 1
2017/6/4, , , 14, , 1
2017/6/5, , , 16, , 1
2017/6/6, , , 24, , 1
2017/6/7, , , 19, , 1
2017/6/8, , , 35, , 1
2017/6/9, , , 43, , 2
2017/6/10, , , 46, , 2
2017/6/11, , , 42, , 1
2017/6/12, , , 28, , 1
2017/6/13, , , 19, , 1
2017/6/14, , , 21, , 1
2017/6/15, , , 21, , 1
2017/6/16, , , 27, , 1
2017/6/17, , , 29, , 1
2017/6/18, , , 23, , 1
2017/6/19, , , 15, , 1
2017/6/20, , , 19, , 1
2017/6/21, , , 12, , 1
2017/6/22, , , 11, , 1
2017/6/23, , , 20, , 1
2017/6/24, , , 19, , 1
2017/6/25, , , 28, , 1
2017/6/26, , , 27, , 1
2017/6/27, , , 33, , 2
2017/6/28, , , 39, , 1
2017/6/29, , , 36, , 1
2017/6/30, , , 15, , 1
2017/7/1, , , 13, , 1
2017/1/3, , , 21, 1, 1
2017/1/4, , , 24, , 1
2017/1/5, , , 16, , 2
2017/1/6, , , 13, , 1
2017/1/7, , , 21, , 1
2017/1/8, , , 26, , 1
2017/1/9, , , 25, , 1
2017/1/10, , , 28, , 1
2017/1/11, , , 28, , 1
2017/1/12, , , 26, , 1
2017/1/13, , , 26, , 2
2017/1/14, , , 22, 1, 6
2017/1/15, , , 28, 1, 4
2017/1/16, , , 25, , 1
2017/1/17, , , 23, , 1
2017/1/18, , , 23, , 2
2017/1/19, , , 16, , 2
2017/1/20, , , 16, , 1
2017/1/21, , , 23, , 1
2017/1/22, , , 30, , 1
2017/1/23, , , 31, , 1
2017/1/24, , , 24, 1, 2
2017/1/25, , , 25, 1, 1
2017/1/26, , , 24, , 1
2017/1/27, , , 24, , 1
2017/1/28, , , 21, 1, 1
2017/1/29, , , 31, 1, 2
2017/1/30, , , 32, 1, 2
2017/1/31, , , 32, 1, 2
2017/2/1, , , 41, 1, 2
2017/2/2, , , 32, 1, 2
2017/2/3, , , 17, , 1
2017/2/4, , , 28, , 1
2017/2/5, , , 31, , 2
2017/2/6, , , 22, , 1
2017/2/7, , , 28, , 1
2017/2/8, , , 23, 5, 1
2017/2/9, , , 26, 1, 2
2017/2/10, , , 25, 1, 1
2017/2/11, , , 37, 2, 1
2017/2/12, , , 26, 1, 1
2017/2/13, , , 27, , 2
2017/2/14, , , 31, 1, 2
2017/2/15, , , 29, , 1
2017/2/16, , , 33, 1, 4
2017/2/17, , , 31, 1, 2
2017/2/18, , , 36, 1, 2
2017/2/19, , , 30, 1, 2
2017/2/20, , , 37, , 1
2017/2/21, , , 32, 2, 2
2017/2/22, , , 28, 1, 3
2017/2/23, , , 31, 1, 3
2017/2/24, , , 36, , 1
2017/2/25, , , 36, 1, 1
2017/2/26, , , 25, , 1
2017/3/2, , , 36, , 1
2017/3/3, , , 35, 2, 2
2017/3/4, , , 36, 1, 1
2017/3/5, , , 37, , 2
2017/3/6, , , 32, , 1
2017/3/7, , , 34, , 1
2017/3/8, , , 29, , 2
2017/3/9, , , 35, 1, 2
2017/3/10, , , 25, , 1
2017/3/11, , , 29, , 1
2017/3/12, , , 28, , 1
2017/3/13, , , 29, , 1
2017/3/14, , , 24, , 1
2017/3/15, , , 28, , 1
2017/3/16, , , 35, 1, 2
2017/3/17, , , 30, , 2
2017/3/18, , , 35, , 2
2017/3/19, , , 29, , 5
2017/3/20, , , 37, , 2
2017/3/21, , , 29, , 2
2017/3/22, , , 34, , 2
2017/3/23, , , 38, , 2
2017/3/24, , , 40, , 1
2017/3/25, , , 36, , 1
2017/3/26, , , 38, , 1
2017/3/27, , , 34, , 1
2017/3/28, , , 28, , 2
2017/3/29, , , 31, , 1
2017/3/30, , , 29, , 1
2017/3/31, , , 32, 1, 2
2017/4/1, , , 38, , 2
2016/11/18, , , 30, , 1
2016/12/24, , , 21, , 1
2016/12/25, , , 20, , 1
2016/12/26, , , 19, , 1
2016/12/27, , , 19, , 1
2016/12/28, , , 13, , 2
2016/12/29, , , 31, , 1
2016/12/30, , , 29, , 2
2016/12/31, , , 24, 1, 1
2017/1/1, , , 19, , 1
2016/7/2, , , 48, 1, 2
2016/7/3, , , 31, , 1
2016/7/4, , , 30, , 1
2016/7/5, , , 19, , 
2016/7/6, , , 18, , 1
2016/7/7, , , 21, , 1
2016/7/8, , , 20, 1, 1
2016/7/9, , , 17, , 1
2016/7/10, , , 28, 4, 1
2016/7/11, , , 26, 2, 1
2016/7/12, , , 16, 4, 1
2016/7/13, , , 23, 5, 1
2016/7/14, , , 21, 2, 
2016/8/7, , , 32, , 1
2016/8/8, , , 31, , 1
2016/8/9, , , 33, , 1
2016/8/26, , , 28, 1, 1
2016/8/27, , , 31, , 1
2016/8/28, , , 30, , 1
2016/8/29, , , 25, 1, 1
2016/8/30, , , 29, , 1
2016/4/20, , , 30, 3, 2
2016/4/25, , , 41, , 2
2016/4/26, , , 31, 2, 2
2016/4/27, , , 28, 2, 2
2016/4/28, , , 44, 1, 2
2016/4/29, , , 23, 3, 2
2016/4/30, , , 29, 3, 1
2016/5/1, , , 27, 3, 1
2016/5/2, , , 26, 4, 2
2016/5/3, , , 32, , 1
2016/5/4, , , 39, , 1
2016/5/5, , , 47, , 1
2016/5/6, , , 43, , 2
2016/5/7, , , 53, 1, 4
2016/5/8, , , 48, 1, 2
2016/5/9, , , 38, , 2
2016/5/10, , , 38, , 2
2016/5/11, , , 32, , 2
2016/5/12, , , 30, 2, 2
2016/5/13, , , 42, , 2
2016/5/14, , , 44, 1, 4
2016/5/15, , , 33, , 1
2016/5/16, , , 28, , 2
2016/5/17, , , 25, , 2
2016/5/18, , , 22, , 2
2016/5/19, , , 29, , 2
2016/5/20, , , 39, 5, 2
2016/5/21, , , 42, , 2
2016/5/22, , , 43, , 1
2016/5/23, , , 50, 3, 3
2016/5/24, , , 47, 2, 2
2016/5/25, , , 31, , 2
2016/5/26, , , 27, , 1
2016/5/27, , , 38, , 2
2016/5/28, , , 34, , 1
2016/5/29, , , 40, 3, 2
2016/5/30, , , 46, , 2
2016/5/31, , , 42, , 2
2016/6/1, , , 29, 1, 2
2016/6/2, , , 24, 2, 2
2016/6/3, , , 18, 3, 1
2016/6/4, , , 18, 7, 1
2016/6/5, , , 28, 3, 1
2016/6/6, , , 35, , 1
2016/6/7, , , 47, , 1
2016/6/8, , , 42, 1, 2
2016/6/9, , , 51, , 2
2016/6/10, , , 48, 3, 2
2016/6/11, , , 26, 1, 2
2016/6/12, , , 24, , 1
2016/6/13, , , 15, , 1
2016/6/14, , , 26, , 1
2016/6/15, , , 19, , 1
2016/6/16, , , 31, , 2
2016/6/17, , , 35, , 1
2016/6/18, , , 39, , 1
2016/6/19, , , 30, , 1
2016/6/20, , , 34, 3, 2
2016/6/21, , , 35, 1, 2
2016/6/22, , , 31, , 1
2016/6/23, , , 36, , 1
2016/6/24, , , 37, , 2
2016/6/25, , , 38, , 2
2016/6/26, , , 36, , 3
2016/6/27, , , 39, 2, 2
2016/6/28, , , 24, 2, 1
2016/6/29, , , 42, , 2
2016/6/30, , , 42, , 2
2016/7/1, , , 46, 1, 3
2016/1/17, , , 27, , 2
2016/1/18, , , 25, , 2
2016/1/19, , , 26, 3, 2
2016/1/20, , , 24, 2, 2
2016/1/21, , , 18, 1, 2
2016/1/22, , , 27, , 2
2016/1/23, , , 25, , 2
2016/1/24, , , 26, 3, 4
2016/1/25, , , 28, 2, 2
2016/1/26, , , 24, , 2
2015/10/2, , , 26, , 1
2015/10/3, , , 18, , 1
2015/10/4, , , 13, , 1
2015/10/5, , , 13, , 1
2015/10/6, , , 22, , 1
2015/10/7, , , 32, , 2
2015/10/8, , , 36, , 2
2015/10/9, , , 31, 2, 3
2015/10/10, , , 29, 2, 2
2015/10/11, , , 24, , 2
2015/10/12, , , 35, , 3
2015/8/12, , , 37, , 3
2015/8/13, , , 42, 2, 3
2015/8/14, , , 51, , 4
2015/8/15, , , 42, 4, 4
2015/8/16, , , 34, 4, 3
2015/8/17, , , 28, 2, 3
2015/8/18, , , 29, 2, 3
2015/8/19, , , 18, 6, 3
2015/8/20, , , 24, 1, 3
2015/8/21, , , 37, 2, 4
2015/8/22, , , 28, 1, 4
2015/8/23, , , 22, , 4
2015/8/24, , , 37, , 4
2015/8/25, , , 38, 1, 4
2015/8/26, , , 37, , 4
2015/8/27, , , 43, , 4
