date, pm25, o3, so2
2016/12/1, 24, , 
2016/12/2, 11, , 
2016/12/3, 10, , 
2016/12/4, 29, , 
2016/12/5, 37, , 
2016/12/6, 31, , 1
2016/12/7, 36, , 
2016/12/8, 20, , 
2016/12/9, 26, , 
2016/12/10, 9, , 
2016/12/11, 20, , 
2016/12/12, 36, , 
2016/12/13, 32, , 
2016/12/14, 42, , 2
2016/12/15, 25, , 1
2016/12/16, 26, , 1
2016/12/17, 25, , 1
2016/12/18, 14, , 2
2016/12/19, 19, , 1
2016/12/20, 39, , 5
2016/12/21, 32, , 1
2016/12/22, 30, , 2
2016/12/23, 30, , 3
2016/12/24, 39, , 
2016/12/25, 43, , 
2016/12/26, 25, , 
2016/12/27, 18, , 
2016/12/28, 20, , 2
2016/12/29, 32, , 
2016/12/30, 22, , 
2016/12/31, 15, , 
2017/1/1, 25, , 1
2017/1/2, 41, , 
2016/7/2, 26, , 1
2016/7/3, 40, , 3
2016/7/4, 49, , 1
2016/7/5, 59, , 1
2016/7/6, 36, , 2
2016/7/7, 29, , 1
2016/7/8, 29, , 1
2016/7/9, 30, , 1
2016/7/10, 30, , 1
2016/7/11, 35, , 1
2016/7/12, 38, , 2
2016/7/13, 28, , 2
2016/7/14, 33, , 4
2016/7/15, 20, , 1
2016/7/16, 26, , 3
2016/7/17, 39, , 2
2016/7/18, 29, , 3
2016/7/19, 41, , 1
2016/7/20, 35, , 1
2016/7/21, 35, , 2
2016/7/22, 33, , 2
2016/7/23, 24, , 1
2016/7/24, 35, , 1
2016/7/25, 27, , 1
2016/7/26, 25, , 4
2016/7/27, 31, , 2
2016/7/28, 27, , 
2016/7/29, 17, , 1
2016/7/30, 24, , 1
2016/7/31, 23, , 1
2016/8/1, 44, , 1
2016/8/2, 25, , 1
2016/8/3, 35, , 3
2016/8/4, 52, , 2
2016/8/5, 44, , 2
2016/8/6, 21, , 
2016/8/7, 25, , 1
2016/8/8, 20, , 1
2016/8/9, 28, , 1
2016/8/10, 33, , 1
2016/8/11, 43, , 1
2016/8/12, 53, , 
2016/8/13, 15, , 
2016/8/14, 21, , 2
2016/8/15, 31, , 1
2016/8/16, 24, , 2
2016/8/17, 34, , 3
2016/8/18, 25, , 1
2016/8/19, 31, , 2
2016/8/20, 30, , 1
2016/8/21, 17, , 1
2016/8/22, 24, , 
2016/8/23, 22, , 1
2016/8/24, 30, , 2
2016/8/25, 28, , 1
2016/8/26, 25, , 
2016/8/27, 28, , 
2016/8/28, 26, , 1
2016/8/29, 30, , 3
2016/8/30, 31, , 3
2016/8/31, 35, , 3
2016/9/1, 19, , 
2016/9/2, 16, , 1
2016/9/3, 16, , 1
2016/9/4, 27, , 1
2016/9/5, 30, , 1
2016/9/6, 39, , 1
2016/9/7, 35, , 1
2016/9/8, 19, , 1
2016/9/9, 24, , 3
2016/9/10, 25, , 1
2016/9/11, 16, , 1
2016/9/12, 22, , 1
2016/9/13, 28, , 1
2016/9/14, 24, , 
2016/9/15, 19, , 1
2016/9/16, 21, , 1
2016/9/17, 24, , 2
2016/9/18, 29, , 2
2016/9/19, 24, , 2
2016/9/20, 26, , 3
2016/9/21, 24, , 1
2016/9/22, 23, , 
2016/9/23, 19, , 
2016/9/24, 29, , 
2016/9/25, 28, , 2
2016/9/26, 33, , 4
2016/9/27, 18, , 3
2016/9/28, 19, , 
2016/9/29, 14, , 
2016/9/30, 18, , 
2016/10/1, 24, , 
2016/4/2, 20, , 1
2016/4/3, 25, , 1
2016/4/4, 24, , 
2016/4/5, 21, , 1
2016/4/6, 31, , 1
2016/4/7, 40, , 2
2016/4/8, 22, , 1
2016/4/9, 24, , 1
2016/4/10, 27, , 1
2016/4/11, 35, , 1
2016/4/12, 26, , 1
2016/4/13, 26, , 1
2016/4/14, 29, , 2
2016/4/15, 36, , 1
2016/4/16, 46, , 1
2016/4/17, 52, , 4
2016/4/18, 62, , 3
2016/4/19, 52, , 
2016/4/20, 15, , 1
2016/4/21, 26, , 2
2016/4/22, 56, , 
2016/4/23, 22, , 
2016/4/24, 20, , 1
2016/4/25, 37, , 1
2016/4/26, 40, , 1
2016/4/27, 22, , 
2016/4/28, 21, , 1
2016/4/29, 16, , 1
2016/4/30, 18, , 1
2016/5/1, 23, , 1
2016/5/2, 16, , 1
2016/5/3, 22, , 1
2016/5/4, 28, , 1
2016/5/5, 10, , 2
2016/5/6, 11, , 4
2016/5/7, 34, , 1
2016/5/8, 23, , 1
2016/5/9, 26, , 1
2016/5/10, 24, , 1
2016/5/11, 22, , 1
2016/5/12, 44, , 1
2016/5/13, 42, , 1
2016/5/14, 19, , 1
2016/5/15, 8, , 1
2016/5/16, 17, , 3
2016/5/17, 21, , 1
2016/5/18, 17, , 1
2016/5/19, 20, , 3
2016/5/20, 32, , 2
2016/5/21, 46, , 2
2016/5/22, 56, , 1
2016/5/23, 45, , 2
2016/5/24, 44, , 3
2016/5/25, 48, , 1
2016/5/26, 37, , 3
2016/5/27, 46, , 2
2016/5/28, 53, , 1
2016/5/29, 32, , 4
2016/5/30, 19, , 2
2016/5/31, 32, , 1
2016/6/1, 22, , 2
2016/6/2, 24, , 1
2016/6/3, 11, , 2
2016/6/4, 23, , 1
2016/6/5, 29, , 1
2016/6/6, 27, , 2
2016/6/7, 15, , 2
2016/6/8, 13, , 2
2016/6/9, 19, , 1
2016/6/10, 29, , 1
2016/6/11, 48, , 3
2016/6/12, 26, , 1
2016/6/13, 18, , 1
2016/6/14, 16, , 1
2016/6/15, 30, , 2
2016/6/16, 54, , 3
2016/6/17, 46, , 3
2016/6/18, 48, , 7
2016/6/19, 55, , 5
2016/6/20, 48, , 5
2016/6/21, 37, , 1
2016/6/22, 27, , 2
2016/6/23, 29, , 
2016/6/24, 19, , 4
2016/6/25, 34, , 3
2016/6/26, 54, , 4
2016/6/27, 25, , 3
2016/6/28, 23, , 5
2016/6/30, 25, , 6
2016/7/1, 29, , 3
2016/1/5, 24, , 1
2016/1/6, 45, , 1
2016/1/7, 59, , 1
2016/1/8, 67, , 1
2016/1/9, 66, , 1
2016/1/10, 23, , 
2016/1/11, 17, , 5
2016/1/12, 43, , 1
2016/1/13, 29, , 3
2016/1/14, 54, , 1
2016/1/15, 69, , 1
2016/1/16, 41, , 1
2016/1/17, 27, , 
2016/1/18, 22, , 1
2016/1/19, 24, , 3
2016/1/20, 44, , 4
2016/1/21, 58, , 1
2016/1/22, 63, , 
2016/1/23, 36, , 1
2016/1/24, 50, , 1
2016/1/25, 53, , 
2016/1/26, 66, , 
2016/1/27, 26, , 2
2016/1/28, 22, , 3
2016/1/29, 22, , 1
2016/1/30, 31, , 2
2016/1/31, 51, , 2
2016/2/1, 50, , 1
2016/2/2, 47, , 1
2016/2/3, 29, , 1
2016/2/4, 16, , 4
2016/2/5, 26, , 1
2016/2/6, 53, , 
2016/2/7, 52, , 
2016/2/8, 32, , 1
2016/2/9, 15, , 2
2016/2/10, 20, , 1
2016/2/11, 22, , 3
2016/2/12, 26, , 1
2016/2/13, 27, , 1
2016/2/14, 29, , 1
2016/2/15, 50, , 3
2016/2/16, 58, , 2
2016/2/17, 68, , 2
2016/2/18, 24, , 1
2016/2/19, 52, , 2
2016/2/20, 37, , 5
2016/2/21, 22, , 1
2016/2/22, 14, , 1
2016/2/23, 22, , 8
2016/2/24, 77, , 
2016/2/25, 48, , 2
2016/2/26, 16, , 2
2016/2/27, 26, , 4
2016/2/28, 38, , 1
2016/2/29, 32, , 
2016/3/1, 21, , 1
2016/3/2, 23, , 2
2016/3/3, 38, , 1
2016/3/4, 50, , 2
2016/3/5, 65, , 
2016/3/6, 60, , 1
2016/3/7, 48, , 1
2016/3/8, 59, , 1
2016/3/9, 55, , 1
2016/3/10, 39, , 
2016/3/11, 25, , 
2016/3/12, 50, , 7
2016/3/13, 63, , 
2016/3/14, 47, , 3
2016/3/15, 38, , 1
2016/3/16, 37, , 2
2016/3/17, 18, , 
2016/3/18, 16, , 1
2016/3/19, 16, , 
2016/3/20, 18, , 1
2016/3/21, 24, , 1
2016/3/22, 28, , 1
2016/3/23, 41, , 
2016/3/24, 20, , 1
2016/3/25, 20, , 4
2016/3/26, 34, , 1
2016/3/27, 50, , 1
2016/3/28, 60, , 1
2016/3/29, 17, , 1
2016/3/30, 29, , 1
2016/3/31, 40, , 1
2016/4/1, 24, , 2
2015/10/2, 9, , 1
2015/10/3, 8, , 1
2015/10/4, 10, , 
2015/10/5, 11, , 1
2015/10/6, 12, , 6
2015/10/7, 29, , 
2015/10/8, 23, , 6
2015/10/9, 22, , 9
2015/10/10, 32, , 3
2015/10/11, 25, , 4
2015/10/12, 26, , 9
2015/10/13, 22, , 7
2015/10/14, 7, , 10
2015/10/15, 13, , 7
2015/10/16, 16, , 6
2015/10/17, 9, , 1
2015/10/18, 15, , 1
2015/10/19, 23, , 7
2015/10/20, 25, , 4
2015/10/21, 33, , 7
2015/10/22, 35, , 3
2015/10/23, 16, , 1
2015/10/24, 13, , 1
2015/10/25, 28, , 7
2015/10/26, 24, , 1
2015/10/27, 22, , 1
2015/10/28, 22, , 32
2015/10/29, 12, , 19
2015/10/30, 12, , 1
2015/10/31, 22, , 1
2015/11/1, 23, , 16
2015/11/2, 23, , 6
2015/11/3, 27, , 2
2015/11/4, 49, , 1
2015/11/5, 51, , 1
2015/11/6, 34, , 4
2015/11/7, 11, , 4
2015/11/8, 32, , 2
2015/11/9, 40, , 2
2015/11/10, 44, , 4
2015/11/11, 70, , 1
2015/11/14, 10, , 9
2015/11/15, 30, , 4
2015/11/16, 47, , 1
2015/11/17, 41, , 1
2015/11/18, 35, , 1
2015/11/19, 20, , 9
2015/11/20, 17, , 6
2015/11/21, 18, , 3
2015/11/22, 16, , 11
2015/11/23, 25, , 2
2015/11/24, 48, , 2
2015/11/25, 29, , 1
2015/11/26, 51, , 
2015/11/27, 41, , 5
2015/11/28, 17, , 1
2015/11/29, 29, , 1
2015/11/30, 52, , 1
2015/12/1, 52, , 2
2015/12/2, 29, , 2
2015/12/3, 40, , 3
2015/12/4, 32, , 6
2015/12/5, 56, , 1
2015/12/6, 58, , 9
2015/12/7, 72, , 1
2015/12/8, 66, , 1
2015/12/9, 68, , 2
2015/12/10, 69, , 11
2015/12/11, 26, , 2
2015/12/12, 20, , 
2015/12/13, 18, , 
2015/12/14, 22, , 1
2015/12/15, 14, , 1
2015/12/16, 14, , 2
2015/12/17, 25, , 12
2015/12/18, 20, , 1
2015/12/19, 28, , 6
2015/12/20, 27, , 1
2015/12/21, 37, , 1
2015/12/22, 30, , 1
2015/12/23, 35, , 1
2015/12/24, 39, , 5
2015/12/25, 25, , 1
2015/12/26, 39, , 
2015/12/27, 22, , 1
2015/12/28, 10, , 
2015/12/29, 15, , 1
2015/12/30, 18, , 
2015/12/31, 35, , 
2016/1/1, 31, , 
2016/1/4, 15, , 1
2015/7/2, 16, , 
2015/7/3, 18, , 9
2015/7/4, 44, , 1
2015/7/5, 77, , 2
2015/7/6, 76, , 3
2015/7/7, 68, , 1
2015/7/8, 47, , 3
2015/7/9, 24, , 6
2015/7/10, 43, , 12
2015/7/11, 59, , 8
2015/7/12, 62, , 1
2015/7/13, 68, , 6
2015/7/14, 30, , 12
2015/7/15, 19, , 
2015/7/16, 17, , 2
2015/7/17, 32, , 5
2015/7/18, 32, , 11
2015/7/19, 28, , 4
2015/7/21, 16, , 3
2015/7/22, 19, , 4
2015/7/23, 24, , 2
2015/7/24, 31, , 4
2015/7/25, 43, , 4
2015/7/26, 36, , 8
2015/7/27, 34, , 2
2015/7/28, 42, , 5
2015/7/29, 58, , 
2015/7/30, 29, , 12
2015/7/31, 21, , 
2015/8/1, 16, , 
2015/8/2, 19, , 2
2015/8/3, 25, , 
2015/8/4, 14, , 3
2015/8/5, 9, , 
2015/8/6, 11, , 
2015/8/7, 11, , 
2015/8/8, 30, , 
2015/8/9, 31, , 7
2015/8/10, 59, , 2
2015/8/11, 45, , 7
2015/8/12, 16, , 4
2015/8/13, 14, , 6
2015/8/14, 25, , 2
2015/8/15, 36, , 2
2015/8/16, 42, , 1
2015/8/17, 53, , 2
2015/8/18, 33, , 
2015/8/19, 40, , 2
2015/8/20, 20, , 8
2015/8/21, 7, , 7
2015/8/22, 18, , 1
2015/8/23, 34, , 4
2015/8/24, 29, , 19
2015/8/25, 11, , 8
2015/8/26, 9, , 7
2015/8/27, 12, , 4
2015/8/28, 36, , 2
2015/8/29, 42, , 
2015/8/30, 45, , 2
2015/8/31, 48, , 2
2015/9/1, 45, , 1
2015/9/2, 59, , 
2015/9/3, 66, , 2
2015/9/4, 34, , 
2015/9/5, 43, , 
2015/9/6, 46, , 1
2015/9/7, 54, , 5
2015/9/8, 20, , 
2015/9/9, 24, , 1
2015/9/10, 23, , 1
2015/9/11, 20, , 6
2015/9/12, 9, , 12
2015/9/13, 28, , 8
2015/9/14, 29, , 
2015/9/15, 26, , 1
2015/9/16, 32, , 
2015/9/17, 40, , 
2015/9/18, 46, , 1
2015/9/19, 12, , 7
2015/9/20, 13, , 4
2015/9/22, 20, , 4
2015/9/23, 21, , 
2015/9/24, 27, , 2
2015/9/25, 34, , 
2015/9/26, 16, , 
2015/9/27, 35, , 
2015/9/28, 38, , 3
2015/9/29, 21, , 
2015/9/30, 11, , 4
2015/10/1, 14, , 1
2015/4/2, 36, , 5
2015/4/3, 24, , 3
2015/4/4, 15, , 5
2015/4/5, 30, , 3
2015/4/6, 25, , 
2015/4/7, 24, , 
2015/4/8, 23, , 
2015/4/9, 31, , 1
2015/4/10, 19, , 1
2015/4/11, 25, , 4
2015/4/12, 40, , 1
2015/4/13, 38, , 1
2015/4/14, 27, , 2
2015/4/15, 28, , 1
2015/4/16, 22, , 2
2015/4/17, 30, , 1
2015/4/18, 49, , 1
2015/4/19, 26, , 1
2015/4/20, 15, , 1
2015/4/21, 17, , 2
2015/4/22, 12, , 8
2015/4/23, 17, , 3
2015/4/24, 19, , 
2015/4/25, 20, , 
2015/4/26, 15, , 1
2015/4/27, 14, , 3
2015/4/28, 17, , 1
2015/4/29, 23, , 
2015/4/30, 18, , 1
2015/5/1, 11, , 18
2015/5/2, 23, , 3
2015/5/3, 36, , 1
2015/5/4, 39, , 4
2015/5/5, 27, , 
2015/5/6, 14, , 1
2015/5/7, 34, , 1
2015/5/8, 54, , 11
2015/5/9, 22, , 
2015/5/10, 12, , 
2015/5/11, 16, , 13
2015/5/12, 20, , 11
2015/5/13, 14, , 11
2015/5/14, 19, , 1
2015/5/15, 27, , 1
2015/5/16, 52, , 
2015/5/17, 65, , 1
2015/5/18, 38, , 11
2015/5/19, 15, , 2
2015/5/20, 13, , 11
2015/5/21, 23, , 12
2015/5/22, 24, , 10
2015/5/23, 20, , 5
2015/5/24, 36, , 1
2015/5/25, 48, , 10
2015/5/26, 30, , 1
2015/5/27, 32, , 14
2015/5/28, 31, , 13
2015/5/29, 43, , 2
2015/5/30, 35, , 2
2015/5/31, 12, , 
2015/6/1, 13, , 1
2015/6/2, 16, , 1
2015/6/3, 22, , 2
2015/6/4, 44, , 13
2015/6/5, 37, , 
2015/6/6, 30, , 1
2015/6/7, 27, , 4
2015/6/8, 33, , 6
2015/6/9, 27, , 11
2015/6/10, 77, , 3
2015/6/11, 63, , 2
2015/6/12, 44, , 1
2015/6/13, 31, , 1
2015/6/14, 39, , 5
2015/6/15, 49, , 4
2015/6/16, 37, , 3
2015/6/17, 23, , 1
2015/6/18, 17, , 4
2015/6/19, 34, , 
2015/6/20, 14, , 3
2015/6/21, 40, , 3
2015/6/22, 54, , 5
2015/6/23, 30, , 1
2015/6/24, 21, , 13
2015/6/25, 39, , 1
2015/6/26, 60, , 1
2015/6/27, 41, , 1
2015/6/28, 51, , 4
2015/6/29, 51, , 3
2015/6/30, 43, , 1
2015/7/1, 27, , 
2015/1/2, 34, , 4
2015/1/3, 37, , 1
2015/1/4, 67, , 1
2015/1/5, 27, , 12
2015/1/6, 33, , 21
2015/1/7, 44, , 
2015/1/8, 27, , 5
2015/1/9, 34, , 1
2015/1/10, 27, , 3
2015/1/11, 41, , 5
2015/1/12, 52, , 4
2015/1/13, 33, , 3
2015/1/14, 38, , 4
2015/1/15, 69, , 10
2015/1/16, 64, , 
2015/1/18, 52, , 10
2015/1/19, 22, , 
2015/1/20, 20, , 
2015/1/21, 24, , 
2015/1/22, 37, , 4
2015/1/23, 44, , 2
2015/1/24, 45, , 1
2015/1/25, 43, , 
2015/1/26, 17, , 
2015/1/27, 31, , 1
2015/1/28, 36, , 1
2015/1/29, 49, , 9
2015/1/30, 49, , 5
2015/1/31, 21, , 4
2015/2/1, 48, , 
2015/2/2, 25, , 9
2015/2/3, 35, , 18
2015/2/4, 60, , 9
2015/2/5, 48, , 12
2015/2/6, 46, , 7
2015/2/7, 65, , 1
2015/2/8, 82, , 1
2015/2/9, 48, , 1
2015/2/10, 39, , 1
2015/2/11, 52, , 6
2015/2/12, 48, , 13
2015/2/13, 37, , 11
2015/2/14, 57, , 12
2015/2/15, 39, , 13
2015/2/16, 35, , 16
2015/2/17, 50, , 
2015/2/18, 42, , 9
2015/2/19, 35, , 7
2015/2/20, 39, , 
2015/2/21, 52, , 5
2015/2/22, 72, , 7
2015/2/23, 40, , 5
2015/2/24, 43, , 9
2015/2/25, 28, , 3
2015/2/26, 31, , 4
2015/2/27, 38, , 19
2015/2/28, 48, , 14
2015/3/1, 59, , 6
2015/3/2, 69, , 9
2015/3/3, 43, , 4
2015/3/4, 56, , 2
2015/3/5, 31, , 9
2015/3/6, 41, , 5
2015/3/7, 54, , 4
2015/3/8, 56, , 5
2015/3/9, 30, , 2
2015/3/10, 44, , 6
2015/3/11, 76, , 2
2015/3/12, 30, , 1
2015/3/13, 33, , 8
2015/3/14, 60, , 6
2015/3/15, 32, , 4
2015/3/16, 35, , 4
2015/3/17, 33, , 9
2015/3/18, 18, , 3
2015/3/19, 22, , 1
2015/3/20, 26, , 6
2015/3/21, 40, , 5
2015/3/22, 23, , 1
2015/3/23, 26, , 
2015/3/24, 22, , 1
2015/3/25, 41, , 37
2015/3/26, 39, , 8
2015/3/27, 18, , 13
2015/3/28, 22, , 7
2015/3/29, 35, , 
2015/3/30, 32, , 23
2015/3/31, 17, , 26
2015/4/1, 19, , 1
2014/10/2, 22, , 1
2014/10/3, 48, , 
2014/10/4, 14, , 1
2014/10/5, 10, , 
2014/10/6, 14, , 1
2014/10/7, 22, , 2
2014/10/8, 19, , 
2014/10/9, 18, , 
2014/10/10, 19, , 
2014/10/11, 29, , 4
2014/10/12, 31, , 
2014/10/13, 29, , 2
2014/10/14, 37, , 
2014/10/15, 13, , 
2014/10/16, 13, , 9
2014/10/17, 23, , 1
2014/10/18, 21, , 2
2014/10/19, 23, , 1
2014/10/20, 25, , 2
2014/10/21, 25, , 
2014/10/22, 23, , 
2014/10/23, 33, , 
2014/10/24, 38, , 2
2014/10/25, 54, , 2
2014/10/26, 33, , 1
2014/10/27, 26, , 1
2014/10/28, 29, , 6
2014/10/29, 25, , 
2014/10/30, 11, , 4
2014/10/31, 28, , 
2014/11/1, 11, , 4
2014/11/2, 27, , 
2014/11/3, 39, , 2
2014/11/4, 26, , 5
2014/11/5, 29, , 18
2014/11/6, 29, , 14
2014/11/7, 15, , 2
2014/11/8, 23, , 1
2014/11/9, 19, , 6
2014/11/10, 30, , 1
2014/11/11, 26, , 4
2014/11/12, 11, , 5
2014/11/13, 21, , 1
2014/11/14, 24, , 
2014/11/15, 21, , 7
2014/11/16, 51, , 7
2014/11/17, 55, , 1
2014/11/18, 39, , 
2014/11/19, 22, , 1
2014/11/20, 35, , 5
2014/11/21, 24, , 4
2014/11/22, 33, , 2
2014/11/23, 67, , 1
2014/11/24, 50, , 1
2014/11/25, 16, , 
2014/11/26, 21, , 8
2014/11/27, 57, , 3
2014/11/28, 25, , 
2014/11/29, 41, , 1
2014/11/30, 58, , 4
2014/12/1, 47, , 
2014/12/2, 27, , 3
2014/12/3, 52, , 15
2014/12/4, 44, , 1
2014/12/5, 51, , 3
2014/12/6, 80, , 
2014/12/7, 54, , 1
2014/12/8, 48, , 1
2014/12/9, 56, , 14
2014/12/10, 18, , 13
2014/12/11, 34, , 12
2014/12/12, 69, , 11
2014/12/13, 45, , 4
2014/12/14, 51, , 3
2014/12/15, 56, , 1
2014/12/16, 48, , 2
2014/12/17, 21, , 16
2014/12/18, 17, , 6
2014/12/19, 27, , 10
2014/12/20, 63, , 5
2014/12/21, 73, , 1
2014/12/22, 67, , 2
2014/12/23, 66, , 
2014/12/24, 40, , 
2014/12/25, 29, , 2
2014/12/26, 32, , 6
2014/12/27, 47, , 1
2014/12/28, 26, , 1
2014/12/29, 39, , 
2014/8/18, 22, , 1
2014/8/19, 23, , 3
2014/8/20, 14, , 1
2014/8/21, 14, , 1
2014/8/22, 24, , 1
2014/8/23, 47, , 1
2014/8/24, 50, , 2
2014/8/25, 40, , 3
2014/8/26, 26, , 5
2014/8/27, 13, , 3
2014/8/28, 15, , 
2014/8/29, 15, , 
2014/8/30, 39, , 5
2014/8/31, 24, , 1
2014/9/1, 27, , 15
2014/9/2, 23, , 21
2014/9/3, 22, , 6
2014/9/4, 20, , 
2014/9/5, 23, , 7
2014/9/6, 19, , 
2014/9/7, 24, , 8
2014/9/8, 28, , 1
2014/9/9, 30, , 2
2014/9/10, 46, , 1
2014/9/11, 33, , 2
2014/9/12, 13, , 2
2014/9/13, 15, , 6
2014/9/14, 17, , 
2014/9/15, 18, , 2
2014/9/16, 19, , 10
2014/9/17, 18, , 16
2014/9/23, 24, , 15
2014/9/24, 29, , 1
2014/9/25, 45, , 3
2014/9/26, 47, , 1
2014/9/27, 68, , 1
2014/9/28, 62, , 18
2014/9/29, 60, , 1
2014/9/30, 38, , 
2014/10/1, 10, , 
2020/4/1, , 24, 
2019/7/8, , 36, 
2019/5/30, , 39, 
2019/5/31, , 51, 
2019/6/1, , 27, 
2019/6/2, , 28, 
2019/6/3, , 29, 
2020/1/1, , , 
2019/1/22, , , 1
2018/10/29, , , 1
2018/10/30, , , 2
2018/4/22, , , 1
2018/4/23, , , 2
2018/4/24, , , 1
2017/10/25, , , 1
2017/10/26, , , 1
2017/10/27, , , 1
2017/5/25, , , 1
2017/5/26, , , 1
2017/2/13, , , 2
2016/10/10, , , 1
2016/10/11, , , 1
2016/6/29, , , 5
2015/11/12, , , 1
2016/1/3, , , 1
2015/7/20, , , 16
2015/9/21, , , 1
2015/1/1, , , 19
2015/1/17, , , 4
2014/8/17, , , 1
2014/9/20, , , 13
2014/9/22, , , 4
