date, pm25, pm10, o3, no2, so2, co, psi
2016/7/22, 55, 26, 4, 26, 20, 3, 59
2016/7/23, 65, 23, 9, 19, 16, 2, 44
2016/7/24, 40, 17, 5, 16, 8, 4, 38
2016/7/25, 33, 17, 5, 19, 12, 3, 43
2016/7/26, 41, 24, 2, 19, 16, 3, 52
2016/7/27, 46, 21, 14, 18, 13, 4, 56
2016/7/28, 54, 28, 13, 18, 10, 3, 56
2016/7/29, 58, 24, 13, 18, 15, 2, 50
2016/7/30, 52, 21, 12, 11, 11, 1, 51
2016/7/31, 44, 22, 10, 13, 8, 2, 48
2016/8/1, 43, 25, 13, 21, 16, 2, 56
2016/8/2, 62, 25, 17, 12, 25, 1, 52
2016/8/3, 55, 28, 11, 13, 13, 2, 50
2016/8/4, 49, 25, 12, 12, 11, 1, 45
2016/8/5, 47, 25, 17, 12, 9, , 55
2016/8/6, 57, 30, 15, 15, 8, 2, 56
2016/8/7, 60, 32, 16, 10, 8, 2, 59
2016/8/8, 66, 33, 15, 13, 9, 2, 61
2016/8/9, 70, 38, 16, 15, 17, 3, 64
2016/8/10, 74, 26, 11, 11, 15, 2, 44
2016/8/11, 44, 24, 10, 13, 10, 2, 53
2016/8/12, 55, 24, 9, 13, 13, 2, 52
2016/8/13, 50, 30, 18, 18, 11, 2, 61
2016/8/14, 75, 33, 14, 15, 20, 3, 58
2016/8/15, 63, 28, 13, 11, 17, 2, 48
2016/8/16, 49, 19, 10, 9, 8, , 37
2016/8/17, 37, 23, 8, 9, 8, 2, 46
2016/8/18, 42, 25, 8, 8, 8, , 49
2016/8/19, 41, 25, 8, 10, 8, , 43
2016/8/20, 48, 21, 10, 9, 8, , 44
2016/8/21, 40, 22, 6, 10, 8, 2, 42
2016/8/22, 38, 20, 9, 13, 9, 2, 45
2016/8/23, 49, 31, 13, 17, 18, 3, 63
2016/8/24, 70, 31, 8, 9, 15, 2, 43
2016/8/25, 44, 18, 12, 10, 10, 1, 40
2016/8/26, 44, 41, 26, 16, 13, 6, 103
2016/8/27, 119, 57, 10, 18, 12, 4, 82
2016/8/28, 74, 41, 16, 14, 14, 3, 77
2016/8/29, 91, 37, 13, 8, 6, 2, 65
2016/8/30, 54, 22, 6, 13, 9, 2, 49
2016/8/31, 48, 23, 7, 13, 16, 2, 56
2016/9/1, 52, 27, 5, 17, 11, 3, 55
2016/9/2, 63, 24, 11, 13, 14, 3, 50
2016/9/3, 50, 30, 11, 15, 12, 3, 61
2016/9/4, 69, 32, 17, 17, 14, 2, 64
2016/9/5, 74, 49, 12, 23, 18, 3, 69
2016/9/6, 91, 31, 12, 10, 20, 2, 53
2016/9/7, 58, 24, 6, 9, 12, , 46
2016/9/8, 46, 23, 9, 7, 6, 2, 52
2016/9/9, 52, 23, 9, 8, 6, 2, 53
2016/9/10, 56, 30, 9, 9, 5, 4, 55
2016/9/11, 60, 24, 10, 10, 7, 2, 48
2016/9/12, 45, 25, 8, 18, 15, 2, 52
2016/9/13, 61, 27, 11, 11, 12, 2, 51
2016/9/14, 44, 25, 4, 14, 9, 2, 40
2016/9/15, 48, 23, 11, 11, 14, 2, 54
2016/9/16, 49, 23, 8, 14, 17, 3, 47
2016/9/17, 48, 24, 13, 13, 22, 2, 48
2016/9/18, 51, 31, 14, 18, 18, 2, 58
2016/9/19, 68, 28, 8, 13, 29, 2, 46
2016/9/20, 52, 22, 10, 10, 20, 3, 37
2016/9/21, 43, 23, 9, 12, 13, 2, 46
2016/9/22, 50, 33, 21, 16, 12, 3, 61
2016/9/23, 68, 31, 14, 18, 18, 2, 53
2016/9/24, 59, 33, 18, 20, 27, 2, 60
2016/9/25, 71, 30, 19, 15, 27, 1, 50
2016/9/26, 57, 32, 15, 17, 22, 2, 60
2016/9/27, 74, 44, 15, 29, 20, 3, 70
2016/9/28, 93, 43, 21, 14, 19, 2, 61
2016/9/29, 64, 29, 17, 12, 7, 2, 49
2016/9/30, 51, 29, 17, 21, 7, 3, 61
2016/10/1, 69, 38, 11, 22, 13, 3, 57
2016/4/2, 76, 33, 16, 4, 1, 2, 60
2016/4/3, 65, 31, 12, 4, 2, 2, 52
2016/4/4, 51, 25, 13, 6, 2, 3, 57
2016/4/5, 62, 26, 11, 7, 2, , 53
2016/4/6, 56, 29, 13, 8, 3, 3, 57
2016/4/7, 60, 31, 19, 11, 4, 2, 60
2016/4/8, 72, 35, 19, 10, 4, 2, 61
2016/4/9, 69, 33, 10, 15, 3, 3, 60
2016/4/10, 65, 43, 19, 13, 3, 4, 64
2016/4/11, 84, 33, 14, 14, 4, 3, 60
2016/4/12, 71, 46, 12, 20, 13, 4, 68
2016/4/13, 95, 38, 15, 15, 10, 3, 62
2016/4/14, 75, 44, 14, 21, 17, 4, 63
2016/4/15, 82, 36, 10, 18, 19, 3, 51
2016/4/16, 62, 28, 20, 16, 17, 3, 57
2016/4/17, 56, 26, 17, 12, 6, 3, 51
2016/4/18, 52, 29, 20, 16, 15, 3, 62
2016/4/19, 74, 33, 18, 6, 7, 3, 59
2016/4/20, 62, 33, 11, 11, 2, 3, 62
2016/4/21, 72, 31, 27, 9, 5, 3, 59
2016/4/22, 66, 31, 14, 10, 3, 2, 56
2016/4/23, 61, 30, 11, 11, 6, 3, 52
2016/4/24, 54, 29, 12, 4, 4, 3, 53
2016/4/25, 53, 21, 12, 10, 5, 3, 48
2016/4/26, 49, 24, 12, 12, 6, 3, 53
2016/4/27, 53, 30, 17, 18, 9, 4, 62
2016/4/28, 59, 28, 15, 18, 6, 4, 64
2016/4/29, 63, 30, 10, 20, 6, 4, 63
2016/4/30, 66, 46, 31, 26, 8, 6, 73
2016/5/1, 107, 46, 16, 17, 9, 5, 63
2016/5/2, 73, 23, 14, 10, 5, 2, 47
2016/5/3, 43, 21, 13, 12, 5, 4, 53
2016/5/4, 47, 21, 15, 12, 5, 2, 42
2016/5/5, 38, 23, 12, 14, 4, 3, 53
2016/5/6, 59, 33, 14, 15, 4, 4, 57
2016/5/7, 57, 29, 7, 13, 4, 4, 56
2016/5/8, 57, 30, 11, 15, 7, 5, 55
2016/5/9, 63, 34, 8, 16, 6, 5, 59
2016/5/10, 69, 23, 9, 8, 4, 2, 39
2016/5/11, 36, 21, 6, 11, 6, 3, 52
2016/5/12, 54, 29, 6, 10, 10, 4, 54
2016/5/13, 54, 24, 3, 9, 6, 4, 51
2016/5/14, 51, 27, 3, 9, 8, 5, 53
2016/5/15, 58, 26, 9, 7, 10, 5, 54
2016/5/16, 57, 26, 9, 6, 6, 4, 48
2016/5/17, 49, 35, 8, 13, 14, 6, 66
2016/5/18, 84, 34, 7, 9, 12, 4, 54
2016/5/19, 45, 26, 6, 9, 7, 5, 55
2016/5/20, 56, 26, 7, 9, 10, 3, 47
2016/5/21, 45, 28, 9, 6, 11, 3, 41
2016/5/22, 45, 21, 10, 7, 10, 3, 37
2016/5/23, 42, 21, 11, 7, 13, 3, 45
2016/5/24, 40, 26, 8, 8, 5, 3, 46
2016/5/25, 45, 23, 9, 7, 6, 3, 43
2016/5/26, 46, 22, 6, 7, 8, 2, 39
2016/5/27, 34, 18, 6, 7, 5, 3, 36
2016/5/28, 39, 20, 7, 7, 3, 3, 40
2016/5/29, 40, 20, 9, 8, 6, 4, 46
2016/5/30, 48, 25, 7, 7, 13, 3, 45
2016/5/31, 47, 22, 15, 16, 11, 3, 50
2016/6/1, 54, 33, 17, 20, 15, 3, 59
2016/6/2, 58, 27, 11, 23, 10, 4, 58
2016/6/3, 62, 30, 13, 23, 10, 4, 60
2016/6/4, 56, 35, 2, 28, 7, 6, 62
2016/6/5, 70, 31, 19, 17, 10, 5, 59
2016/6/6, 64, 26, 15, 13, 9, 3, 51
2016/6/7, 47, 23, 13, 14, 6, 3, 53
2016/6/8, 52, 32, 5, 22, 7, 5, 59
2016/6/9, 70, 36, 11, 21, 12, 5, 65
2016/6/10, 80, 33, 9, 21, 9, 4, 60
2016/6/11, 67, 27, 9, 16, 11, 3, 49
2016/6/12, 46, 18, 14, 12, 6, 2, 34
2016/6/13, 32, 17, 12, 12, 8, 3, 44
2016/6/14, 37, 25, 10, 15, 10, 3, 55
2016/6/15, 57, 25, 7, 18, 12, 3, 52
2016/6/16, 54, 21, 5, 15, 17, 3, 46
2016/6/17, 39, 17, 4, 14, 13, 3, 38
2016/6/18, 32, 20, 5, 20, 16, 3, 42
2016/6/19, 48, 30, 14, 17, 8, 4, 51
2016/6/20, 59, 27, 16, 18, 9, 4, 53
2016/6/21, 51, 26, 14, 22, 13, 3, 52
2016/6/22, 56, 30, 7, 19, 12, 3, 55
2016/6/23, 54, 25, 10, 15, 11, 3, 49
2016/6/24, 47, 22, 7, 15, 8, 3, 44
2016/6/25, 40, 21, 11, 13, 9, 3, 47
2016/6/26, 48, 18, 12, 13, 6, , 39
2016/6/27, 40, 20, 7, 14, 7, 2, 38
2016/6/28, 36, 19, 15, 16, 9, 2, 43
2016/6/29, 49, 31, 13, 16, 16, 3, 52
2016/6/30, 57, 34, 19, 15, 16, 2, 55
2016/7/1, 59, 32, 17, 10, 9, 2, 57
2016/1/5, 38, 22, 16, 6, 1, 2, 36
2016/1/6, 34, 20, 15, 8, 1, 2, 36
2016/1/7, 33, 22, 17, 10, 1, , 41
2016/1/8, 39, 23, 15, 7, 2, , 38
2016/1/9, 33, 23, 15, 8, 2, , 39
2016/1/10, 39, 24, 17, 7, 2, 2, 41
2016/1/11, 38, 24, 13, 11, 1, 2, 44
2016/1/12, 45, 28, 14, 7, 2, 2, 40
2016/1/13, 43, 24, 17, 5, 2, 1, 44
2016/1/14, 39, 22, 14, 7, 2, 2, 41
2016/1/15, 39, 22, 9, 17, 3, 2, 43
2016/1/16, 43, 30, 10, 31, 6, 5, 57
2016/1/17, 65, 31, 12, 21, 3, 2, 49
2016/1/18, 49, 29, 15, 33, 3, 3, 53
2016/1/19, 56, 29, 12, 11, 6, 2, 52
2016/1/20, 51, 27, 11, 8, 4, 2, 48
2016/1/21, 49, 24, 11, 6, 4, 2, 40
2016/1/22, 36, 25, 10, 8, 2, 2, 48
2016/1/23, 47, 22, 12, 6, 1, 2, 37
2016/1/24, 38, 25, 18, 3, 1, 1, 40
2016/1/25, 37, 27, 14, 6, , 2, 43
2016/1/26, 42, 29, 11, 7, , 2, 44
2016/1/27, 44, 31, 17, 5, 1, 2, 44
2016/1/28, 44, 27, 14, 8, 2, 2, 45
2016/1/29, 44, 27, 10, 10, 5, 3, 48
2016/1/30, 49, 24, 15, 7, 2, 2, 38
2016/1/31, 35, 22, 15, 6, 1, , 40
2016/2/1, 38, 24, 16, 4, 2, 1, 37
2016/2/2, 28, 22, 13, 6, 1, 2, 39
2016/2/3, 38, 25, 14, 6, 1, 2, 47
2016/2/4, 46, 25, 3, 9, 1, 2, 37
2016/2/5, 34, 23, 7, 8, 2, 3, 40
2016/2/6, 44, 25, 11, 4, 1, 2, 40
2016/2/7, 41, 23, 21, 3, 1, 3, 44
2016/2/8, 50, 38, 20, 2, 1, 3, 56
2016/2/9, 62, 39, 14, 3, 1, 3, 59
2016/2/10, 64, 30, 11, 4, 1, 3, 48
2016/2/11, 46, 18, 9, 4, 1, , 28
2016/2/12, 29, 23, 9, 5, 1, 2, 41
2016/2/13, 44, 25, 9, 4, 1, 2, 37
2016/2/14, 34, 20, 10, 4, 1, 2, 42
2016/2/15, 42, 24, 12, 4, 1, 2, 47
2016/2/16, 45, 25, 12, 3, 1, 2, 47
2016/2/17, 45, 30, 19, 4, 1, , 54
2016/2/18, 60, 36, 13, 6, 2, 2, 54
2016/2/19, 56, 23, 6, 6, 1, 4, 32
2016/2/20, 33, 19, 7, 7, 1, 5, 43
2016/2/21, 49, 30, 13, 4, 2, 4, 51
2016/2/22, 50, 30, 9, 6, 2, 2, 49
2016/2/23, 49, 27, 7, 5, 2, 1, 50
2016/2/24, 43, 23, 3, 10, 2, 1, 47
2016/2/25, 45, 22, 10, 5, 2, 1, 46
2016/2/26, 43, 32, 12, 4, 1, , 51
2016/2/27, 50, 33, 11, 4, 2, , 49
2016/2/28, 51, 31, 12, 2, 1, 1, 47
2016/2/29, 47, 31, 9, 3, 1, 1, 50
2016/3/1, 51, 30, 10, 5, 1, 2, 49
2016/3/2, 48, 28, 10, 5, 1, 14, 51
2016/3/3, 49, 30, 9, 4, 1, 2, 51
2016/3/4, 55, 31, 7, 5, , 2, 47
2016/3/5, 48, 25, 12, 5, , 2, 42
2016/3/6, 45, 24, 12, 3, , 2, 41
2016/3/7, 44, 21, 9, 4, , , 45
2016/3/8, 47, 25, 9, 6, 2, 2, 51
2016/3/9, 53, 23, 13, 6, 3, 2, 44
2016/3/10, 49, 25, 12, 10, 3, 2, 50
2016/3/11, 54, 25, 14, 5, 3, 2, 48
2016/3/12, 49, 23, 13, 5, 1, 2, 47
2016/3/13, 48, 26, 13, 4, 1, 2, 47
2016/3/14, 51, 26, 13, 5, 1, 2, 54
2016/3/15, 58, 25, 17, 4, 1, 1, 54
2016/3/16, 58, 29, 17, 6, 2, 2, 54
2016/3/17, 61, 29, 20, 6, 3, 2, 57
2016/3/18, 65, 31, 21, 5, 2, 2, 59
2016/3/19, 68, 33, 22, 5, 3, 2, 60
2016/3/20, 72, 33, 22, 4, 2, 2, 61
2016/3/21, 72, 35, 19, 6, 2, 2, 61
2016/3/22, 71, 37, 14, 9, 4, 3, 59
2016/3/23, 72, 33, 16, 15, 7, 3, 62
2016/3/24, 77, 32, 22, 8, 7, 2, 59
2016/3/25, 69, 34, 22, 2, 4, 1, 61
2016/3/26, 74, 32, 16, 2, 3, 1, 57
2016/3/27, 65, 32, 16, 2, 1, 1, 59
2016/3/28, 70, 37, 19, 3, 1, 2, 58
2016/3/29, 69, 45, 24, 5, 1, 3, 72
2016/3/30, 104, 57, 19, 5, 2, 3, 74
2016/3/31, 94, 51, 19, 6, 1, 3, 71
2016/4/1, 103, 51, 18, 5, 1, 3, 66
2015/10/2, 195, 105, 7, 5, 4, 13, 170
2015/10/3, 158, 79, 8, 11, 6, 9, 116
2015/10/4, 191, 86, 7, 7, 12, 13, 170
2015/10/5, 117, 70, 9, 5, 5, 5, 85
2015/10/6, 182, 98, 24, 15, 4, 12, 155
2015/10/7, 183, 73, 12, 18, 4, 10, 90
2015/10/8, 123, 52, 21, 20, 9, 9, 77
2015/10/9, 108, 54, 24, 13, 11, 8, 88
2015/10/10, 125, 58, 24, 9, 10, 5, 84
2015/10/11, 122, 56, 34, 8, 9, 5, 90
2015/10/12, 130, 70, 27, 12, 11, 6, 107
2015/10/13, 153, 82, 28, 9, 10, 9, 126
2015/10/14, 169, 71, 21, 9, 5, 8, 92
2015/10/15, 132, 53, 25, 9, 4, 7, 80
2015/10/16, 111, 64, 32, 9, 5, 9, 110
2015/10/17, 147, 66, 26, 11, 8, 7, 90
2015/10/18, 137, 65, 32, 11, 9, 6, 118
2015/10/19, 141, 87, 25, 11, 7, 6, 116
2015/10/20, 153, 84, 27, 8, 6, 5, 107
2015/10/21, 133, 74, 32, 9, 6, 5, 118
2015/10/22, 157, 64, 23, 10, 8, 3, 78
2015/10/23, 100, 73, 40, 8, 9, 10, 155
2015/10/24, 187, 139, 26, 10, 6, 15, 178
2015/10/25, 201, 101, 28, 11, 8, 12, 144
2015/10/26, 181, 105, 38, 10, 6, 13, 156
2015/10/27, 180, 99, 47, 13, 7, 14, 129
2015/10/28, 168, 68, 22, 12, 6, 11, 78
2015/10/29, 111, 38, 22, 7, 3, 7, 52
2015/10/30, 51, 26, 11, 12, 8, 5, 53
2015/10/31, 61, 27, 19, 11, 8, 7, 49
2015/11/1, 63, 34, 31, 12, 4, 7, 60
2015/11/2, 75, 32, 21, 13, 4, 7, 55
2015/11/3, 63, 27, 14, 13, 5, 6, 57
2015/11/4, 57, 29, 18, 15, 8, 5, 62
2015/11/5, 73, 49, 26, 18, 14, 7, 81
2015/11/6, 111, 55, 26, 16, 24, 6, 81
2015/11/7, 109, 37, 20, 14, 28, 5, 53
2015/11/8, 59, 40, 28, 20, 20, 7, 73
2015/11/9, 112, 56, 33, 16, 20, 7, 89
2015/11/10, 123, 49, 25, 10, 17, 5, 64
2015/11/11, 76, 32, 15, 14, 4, 6, 61
2015/11/12, 77, 39, 27, 14, 10, 6, 68
2015/11/13, 84, 38, 12, 14, 11, 6, 63
2015/11/14, 78, 31, 18, 9, 5, 5, 55
2015/11/15, 56, 28, 14, 9, 3, 5, 40
2015/11/16, 37, 20, 4, 11, 3, 5, 36
2015/11/17, 34, 23, 17, 15, 13, 4, 41
2015/11/18, 39, 34, 24, 11, 16, 5, 51
2015/11/19, 47, 26, 14, 11, 6, 4, 51
2015/11/20, 42, 27, 9, 11, 5, 5, 45
2015/11/21, 42, 26, 15, 15, 5, 5, 43
2015/11/22, 41, 31, 18, 14, 14, 5, 49
2015/11/23, 37, 32, 34, 13, 23, 4, 64
2015/11/24, 63, 41, 16, 15, 13, 5, 61
2015/11/25, 58, 42, 20, 14, 8, 6, 61
2015/11/26, 55, 27, 10, 10, 5, 4, 35
2015/11/27, 30, 19, 14, 9, 3, 4, 31
2015/11/28, 29, 25, 20, 10, 3, 4, 44
2015/11/29, 36, 30, 18, 11, 4, 4, 48
2015/11/30, 41, 25, 13, 13, 19, 4, 49
2015/12/1, 40, 24, 13, 11, 10, 4, 36
2015/12/2, 32, 20, 13, 11, 2, 4, 44
2015/12/3, 37, 26, 15, 10, 4, 4, 43
2015/12/4, 35, 30, 15, 11, 4, 4, 53
2015/12/5, 46, 24, 14, 10, 3, 3, 43
2015/12/6, 34, 31, 14, 9, 2, 5, 42
2015/12/7, 41, 23, 16, 6, 1, 3, 30
2015/12/8, 23, 25, 10, 11, 3, 3, 49
2015/12/9, 48, 23, 12, 8, 6, 3, 38
2015/12/10, 29, 21, 16, 11, 4, 4, 42
2015/12/11, 36, 27, 10, 12, 3, 4, 49
2015/12/12, 50, 24, 13, 9, 2, 4, 39
2015/12/13, 38, 17, 6, 7, 2, 3, 29
2015/12/14, 24, 17, 15, 9, 3, 3, 33
2015/12/15, 32, 26, 14, 10, 2, 4, 54
2015/12/16, 53, 29, 20, 10, 1, 4, 51
2015/12/17, 54, 35, 21, 10, 1, 4, 55
2015/12/18, 60, 40, 20, 9, 2, 4, 60
2015/12/19, 66, 44, 27, 9, 2, 3, 59
2015/12/20, 64, 37, 35, 6, 1, 4, 59
2015/12/21, 61, 31, 34, 8, 2, 4, 54
2015/12/22, 55, 37, 36, 13, 7, 4, 63
2015/12/23, 77, 41, 25, 12, 15, 4, 60
2015/12/24, 68, 28, 12, 7, 7, 4, 49
2015/12/25, 50, 24, 18, 4, 3, 3, 44
2015/12/26, 40, 22, 18, 8, 2, 3, 35
2015/12/27, 33, 24, 20, 9, 2, 4, 39
2015/12/28, 35, 26, 14, 10, 2, 3, 43
2015/12/29, 44, 21, 10, 8, 3, 3, 34
2015/12/30, 35, 26, 18, 10, 1, 3, 44
2015/12/31, 41, 30, 33, 17, 3, , 40
2016/1/1, 38, 22, 11, 21, , , 25
2016/1/2, 23, , , , , , 
2015/7/15, 39, 20, 12, 12, 5, , 39
2015/7/16, 46, 17, 10, 11, 6, 3, 43
2015/7/17, 51, 23, 12, 7, 5, 3, 50
2015/7/18, 47, 25, 14, 7, 4, 2, 49
2015/7/19, 49, 23, 14, 6, 4, 2, 52
2015/7/20, 34, 23, 12, 7, 3, 2, 44
2015/7/21, 46, 20, 14, 8, 4, 2, 47
2015/7/22, 49, 20, 12, 9, 4, , 46
2015/7/23, 46, 18, 17, 8, 5, 2, 51
2015/7/24, 52, 18, 10, 8, 5, , 49
2015/7/25, 50, 18, 11, 11, 6, 4, 48
2015/7/26, 56, 19, 14, 13, 7, 3, 55
2015/7/27, 48, 19, 8, 11, 6, 3, 44
2015/7/28, 62, 19, 11, 13, 9, , 57
2015/7/29, 42, 20, 9, 11, 6, 3, 42
2015/7/30, 42, 13, 13, 8, 5, 2, 36
2015/7/31, 45, 15, 10, 10, 6, 2, 47
2015/8/1, 59, 18, 9, 16, 6, 2, 57
2015/8/2, 59, 25, 10, 19, 8, 4, 55
2015/8/3, 40, 20, 10, 14, 10, 3, 47
2015/8/4, 40, 17, 6, 14, 7, 3, 39
2015/8/5, 50, 18, 14, 19, 8, 4, 50
2015/8/6, 54, 21, 16, 13, 9, 3, 55
2015/8/7, 55, 22, 14, 16, 5, 3, 54
2015/8/8, 51, 23, 12, 16, 8, 3, 56
2015/8/9, 58, 24, 15, 17, 7, 3, 56
2015/8/10, 52, 23, 20, 11, 8, 3, 46
2015/8/11, 67, 28, 20, 8, 7, 3, 60
2015/8/12, 61, 30, 13, 10, 4, 4, 56
2015/8/13, 57, 26, 7, 17, 8, 4, 56
2015/8/14, 61, 25, 13, 15, 16, 4, 57
2015/8/15, 56, 24, 14, 11, 10, 3, 55
2015/8/16, 53, 25, 17, 9, 8, 3, 53
2015/8/17, 57, 26, 14, 9, 6, 3, 52
2015/8/18, 56, 26, 10, 10, 6, 3, 55
2015/8/19, 62, 30, 14, 10, 6, 3, 57
2015/8/20, 80, 32, 17, 11, 6, 3, 67
2015/8/21, 86, 38, 16, 12, 6, 4, 72
2015/8/22, 88, 40, 17, 15, 7, 4, 69
2015/8/23, 115, 48, 20, 12, 10, 5, 82
2015/8/24, 97, 47, 25, 8, 6, 4, 74
2015/8/25, 98, 44, 21, 8, 4, 4, 75
2015/8/26, 114, 50, 15, 13, 4, 4, 83
2015/8/27, 86, 46, 14, 11, 4, 3, 69
2015/8/28, 73, 35, 15, 10, 5, 3, 64
2015/8/29, 85, 35, 16, 11, 6, 3, 68
2015/8/30, 92, 41, 22, 6, 6, 4, 71
2015/8/31, 68, 35, 16, 6, 4, 3, 57
2015/9/1, 70, 29, 23, 5, 5, 3, 57
2015/9/2, 86, 37, 28, 6, 4, 3, 69
2015/9/3, 94, 47, 28, 9, 4, 4, 75
2015/9/4, 128, 50, 23, 10, 3, 5, 89
2015/9/5, 98, 51, 14, 16, 4, 5, 73
2015/9/6, 135, 51, 17, 14, 6, 6, 91
2015/9/7, 140, 57, 23, 12, 5, 5, 97
2015/9/8, 113, 49, 20, 12, 5, 4, 85
2015/9/9, 129, 54, 21, 10, 4, 6, 96
2015/9/10, 102, 50, 12, 16, 6, 5, 75
2015/9/11, 167, 59, 18, 18, 9, 12, 135
2015/9/12, 148, 89, 26, 12, 9, 10, 120
2015/9/13, 129, 55, 21, 11, 7, 6, 96
2015/9/14, 168, 75, 23, 10, 4, 9, 143
2015/9/15, 165, 83, 13, 12, 4, 9, 140
2015/9/16, 166, 82, 11, 21, 4, 11, 119
2015/9/17, 139, 64, 13, 11, 7, 8, 103
2015/9/18, 93, 50, 17, 10, 5, 4, 72
2015/9/19, 112, 47, 20, 7, 6, 4, 88
2015/9/20, 166, 72, 31, 7, 4, 9, 131
2015/9/21, 107, 55, 22, 7, 3, 7, 79
2015/9/22, 109, 45, 19, 9, 5, 6, 80
2015/9/23, 128, 49, 19, 9, 6, 7, 95
2015/9/24, 137, 58, 27, 13, 9, 7, 115
2015/9/25, 267, 110, 26, 10, 9, 17, 240
2015/9/26, 215, 158, 21, 9, 7, 15, 214
2015/9/27, 96, 70, 22, 8, 5, 5, 77
2015/9/28, 128, 47, 22, 7, 5, 5, 97
2015/9/29, 186, 78, 21, 11, 6, 10, 162
2015/9/30, 206, 103, 29, 19, 13, 18, 186
2015/10/1, 184, 93, 20, 11, 8, 10, 150
2015/4/2, 57, 21, 15, 6, 7, 4, 49
2015/4/3, 48, 25, 25, 4, 12, 5, 59
2015/4/4, 66, 37, 30, 4, 23, 4, 64
2015/4/5, 74, 27, 16, 8, 17, 2, 55
2015/4/6, 59, 25, 34, 4, 15, 4, 62
2015/4/7, 72, 25, 14, 3, 9, 3, 52
2015/4/8, 47, 18, 14, 1, 5, , 40
2015/4/9, 42, 24, 10, 1, 5, , 46
2015/4/10, 52, 23, 10, 1, 6, , 38
2015/4/11, 36, 16, 8, 1, 7, 4, 45
2015/4/12, 46, 21, 11, 1, 9, 3, 52
2015/4/13, 50, 23, 16, 1, 11, 3, 55
2015/4/14, 55, 22, 18, 2, 8, 3, 48
2015/4/15, 46, 20, 14, 2, 10, 4, 43
2015/4/16, 46, 17, 13, 4, 14, 2, 41
2015/4/17, 37, 20, 13, 7, 14, 2, 52
2015/4/18, 47, 23, 30, 16, 8, 2, 59
2015/4/19, 66, 27, 36, 18, 10, 2, 55
2015/4/20, 65, 28, 13, 23, 15, 4, 59
2015/4/21, 57, 28, 26, 25, 13, 3, 72
2015/4/22, 80, 29, 29, 18, 17, 4, 57
2015/4/23, 67, 26, 20, 19, 18, 4, 57
2015/4/24, 67, 28, 16, 18, 23, 4, 54
2015/4/25, 55, 20, 17, 16, 24, 4, 49
2015/4/26, 47, 19, 15, 13, 13, 3, 40
2015/4/27, 36, 19, 13, 20, 7, 3, 53
2015/4/28, 55, 30, 17, 17, 15, 5, 55
2015/4/29, 52, 21, 17, 19, 6, 4, 52
2015/4/30, 53, 23, 14, 17, 8, 3, 54
2015/5/1, 59, 25, 28, 6, 7, 4, 57
2015/5/2, 61, 24, 11, 5, 13, 4, 53
2015/5/3, 59, 19, 8, 3, 18, 2, 38
2015/5/4, 36, 17, 11, 9, 16, 2, 52
2015/5/5, 52, 32, 14, 16, 17, 5, 65
2015/5/6, 70, 23, 16, 10, 18, 3, 59
2015/5/7, 59, 25, 9, 5, 20, 2, 51
2015/5/8, 46, 20, 5, 5, 11, 2, 51
2015/5/9, 48, 16, 12, 5, 12, 2, 35
2015/5/10, 37, 19, 9, 3, 10, , 42
2015/5/11, 43, 19, 12, 2, 5, 1, 45
2015/5/12, 41, 18, 3, 4, 3, 1, 44
2015/5/13, 48, 18, 10, 5, 6, , 52
2015/5/14, 45, 17, 11, 4, 6, 2, 44
2015/5/15, 36, 21, 5, 10, 4, 5, 58
2015/5/16, 61, 17, 6, 6, 10, 2, 35
2015/5/17, 27, 11, 8, 5, 7, 2, 31
2015/5/18, 27, 17, 6, 7, 6, 4, 55
2015/5/19, 40, 19, 9, 4, 7, 3, 54
2015/5/20, 42, 19, 6, 5, 8, 2, 45
2015/5/21, 39, 22, 12, 5, 6, 3, 57
2015/5/22, 55, 23, 6, 5, 6, 3, 54
2015/5/23, 50, 23, 3, 4, 6, 4, 53
2015/5/24, 60, 23, 7, 3, 9, 4, 49
2015/5/25, 39, 18, 4, 3, 7, 3, 48
2015/5/26, 45, 18, 8, 2, 6, 3, 52
2015/5/27, 43, 22, 6, 5, 4, 4, 51
2015/5/28, 53, 19, 9, 7, 3, 3, 46
2015/5/29, 44, 15, 15, 2, 5, 2, 30
2015/5/30, 32, 16, 10, 1, 5, 2, 35
2015/5/31, 28, 18, 15, 1, 6, 2, 40
2015/6/1, 33, 20, 16, 3, 7, 3, 53
2015/6/2, 44, 18, 14, 2, 7, 2, 50
2015/6/3, 45, 20, 15, 3, 8, 3, 52
2015/6/4, 51, 18, 12, 2, 9, 3, 42
2015/6/5, 45, 20, 12, 3, 6, 4, 51
2015/6/6, 44, 20, 3, 5, , , 57
2015/6/7, 54, 21, 6, 3, 8, 4, 40
2015/6/8, 33, 17, 5, 3, 12, 3, 38
2015/6/9, 37, 22, 6, 5, 12, 5, 55
2015/6/10, 63, 20, 10, 3, 25, 2, 41
2015/6/11, 43, 15, 9, 3, 13, 3, 38
2015/6/12, 36, 15, 3, 3, 9, 2, 45
2015/6/13, 33, 15, 9, 4, 14, 2, 38
2015/6/14, 41, 22, 6, 3, 23, 3, 38
2015/6/15, 33, 15, 7, 3, 11, 2, 46
2015/6/16, 52, 24, 10, 4, 10, 2, 52
2015/6/17, 55, 26, 14, 3, 8, , 
2015/6/18, 63, 24, 17, 2, 7, 2, 
2015/6/19, 59, 22, 11, 2, 5, 2, 
