date, pm25, o3
2019/8/27, 19, 28
2019/8/28, 15, 35
2019/8/29, 21, 33
2019/8/30, 40, 26
2019/8/31, 44, 33
2019/9/1, 36, 29
2019/9/2, 49, 38
2019/9/3, 44, 33
2019/9/4, 47, 35
2019/9/5, 37, 45
2019/9/6, 29, 36
2019/9/7, 52, 36
2019/9/8, 28, 28
2019/9/9, 39, 41
2019/9/10, 47, 39
2019/9/11, 60, 40
2019/9/12, 61, 39
2019/9/13, 61, 30
2019/9/14, 47, 31
2019/9/15, 30, 39
2019/9/16, 41, 52
2019/9/17, 61, 32
2019/9/18, 46, 35
2019/9/19, 44, 38
2019/9/20, 51, 27
2019/9/21, 56, 23
2019/9/22, 55, 21
2019/9/23, 44, 22
2019/9/24, 42, 24
2019/9/25, 48, 23
2019/9/26, 57, 32
2019/9/27, 42, 37
2019/9/28, 47, 28
2019/9/29, 56, 30
2019/9/30, 44, 32
2019/10/1, 44, 33
2019/4/2, 31, 43
2019/4/3, 38, 43
2019/4/4, 56, 26
2019/4/5, 59, 29
2019/4/6, 36, 39
2019/4/7, 44, 38
2019/4/8, 29, 40
2019/4/9, 30, 43
2019/4/10, 34, 43
2019/4/11, 28, 42
2019/4/12, 25, 38
2019/4/13, 14, 38
2019/4/14, 26, 38
2019/4/15, 20, 37
2019/4/16, 38, 48
2019/4/17, 20, 42
2019/4/18, 31, 32
2019/4/19, 23, 35
2019/4/20, 14, 39
2019/4/21, 18, 44
2019/4/22, 30, 44
2019/4/23, 25, 27
2019/4/24, 34, 12
2019/4/25, 54, 34
2019/4/26, 51, 42
2019/4/27, 23, 36
2019/4/28, 28, 38
2019/4/29, 30, 37
2019/4/30, 18, 22
2019/5/1, 34, 37
2019/5/2, 9, 21
2019/5/3, 15, 25
2019/5/4, 32, 37
2019/5/5, 26, 52
2019/5/6, 35, 40
2019/5/7, 25, 45
2019/5/8, 44, 40
2019/5/9, 52, 24
2019/5/10, 45, 31
2019/5/11, 33, 28
2019/5/12, 46, 26
2019/5/13, 44, 39
2019/5/14, 40, 39
2019/5/15, 50, 45
2019/5/24, 40, 28
2019/5/25, 38, 36
2019/5/26, 29, 39
2019/5/27, 32, 30
2019/5/28, 34, 34
2019/5/29, 49, 34
2019/5/30, 30, 37
2019/5/31, 28, 42
2019/6/1, 33, 44
2019/6/2, 36, 39
2019/6/3, 35, 43
2019/6/4, 30, 41
2019/6/5, 34, 38
2019/6/6, 26, 51
2019/6/7, 3, 50
2019/6/8, 3, 33
2019/6/9, 2, 45
2019/6/10, 3, 38
2019/6/11, 12, 51
2019/6/12, 37, 34
2019/6/13, 34, 38
2019/6/14, 33, 45
2019/6/15, 33, 38
2019/6/16, 46, 47
2019/6/17, 50, 28
2019/6/18, 50, 43
2019/6/19, 52, 42
2019/6/20, 38, 39
2019/6/21, 30, 31
2019/6/22, 40, 36
2019/6/23, 37, 22
2019/6/24, 29, 34
2019/6/25, 36, 42
2019/6/26, 31, 37
2019/6/27, 41, 45
2019/6/28, 31, 41
2019/6/29, 35, 59
2019/6/30, 42, 43
2019/7/1, 52, 46
2019/1/2, 46, 13
2019/1/3, 43, 14
2019/1/4, 40, 6
2019/1/5, 56, 18
2019/1/6, 45, 27
2019/1/7, 48, 30
2019/1/8, 28, 24
2019/1/9, 24, 25
2019/1/10, 14, 14
2019/1/11, 38, 13
2019/1/12, 49, 15
2019/1/13, 44, 21
2019/1/14, 46, 23
2019/1/15, 55, 19
2019/1/16, 43, 9
2019/1/17, 56, 12
2019/1/18, 62, 17
2019/1/19, 50, 30
2019/1/20, 36, 26
2019/1/21, 25, 26
2019/1/22, 32, 19
2019/1/23, 24, 24
2019/1/24, 44, 
2019/2/5, 59, 14
2019/2/6, 62, 3
2019/2/7, 29, 26
2019/2/8, 30, 28
2019/2/9, 18, 28
2019/2/10, 26, 13
2019/2/11, 43, 11
2019/2/12, 51, 31
2019/2/13, 36, 28
2019/2/14, 31, 32
2019/2/15, 24, 29
2019/2/16, 39, 23
2019/2/17, 23, 29
2019/2/20, 50, 22
2019/2/21, 41, 31
2019/2/22, 60, 28
2019/2/23, 64, 26
2019/2/24, 50, 38
2019/2/25, 30, 30
2019/2/26, 32, 26
2019/2/27, 46, 25
2019/2/28, 63, 25
2019/3/1, 65, 17
2019/3/2, 71, 32
2019/3/3, 70, 31
2019/3/4, 51, 33
2019/3/5, 19, 34
2019/3/6, 24, 37
2019/3/7, 39, 32
2019/3/8, 68, 27
2019/3/9, 69, 24
2019/3/10, 47, 36
2019/3/11, 36, 34
2019/3/12, 34, 28
2019/3/13, 49, 28
2019/3/14, 34, 34
2019/3/15, 23, 34
2019/3/16, 26, 38
2019/3/17, 25, 37
2019/3/18, 26, 38
2019/3/19, 46, 39
2019/3/20, 43, 33
2019/3/21, 46, 38
2019/3/22, 35, 41
2019/3/23, 30, 40
2019/3/24, 41, 39
2019/3/25, 53, 35
2019/3/26, 46, 36
2019/3/27, 30, 41
2019/3/28, 47, 34
2019/3/29, 57, 33
2019/3/30, 54, 32
2019/3/31, 32, 36
2019/4/1, 17, 37
2018/10/2, 37, 30
2018/10/3, 33, 27
2018/10/4, 35, 16
2018/10/5, 45, 29
2018/10/6, 38, 25
2018/10/7, 38, 29
2018/10/8, 36, 29
2018/10/9, 40, 29
2018/10/10, 40, 19
2018/10/11, 40, 23
2018/10/12, 34, 14
2018/10/13, 40, 21
2018/10/14, 40, 19
2018/10/15, 50, 18
2018/10/16, 34, 22
2018/10/17, 40, 28
2018/10/18, 56, 28
2018/10/19, 74, 19
2018/10/20, 45, 31
2018/10/21, 22, 24
2018/10/22, 25, 30
2018/10/23, 30, 28
2018/10/24, 33, 25
2018/10/25, 30, 12
2018/10/26, 33, 
2018/10/27, 35, 
2018/10/28, 45, 3
2018/10/29, 25, 27
2018/10/30, 31, 30
2018/10/31, 29, 16
2018/11/1, 38, 25
2018/11/2, 31, 19
2018/11/3, 42, 18
2018/11/4, 39, 26
2018/11/5, 36, 12
2018/11/6, 38, 19
2018/11/7, 25, 15
2018/11/8, 37, 13
2018/11/9, 36, 22
2018/11/10, 34, 22
2018/11/11, 21, 17
2018/11/12, 34, 14
2018/11/13, 44, 23
2018/11/14, 29, 
2018/11/16, 17, 17
2018/11/17, 39, 15
2018/11/18, 53, 5
2018/11/19, 47, 4
2018/11/20, 40, 13
2018/11/21, 43, 18
2018/11/22, 51, 21
2018/11/23, 42, 17
2018/11/24, 30, 19
2018/11/25, 24, 19
2018/11/26, 30, 20
2018/11/27, 27, 17
2018/11/28, 21, 15
2018/11/29, 27, 15
2018/11/30, 48, 15
2018/12/1, 54, 26
2018/12/2, 17, 18
2018/12/3, 13, 13
2018/12/4, 21, 17
2018/12/5, 30, 18
2018/12/6, 33, 18
2018/12/7, 26, 14
2018/12/21, 19, 14
2018/12/22, 15, 13
2018/12/23, 15, 18
2018/12/24, 15, 22
2018/12/27, 32, 23
2018/12/28, 24, 16
2018/12/29, 24, 15
2018/12/30, 38, 7
2018/12/31, 46, 
2018/7/2, 58, 37
2018/7/3, 55, 34
2018/7/4, 58, 35
2018/7/5, 59, 52
2018/7/6, 78, 37
2018/7/7, 35, 40
2018/7/8, 18, 44
2018/7/9, 20, 42
2018/7/10, 15, 51
2018/7/11, 12, 48
2018/7/12, 22, 56
2018/7/13, 33, 59
2018/7/14, 35, 47
2018/7/15, 26, 46
2018/7/16, 18, 49
2018/7/17, 16, 43
2018/7/18, 21, 37
2018/7/19, 26, 41
2018/7/20, 28, 47
2018/7/21, 20, 38
2018/7/22, 19, 31
2018/7/23, 30, 44
2018/7/24, 32, 38
2018/7/25, 40, 35
2018/7/26, 28, 34
2018/7/27, 33, 30
2018/7/28, 25, 29
2018/7/29, 30, 17
2018/7/30, 31, 25
2018/7/31, 36, 23
2018/8/1, 30, 54
2018/8/2, 39, 41
2018/8/3, 39, 59
2018/8/4, 34, 38
2018/8/5, 31, 33
2018/8/6, 36, 32
2018/8/7, 34, 24
2018/8/8, 33, 44
2018/8/9, 33, 36
2018/8/10, 44, 47
2018/8/11, 45, 39
2018/8/12, 45, 39
2018/8/13, 43, 42
2018/8/14, 61, 29
2018/8/15, 54, 25
2018/8/16, 46, 36
2018/8/17, 34, 42
2018/8/18, 33, 40
2018/8/19, 42, 35
2018/8/20, 45, 32
2018/8/21, 46, 32
2018/8/22, 55, 26
2018/8/23, 59, 36
2018/8/24, 52, 24
2018/8/25, 58, 35
2018/8/26, 56, 40
2018/8/27, 59, 30
2018/8/28, 49, 31
2018/8/29, 36, 24
2018/8/30, 44, 33
2018/8/31, 47, 34
2018/9/1, 49, 32
2018/9/2, 39, 23
2018/9/3, 42, 27
2018/9/4, 41, 31
2018/9/5, 43, 34
2018/9/6, 43, 26
2018/9/7, 43, 30
2018/9/8, 54, 24
2018/9/9, 39, 25
2018/9/10, 46, 37
2018/9/11, 46, 45
2018/9/12, 45, 37
2018/9/13, 46, 44
2018/9/14, 42, 49
2018/9/15, 46, 44
2018/9/16, 41, 35
2018/9/17, 41, 47
2018/9/18, 46, 44
2018/9/19, 51, 38
2018/9/20, 48, 40
2018/9/21, 48, 23
2018/9/22, 51, 1
2018/9/23, 43, 1
2018/9/24, 40, 1
2018/9/25, 43, 1
2018/9/26, 41, 1
2018/9/27, 39, 32
2018/9/28, 42, 39
2018/9/29, 42, 29
2018/9/30, 38, 39
2018/10/1, 43, 32
2018/4/2, 34, 30
2018/4/3, 41, 31
2018/4/4, 40, 33
2018/4/5, 35, 34
2018/4/6, 37, 36
2018/4/7, 30, 30
2018/4/8, 24, 32
2018/4/9, 34, 32
2018/4/10, 39, 36
2018/4/11, 44, 38
2018/4/12, 38, 45
2018/4/13, 35, 36
2018/4/14, 43, 38
2018/4/15, 36, 31
2018/4/16, 32, 35
2018/4/17, 25, 38
2018/4/18, 38, 38
2018/4/19, 37, 39
2018/4/20, 30, 42
2018/4/21, 25, 46
2018/4/22, 33, 36
2018/4/23, 37, 30
2018/4/24, 39, 36
2018/4/25, 37, 36
2018/4/26, 52, 47
2018/4/27, 37, 43
2018/4/28, 33, 37
2018/4/29, 36, 43
2018/4/30, 32, 45
2018/5/1, 28, 53
2018/5/2, 41, 37
2018/5/3, 39, 30
2018/5/4, 46, 38
2018/5/5, 36, 54
2018/5/6, 39, 48
2018/5/7, 40, 45
2018/5/8, 38, 50
2018/5/9, 40, 44
2018/5/10, 38, 52
2018/5/11, 39, 45
2018/5/12, 43, 39
2018/5/13, 44, 35
2018/5/14, 45, 37
2018/5/15, 48, 38
2018/5/16, 32, 48
2018/5/17, 49, 43
2018/5/18, 31, 24
2018/5/19, 30, 41
2018/5/20, 42, 43
2018/5/21, 34, 30
2018/5/22, 33, 47
2018/5/23, 25, 50
2018/5/24, 40, 61
2018/5/25, 42, 39
2018/5/26, 49, 54
2018/5/27, 50, 49
2018/5/28, 54, 63
2018/5/29, 59, 32
2018/5/30, 50, 46
2018/5/31, 49, 43
2018/6/1, 49, 70
2018/6/2, 44, 32
2018/6/3, 53, 43
2018/6/4, 47, 44
2018/6/5, 44, 74
2018/6/6, 44, 90
2018/6/7, 45, 52
2018/6/8, 43, 55
2018/6/9, 59, 29
2018/6/10, 46, 38
2018/6/11, 45, 40
2018/6/12, 58, 53
2018/6/13, 42, 47
2018/6/14, 38, 49
2018/6/15, 47, 49
2018/6/16, 56, 39
2018/6/17, 57, 40
2018/6/18, 55, 27
2018/6/19, 56, 29
2018/6/20, 53, 33
2018/6/21, 63, 36
2018/6/22, 78, 26
2018/6/23, 51, 40
2018/6/24, 40, 39
2018/6/25, 44, 33
2018/6/26, 37, 36
2018/6/27, 31, 47
2018/6/28, 52, 36
2018/6/29, 50, 40
2018/6/30, 56, 34
2018/7/1, 45, 28
2018/1/2, 22, 17
2018/1/3, 33, 19
2018/1/4, 30, 15
2018/1/5, 40, 16
2018/1/6, 43, 19
2018/1/7, 38, 17
2018/1/8, 44, 7
2018/1/9, 56, 8
2018/1/10, 53, 16
2018/1/11, 37, 17
2018/1/12, 39, 18
2018/1/13, 36, 18
2018/1/14, 29, 18
2018/1/15, 32, 20
2018/1/16, 37, 17
2018/1/17, 34, 19
2018/1/18, 39, 24
2018/1/19, 37, 27
2018/1/20, 42, 24
2018/1/21, 42, 20
2018/1/22, 52, 27
2018/1/23, 37, 21
2018/1/24, 40, 19
2018/1/25, 45, 29
2018/1/26, 44, 35
2018/1/27, 43, 25
2018/1/28, 39, 24
2018/1/29, 44, 16
2018/1/30, 47, 22
2018/1/31, 41, 28
2018/2/1, 30, 24
2018/2/2, 42, 23
2018/2/3, 31, 23
2018/2/4, 28, 25
2018/2/5, 36, 25
2018/2/6, 37, 21
2018/2/7, 43, 27
2018/2/8, 46, 25
2018/2/9, 51, 26
2018/2/10, 43, 22
2018/2/11, 56, 27
2018/2/12, 39, 32
2018/2/13, 40, 23
2018/2/14, 55, 15
2018/2/15, 43, 16
2018/2/16, 36, 22
2018/2/17, 48, 17
2018/2/18, 46, 28
2018/2/19, 43, 22
2018/2/20, 35, 22
2018/2/21, 41, 22
2018/2/22, 45, 15
2018/2/23, 41, 11
2018/2/24, 40, 16
2018/2/25, 35, 30
2018/2/26, 35, 32
2018/2/27, 43, 38
2018/2/28, 38, 20
2018/3/1, 36, 31
2018/3/2, 41, 34
2018/3/3, 33, 36
2018/3/4, 34, 36
2018/3/5, 38, 28
2018/3/6, 35, 30
2018/3/7, 26, 30
2018/3/8, 28, 33
2018/3/9, 42, 35
2018/3/10, 44, 38
